"Comb_sciname" "BodyMass"
"7968" "Alsophis_danforthi" "144.2"
"7969" "Alsophis_sanctonum" "222.2"
"7970" "Alsophis_antillensis" "241.7"
"7971" "Alsophis_manselli" "248.4"
"7972" "Alsophis_sibonius" "225.4"
"7973" "Borikenophis_portoricensis" "237.1"
"7974" "Borikenophis_variegatus" "89.8"
"7975" "Borikenophis_sanctaecrucis" "310.1"
"7976" "Caraiba_andreae" "116.8"
"7977" "Haitiophis_anomalus" "2179.4"
"7978" "Cubophis_cantherigerus" "389.1"
"7979" "Cubophis_caymanus" "607.7"
"7980" "Cubophis_fuscicauda" "116.8"
"7981" "Cubophis_ruttyi" "186.2"
"7982" "Cubophis_vudii" "186.2"
"7983" "Ialtris_agyrtes" "70.9"
"7984" "Ialtris_dorsalis" "283.7"
"7985" "Ialtris_haetianus" "13.9"
"7986" "Ialtris_parishi" "137"
"7987" "Hypsirhynchus_ater" "192"
"7988" "Hypsirhynchus_ferox" "150.5"
"7989" "Hypsirhynchus_scalaris" "76"
"7990" "Hypsirhynchus_parvifrons" "65"
"7991" "Hypsirhynchus_melanichnus" "89.1"
"7992" "Hypsirhynchus_callilaemus" "41"
"7993" "Hypsirhynchus_funereus" "44.2"
"7994" "Hypsirhynchus_polylepis" "38.7"
"7995" "Magliophis_exiguum" "12.7"
"7996" "Magliophis_stahli" "35.1"
"7997" "Arrhyton_ainictum" "21.7"
"7998" "Arrhyton_dolichura" "8.3"
"7999" "Arrhyton_procerum" "5.2"
"8000" "Arrhyton_tanyplectum" "14"
"8001" "Arrhyton_vittatum" "5.2"
"8002" "Arrhyton_redimitum" "8.4"
"8003" "Arrhyton_supernum" "8.8"
"8004" "Arrhyton_taeniatum" "37.2"
"8005" "Erythrolamprus_aesculapii" "139.2"
"8006" "Erythrolamprus_mimus" "168.7"
"8007" "Erythrolamprus_albertguentheri" "74.1"
"8008" "Erythrolamprus_almadensis" "58.8"
"8009" "Erythrolamprus_jaegeri" "62.5"
"8010" "Erythrolamprus_andinus" "68.3"
"8011" "Erythrolamprus_atraventer" "38.7"
"8012" "Erythrolamprus_bizona" "168.7"
"8013" "Erythrolamprus_carajasensis" "19.7"
"8014" "Erythrolamprus_ceii" "32.8"
"8015" "Erythrolamprus_poecilogyrus" "68.3"
"8016" "Erythrolamprus_cobella" "120.2"
"8017" "Erythrolamprus_cursor" "104.8"
"8018" "Erythrolamprus_juliae" "39.4"
"8019" "Erythrolamprus_dorsocorallinus" "54.2"
"8020" "Erythrolamprus_pygmaeus" "4.9"
"8021" "Erythrolamprus_festae" "73.3"
"8022" "Erythrolamprus_frenatus" "38.8"
"8023" "Erythrolamprus_guentheri" "56.6"
"8024" "Erythrolamprus_ingeri" "52.3"
"8025" "Erythrolamprus_janaleeae" "51.6"
"8026" "Erythrolamprus_longiventris" "47.6"
"8027" "Erythrolamprus_maryellenae" "9.8"
"8028" "Erythrolamprus_melanotus" "69.3"
"8029" "Erythrolamprus_mertensi" "16"
"8030" "Erythrolamprus_miliaris" "110"
"8031" "Erythrolamprus_mossoroensis" "286.3"
"8032" "Erythrolamprus_ocellatus" "36.2"
"8033" "Erythrolamprus_ornatus" "82.1"
"8034" "Erythrolamprus_perfuscus" "162.8"
"8035" "Erythrolamprus_problematicus" "6.4"
"8036" "Erythrolamprus_pseudocorallus" "141.5"
"8037" "Erythrolamprus_pyburni" "12.4"
"8038" "Erythrolamprus_reginae" "98.8"
"8039" "Erythrolamprus_sagittifer" "177.3"
"8040" "Erythrolamprus_semiaureus" "168.7"
"8041" "Erythrolamprus_subocularis" "13.6"
"8042" "Erythrolamprus_taeniogaster" "133.7"
"8043" "Erythrolamprus_taeniurus" "122.7"
"8044" "Erythrolamprus_torrenicola" "23.1"
"8045" "Erythrolamprus_trebbaui" "40.5"
"8046" "Erythrolamprus_triscalis" "70.8"
"8047" "Erythrolamprus_typhlus" "112.7"
"8048" "Erythrolamprus_viridis" "58.7"
"8049" "Erythrolamprus_vitti" "28.5"
"8050" "Erythrolamprus_williamsi" "28.3"
"8051" "Xenodon_dorbignyi" "95.8"
"8052" "Xenodon_histricus" "11.3"
"8053" "Xenodon_nattereri" "36"
"8054" "Xenodon_guentheri" "95.8"
"8055" "Xenodon_matogrossensis" "21.1"
"8056" "Xenodon_pulcher" "68.3"
"8057" "Xenodon_semicinctus" "46.2"
"8058" "Xenodon_rabdocephalus" "120.2"
"8059" "Xenodon_neuwiedii" "95.8"
"8060" "Xenodon_merremi" "168.7"
"8061" "Xenodon_severus" "978.2"
"8062" "Lygophis_anomalus" "84.1"
"8063" "Lygophis_elegantissimus" "79.9"
"8064" "Lygophis_dilepis" "44.9"
"8065" "Lygophis_flavifrenatus" "82.7"
"8066" "Lygophis_meridionalis" "96.2"
"8067" "Lygophis_paucidens" "28.5"
"8068" "Lygophis_vanzolinii" "81.3"
"8069" "Lygophis_lineatus" "77.8"
"8070" "Uromacer_catesbyi" "180.6"
"8071" "Uromacer_frenatus" "241.7"
"8072" "Uromacer_oxyrhynchus" "822.2"
"8073" "Pseudalsophis_biserialis" "294.8"
"8074" "Pseudalsophis_dorsalis" "267.8"
"8075" "Pseudalsophis_elegans" "177.3"
"8076" "Pseudalsophis_slevini" "30.2"
"8077" "Pseudalsophis_hoodensis" "195.5"
"8078" "Pseudalsophis_steindachneri" "28.4"
"8079" "Psomophis_genimaculatus" "22.3"
"8080" "Psomophis_joberti" "13.4"
"8081" "Psomophis_obtusus" "22.9"
"8082" "Amnesteophis_melanauchen" "14"
"8083" "Apostolepis_albicollaris" "28.6"
"8084" "Apostolepis_dimidiata" "90.6"
"8085" "Apostolepis_ambiniger" "50.2"
"8086" "Apostolepis_ammodites" "53.1"
"8087" "Apostolepis_arenaria" "9.6"
"8088" "Apostolepis_assimilis" "29.1"
"8089" "Apostolepis_breviceps" "9.3"
"8090" "Apostolepis_cearensis" "5.3"
"8091" "Apostolepis_cerradoensis" "11.5"
"8092" "Apostolepis_christineae" "11.9"
"8093" "Apostolepis_dorbignyi" "37.4"
"8094" "Apostolepis_flavotorquata" "29.1"
"8095" "Apostolepis_gaboi" "4.4"
"8096" "Apostolepis_goiasensis" "8"
"8097" "Apostolepis_intermedia" "6.6"
"8098" "Apostolepis_longicaudata" "8.7"
"8099" "Apostolepis_multicincta" "40.7"
"8100" "Apostolepis_nelsonjorgei" "10.1"
"8101" "Apostolepis_niceforoi" "13.1"
"8102" "Apostolepis_nigrolineata" "14"
"8103" "Apostolepis_nigroterminata" "22.8"
"8104" "Apostolepis_phillipsae" "20.1"
"8105" "Apostolepis_polylepis" "50.2"
"8106" "Apostolepis_pymi" "15"
"8107" "Apostolepis_quirogai" "13.1"
"8108" "Apostolepis_serrana" "10.7"
"8109" "Apostolepis_striata" "5.6"
"8110" "Apostolepis_tenuis" "11.3"
"8111" "Apostolepis_vittata" "39.8"
"8112" "Elapomorphus_quinquelineatus" "168.7"
"8113" "Elapomorphus_wuchereri" "256.6"
"8114" "Phalotris_bilineatus" "40.5"
"8115" "Phalotris_concolor" "42.7"
"8116" "Phalotris_cuyanus" "22.3"
"8117" "Phalotris_labiomaculatus" "82.4"
"8118" "Phalotris_lativittatus" "95.8"
"8119" "Phalotris_nasutus" "148.1"
"8120" "Phalotris_matogrossensis" "30.1"
"8121" "Phalotris_mertensi" "528.2"
"8122" "Phalotris_multipunctatus" "16.5"
"8123" "Phalotris_nigrilatus" "164.8"
"8124" "Phalotris_sansebastiani" "49.4"
"8125" "Phalotris_reticulatus" "9.2"
"8126" "Phalotris_tricolor" "121.1"
"8127" "Echinanthera_amoena" "44.2"
"8128" "Echinanthera_melanostigma" "86.9"
"8129" "Echinanthera_cephalomaculata" "38.9"
"8130" "Echinanthera_cephalostriata" "42.3"
"8131" "Echinanthera_cyanopleura" "41"
"8132" "Echinanthera_undulata" "44.4"
"8133" "Taeniophallus_affinis" "71.3"
"8134" "Taeniophallus_bilineatus" "10.2"
"8135" "Taeniophallus_brevirostris" "29.8"
"8136" "Taeniophallus_nebularis" "17.2"
"8137" "Taeniophallus_nicagus" "24.2"
"8138" "Taeniophallus_persimilis" "14.7"
"8139" "Taeniophallus_occipitalis" "40.5"
"8140" "Taeniophallus_poecilopogon" "21.4"
"8141" "Taeniophallus_quadriocellatus" "37"
"8142" "Sordellina_punctata" "48.3"
"8143" "Boiruna_maculata" "748.8"
"8144" "Boiruna_sertaneja" "1303.9"
"8145" "Clelia_clelia" "1722.6"
"8146" "Clelia_langeri" "324.9"
"8147" "Clelia_equatoriana" "533.7"
"8148" "Clelia_scytalina" "555.5"
"8149" "Clelia_errabunda" "664.1"
"8150" "Clelia_hussami" "205"
"8151" "Clelia_plumbea" "1875"
"8152" "Pseudoboa_coronata" "203.1"
"8153" "Pseudoboa_nigra" "527.1"
"8154" "Pseudoboa_martinsi" "209.9"
"8155" "Pseudoboa_haasi" "555.5"
"8156" "Pseudoboa_serrana" "214.1"
"8157" "Pseudoboa_neuwiedii" "277.5"
"8158" "Rhachidelus_brazili" "582.3"
"8159" "Drepanoides_anomalus" "107.4"
"8160" "Mussurana_bicolor" "177.8"
"8161" "Mussurana_quimi" "352.8"
"8162" "Mussurana_montana" "248.4"
"8163" "Paraphimophis_rusticus" "1406.8"
"8164" "Phimophis_guerini" "320.2"
"8165" "Phimophis_guianensis" "152.1"
"8166" "Phimophis_vittatus" "68.3"
"8167" "Rodriguesophis_chui" "13.6"
"8168" "Rodriguesophis_scriptorcibatus" "15.2"
"8169" "Rodriguesophis_iglesiasi" "36.4"
"8170" "Oxyrhopus_clathratus" "95.8"
"8171" "Oxyrhopus_occipitalis" "218.8"
"8172" "Oxyrhopus_doliatus" "24.9"
"8173" "Oxyrhopus_trigeminus" "197.8"
"8174" "Oxyrhopus_erdisii" "28.6"
"8175" "Oxyrhopus_fitzingeri" "81.3"
"8176" "Oxyrhopus_vanidicus" "139.2"
"8177" "Oxyrhopus_formosus" "180.4"
"8178" "Oxyrhopus_leucomelas" "73.8"
"8179" "Oxyrhopus_guibei" "354.5"
"8180" "Oxyrhopus_melanogenys" "176.5"
"8181" "Oxyrhopus_rhombifer" "129.1"
"8182" "Oxyrhopus_marcapatae" "25.3"
"8183" "Oxyrhopus_petolarius" "1245.6"
"8184" "Siphlophis_ayauma" "140.3"
"8185" "Siphlophis_compressus" "418.5"
"8186" "Siphlophis_leucocephalus" "120.2"
"8187" "Siphlophis_longicaudatus" "56"
"8188" "Siphlophis_pulcher" "165.9"
"8189" "Siphlophis_worontzowi" "137.4"
"8190" "Siphlophis_cervinus" "178.2"
"8191" "Helicops_angulatus" "179.6"
"8192" "Helicops_gomesi" "171.7"
"8193" "Helicops_apiaka" "79.9"
"8194" "Helicops_modestus" "90.2"
"8195" "Helicops_danieli" "164.4"
"8196" "Helicops_hagmanni" "146.1"
"8197" "Helicops_leopardinus" "98.8"
"8198" "Helicops_pastazae" "11.8"
"8199" "Helicops_petersi" "29.1"
"8200" "Helicops_polylepis" "191.8"
"8201" "Helicops_scalaris" "96.6"
"8202" "Helicops_tapajonicus" "42.7"
"8203" "Helicops_trivittatus" "121.5"
"8204" "Helicops_yacu" "83.1"
"8205" "Helicops_infrataeniatus" "168.7"
"8206" "Hydrops_caesurus" "80"
"8207" "Hydrops_martii" "267.8"
"8208" "Hydrops_triangularis" "71.3"
"8209" "Pseudoeryx_plicatilis" "200.2"
"8210" "Pseudoeryx_relictualis" "51.6"
"8211" "Caaeteboia_amarali" "15.1"
"8212" "Hydrodynastes_bicinctus" "471.6"
"8213" "Hydrodynastes_melanogigas" "2193.6"
"8214" "Xenopholis_scalaris" "12.1"
"8215" "Xenopholis_undulatus" "24.2"
"8216" "Xenopholis_werdingorum" "17.7"
"8217" "Calamodontophis_paucidens" "18.2"
"8218" "Calamodontophis_ronaldoi" "13.8"
"8219" "Ptychophis_flavovirgatus" "48.1"
"8220" "Thamnodynastes_almae" "47.3"
"8221" "Thamnodynastes_ceibae" "42.9"
"8222" "Thamnodynastes_chaquensis" "95.8"
"8223" "Thamnodynastes_chimanta" "19.8"
"8224" "Thamnodynastes_corocoroensis" "5.4"
"8225" "Thamnodynastes_dixoni" "31.8"
"8226" "Thamnodynastes_duida" "22.9"
"8227" "Thamnodynastes_gambotensis" "31.2"
"8228" "Thamnodynastes_hypoconia" "56.6"
"8229" "Thamnodynastes_lanei" "56.1"
"8230" "Thamnodynastes_longicaudus" "50"
"8231" "Thamnodynastes_marahuaquensis" "16.1"
"8232" "Thamnodynastes_pallidus" "22.3"
"8233" "Thamnodynastes_paraguanae" "47.2"
"8234" "Thamnodynastes_ramonriveroi" "26.4"
"8235" "Thamnodynastes_rutilus" "54.6"
"8236" "Thamnodynastes_strigatus" "95.8"
"8237" "Thamnodynastes_sertanejo" "100.8"
"8238" "Thamnodynastes_yavi" "15.5"
"8239" "Tomodon_dorsatum" "94.7"
"8240" "Tomodon_orestes" "31.3"
"8241" "Tomodon_ocellatus" "35.3"
"8242" "Pseudotomodon_trigonatus" "22.3"
"8243" "Tachymenis_affinis" "32.1"
"8244" "Tachymenis_attenuata" "42.7"
"8245" "Tachymenis_chilensis" "86.9"
"8246" "Tachymenis_tarmensis" "15.8"
"8247" "Tachymenis_elongata" "22.3"
"8248" "Tachymenis_peruviana" "58.8"
"8249" "Gomesophis_brasiliensis" "17.8"
"8250" "Tropidodryas_serra" "180.6"
"8251" "Tropidodryas_striaticeps" "107.6"
"8252" "Coronelaps_lepidus" "29.1"
"8253" "Ditaxodon_taeniatus" "126.9"
"8254" "Eutrachelophis_bassleri" "14.2"
"8255" "Eutrachelophis_steinbachi" "35.3"
"8256" "Lioheterophis_iheringi" "12.6"
"8257" "Philodryas_aestiva" "168.7"
"8258" "Philodryas_psammophidea" "168.7"
"8259" "Philodryas_agassizii" "29.1"
"8260" "Philodryas_patagoniensis" "512.5"
"8261" "Philodryas_amaru" "133.9"
"8262" "Philodryas_argentea" "350.9"
"8263" "Philodryas_georgeboulengeri" "159.2"
"8264" "Philodryas_arnaldoi" "328.1"
"8265" "Philodryas_chamissonis" "1245.6"
"8266" "Philodryas_cordata" "78.6"
"8267" "Philodryas_laticeps" "248.4"
"8268" "Philodryas_livida" "113.8"
"8269" "Philodryas_nattereri" "342.4"
"8270" "Philodryas_olfersii" "452.7"
"8271" "Philodryas_trilineata" "647.8"
"8272" "Philodryas_simonsii" "125.9"
"8273" "Philodryas_tachymenoides" "193.2"
"8274" "Philodryas_varia" "361"
"8275" "Philodryas_baroni" "471.6"
"8276" "Philodryas_mattogrossensis" "471.6"
"8277" "Saphenophis_antioquiensis" "59.9"
"8278" "Saphenophis_boursieri" "89.5"
"8279" "Saphenophis_atahuallpae" "46.2"
"8280" "Saphenophis_tristriatus" "29.5"
"8281" "Saphenophis_sneiderni" "92.8"
"8282" "Uromacerina_ricardinii" "168.7"
"8283" "Conophis_lineatus" "251.1"
"8284" "Conophis_morai" "59.7"
"8285" "Conophis_vittatus" "111.7"
"8286" "Crisantophis_nevermanni" "171.7"
"8287" "Manolepis_putnami" "72.5"
"8288" "Adelphicos_daryi" "41.3"
"8289" "Adelphicos_ibarrorum" "32.3"
"8290" "Adelphicos_latifasciatum" "20.7"
"8291" "Adelphicos_nigrilatum" "22.4"
"8292" "Adelphicos_quadrivirgatum" "15.5"
"8293" "Adelphicos_veraepacis" "23.7"
"8294" "Amastridium_sapperi" "74.6"
"8295" "Amastridium_veliferum" "74.6"
"8296" "Rhadinaea_bogertorum" "30.6"
"8297" "Rhadinaea_calligaster" "31"
"8298" "Rhadinaea_cuneata" "31.2"
"8299" "Rhadinaea_decorata" "24.9"
"8300" "Rhadinaea_flavilata" "16.8"
"8301" "Rhadinaea_forbesi" "30.4"
"8302" "Rhadinaea_fulvivittis" "39.6"
"8303" "Rhadinaea_gaigeae" "96.6"
"8304" "Rhadinaea_hesperia" "44.6"
"8305" "Rhadinaea_laureata" "56.6"
"8306" "Rhadinaea_macdougalli" "7.8"
"8307" "Rhadinaea_marcellae" "5.1"
"8308" "Rhadinaea_montana" "42.4"
"8309" "Rhadinaea_myersi" "15.1"
"8310" "Rhadinaea_omiltemana" "39.8"
"8311" "Rhadinaea_pulveriventris" "29.4"
"8312" "Rhadinaea_quinquelineata" "20.4"
"8313" "Rhadinaea_sargenti" "8.7"
"8314" "Rhadinaea_stadelmani" "22.3"
"8315" "Rhadinaea_taeniata" "122"
"8316" "Rhadinaea_vermiculaticeps" "13.9"
"8317" "Coniophanes_alvarezi" "32.3"
"8318" "Coniophanes_andresensis" "63"
"8319" "Coniophanes_bipunctatus" "81.3"
"8320" "Coniophanes_dromiciformis" "15.5"
"8321" "Coniophanes_fissidens" "94.3"
"8322" "Coniophanes_imperialis" "37"
"8323" "Coniophanes_joanae" "13.1"
"8324" "Coniophanes_longinquus" "18.9"
"8325" "Coniophanes_melanocephalus" "46.2"
"8326" "Coniophanes_meridanus" "14"
"8327" "Coniophanes_michoacanensis" "38.9"
"8328" "Coniophanes_piceivittis" "40.5"
"8329" "Coniophanes_quinquevittatus" "29.1"
"8330" "Coniophanes_sarae" "45.2"
"8331" "Coniophanes_schmidti" "16.5"
"8332" "Coniophanes_taylori" "16.4"
"8333" "Atractus_acheronius" "58.9"
"8334" "Atractus_albuquerquei" "87.5"
"8335" "Atractus_alphonsehogei" "5.1"
"8336" "Atractus_altagratiae" "11.8"
"8337" "Atractus_alytogrammus" "10.3"
"8338" "Atractus_andinus" "7.1"
"8339" "Atractus_apophis" "20.2"
"8340" "Atractus_arangoi" "95.8"
"8341" "Atractus_atratus" "37.4"
"8342" "Atractus_avernus" "2.1"
"8343" "Atractus_ayeush" "15.58"
"8344" "Atractus_badius" "19.8"
"8345" "Atractus_biseriatus" "4.4"
"8346" "Atractus_bocki" "18.4"
"8347" "Atractus_bocourti" "15.5"
"8348" "Atractus_boulengerii" "12.8"
"8349" "Atractus_caete" "17.4"
"8350" "Atractus_careolepis" "3.1"
"8351" "Atractus_carrioni" "37.9"
"8352" "Atractus_caxiuana" "7.2"
"8353" "Atractus_charitoae" "1.5"
"8354" "Atractus_chthonius" "30"
"8355" "Atractus_clarki" "16.1"
"8356" "Atractus_crassicaudatus" "18.7"
"8357" "Atractus_darienensis" "11.4"
"8358" "Atractus_depressiocellus" "81.3"
"8359" "Atractus_duboisi" "21.1"
"8360" "Atractus_duidensis" "29.1"
"8361" "Atractus_dunni" "14"
"8362" "Atractus_echidna" "4.9"
"8363" "Atractus_ecuadorensis" "2.8"
"8364" "Atractus_edioi" "15.5"
"8365" "Atractus_elaps" "52.5"
"8366" "Atractus_emigdioi" "17.7"
"8367" "Atractus_emmeli" "8.2"
"8368" "Atractus_eriki" "13.8"
"8369" "Atractus_erythromelas" "18.7"
"8370" "Atractus_favae" "35"
"8371" "Atractus_flammigerus" "16.5"
"8372" "Atractus_franciscopaivai" "7"
"8373" "Atractus_francoi" "31.3"
"8374" "Atractus_gaigeae" "9.4"
"8375" "Atractus_gigas" "273.5"
"8376" "Atractus_guentheri" "26.1"
"8377" "Atractus_heliobelluomini" "1.6"
"8378" "Atractus_hoogmoedi" "4.9"
"8379" "Atractus_hostilitractus" "13.9"
"8380" "Atractus_imperfectus" "16.5"
"8381" "Atractus_indistinctus" "21.5"
"8382" "Atractus_insipidus" "4.3"
"8383" "Atractus_iridescens" "16.8"
"8384" "Atractus_lancinii" "26.2"
"8385" "Atractus_lasallei" "19.3"
"8386" "Atractus_latifrons" "52.5"
"8387" "Atractus_lehmanni" "8"
"8388" "Atractus_limitaneus" "6.1"
"8389" "Atractus_loveridgei" "29.7"
"8390" "Atractus_macondo" "14.8"
"8391" "Atractus_maculatus" "18.1"
"8392" "Atractus_manizalesensis" "17.8"
"8393" "Atractus_mariselae" "16.5"
"8394" "Atractus_matthewi" "13.7"
"8395" "Atractus_medusa" "15"
"8396" "Atractus_melanogaster" "25.5"
"8397" "Atractus_melas" "4.1"
"8398" "Atractus_meridensis" "22.9"
"8399" "Atractus_micheleae" "11.3"
"8400" "Atractus_microrhynchus" "18.7"
"8401" "Atractus_mijaresi" "13.5"
"8402" "Atractus_modestus" "14.5"
"8403" "Atractus_multicinctus" "11.9"
"8404" "Atractus_multidentatus" "2.7"
"8405" "Atractus_nasutus" "2.8"
"8406" "Atractus_natans" "21"
"8407" "Atractus_nicefori" "18.7"
"8408" "Atractus_nigricaudus" "13.3"
"8409" "Atractus_nigriventris" "13.1"
"8410" "Atractus_obesus" "84.7"
"8411" "Atractus_obtusirostris" "18.9"
"8412" "Atractus_occidentalis" "9"
"8413" "Atractus_occipitoalbus" "6.6"
"8414" "Atractus_ochrosetrus" "9.5"
"8415" "Atractus_oculotemporalis" "12.2"
"8416" "Atractus_orcesi" "7.8"
"8417" "Atractus_paisa" "21.5"
"8418" "Atractus_pamplonensis" "20.3"
"8419" "Atractus_pantostictus" "41.9"
"8420" "Atractus_paraguayensis" "37.9"
"8421" "Atractus_paucidens" "9.4"
"8422" "Atractus_pauciscutatus" "10.1"
"8423" "Atractus_peruvianus" "6.7"
"8424" "Atractus_poeppigi" "29.5"
"8425" "Atractus_potschi" "17.4"
"8426" "Atractus_punctiventris" "9.8"
"8427" "Atractus_resplendens" "13.7"
"8428" "Atractus_reticulatus" "20.7"
"8429" "Atractus_riveroi" "29.1"
"8430" "Atractus_ronnie" "11.1"
"8431" "Atractus_roulei" "16.5"
"8432" "Atractus_sanctaemartae" "70.8"
"8433" "Atractus_sanguineus" "19.1"
"8434" "Atractus_savagei" "17.7"
"8435" "Atractus_schach" "18.8"
"8436" "Atractus_serranus" "116.8"
"8437" "Atractus_snethlageae" "72.8"
"8438" "Atractus_spinalis" "8.5"
"8439" "Atractus_steyermarki" "18.7"
"8440" "Atractus_surucucu" "18.5"
"8441" "Atractus_tamaensis" "8.3"
"8442" "Atractus_tamessari" "19.8"
"8443" "Atractus_taphorni" "31.8"
"8444" "Atractus_thalesdelemai" "18.6"
"8445" "Atractus_titanicus" "76.7"
"8446" "Atractus_torquatus" "82.4"
"8447" "Atractus_touzeti" "265"
"8448" "Atractus_trihedrurus" "207.4"
"8449" "Atractus_zebrinus" "56.3"
"8450" "Atractus_trilineatus" "11.8"
"8451" "Atractus_trivittatus" "2.2"
"8452" "Atractus_turikensis" "20.9"
"8453" "Atractus_typhon" "13.7"
"8454" "Atractus_univittatus" "16.5"
"8455" "Atractus_variegatus" "11.3"
"8456" "Atractus_ventrimaculatus" "29.1"
"8457" "Atractus_vertebralis" "24.9"
"8458" "Atractus_vertebrolineatus" "7.7"
"8459" "Atractus_vittatus" "46.2"
"8460" "Atractus_wagleri" "35.5"
"8461" "Atractus_werneri" "14.5"
"8462" "Atractus_zidoki" "8"
"8463" "Geophis_godmani" "16.6"
"8464" "Geophis_latifrontalis" "18.6"
"8465" "Geophis_occabus" "2.1"
"8466" "Chapinophis_xanthocheilus" "30.7"
"8467" "Chersodromus_liebmanni" "7"
"8468" "Chersodromus_rubriventris" "16.5"
"8469" "Cryophis_hallbergi" "74.6"
"8470" "Dipsas_albifrons" "75.4"
"8471" "Dipsas_alternans" "79.3"
"8472" "Dipsas_andiana" "109.4"
"8473" "Dipsas_articulata" "71.3"
"8474" "Dipsas_baliomelas" "15.8"
"8475" "Dipsas_bicolor" "26.5"
"8476" "Dipsas_brevifacies" "45.4"
"8477" "Dipsas_bucephala" "49.6"
"8478" "Dipsas_catesbyi" "69.5"
"8479" "Dipsas_chaparensis" "346.1"
"8480" "Dipsas_copei" "168.7"
"8481" "Dipsas_elegans" "136.1"
"8482" "Dipsas_ellipsifera" "52.3"
"8483" "Dipsas_gaigeae" "44.6"
"8484" "Dipsas_gracilis" "86.9"
"8485" "Dipsas_incerta" "79.9"
"8486" "Dipsas_indica" "180.9"
"8487" "Dipsas_maxillaris" "17"
"8488" "Dipsas_nicholsi" "102.3"
"8489" "Dipsas_oreas" "8.1"
"8490" "Dipsas_pakaraima" "94"
"8491" "Dipsas_pavonina" "85.5"
"8492" "Dipsas_peruana" "148.1"
"8493" "Dipsas_praeornata" "76.7"
"8494" "Dipsas_pratti" "104.4"
"8495" "Dipsas_sanctijoannis" "31.3"
"8496" "Dipsas_sazimai" "48.8"
"8497" "Dipsas_schunkii" "136.5"
"8498" "Dipsas_temporalis" "63.4"
"8499" "Dipsas_tenuissima" "37.9"
"8500" "Dipsas_trinitatis" "32.1"
"8501" "Dipsas_variegata" "133.5"
"8502" "Dipsas_vermiculata" "48.2"
"8503" "Dipsas_viguieri" "53.7"
"8504" "Sibynomorphus_lavillai" "36.7"
"8505" "Sibynomorphus_neuwiedi" "100.4"
"8506" "Sibynomorphus_oligozonatus" "37"
"8507" "Sibynomorphus_oneilli" "92.8"
"8508" "Sibynomorphus_petersi" "87.2"
"8509" "Sibynomorphus_turgidus" "48.2"
"8510" "Sibynomorphus_vagrans" "38.2"
"8511" "Sibynomorphus_ventrimaculatus" "71.2"
"8512" "Sibynomorphus_williamsi" "72.8"
"8513" "Sibon_annulatus" "38.2"
"8514" "Sibon_anthracops" "59.7"
"8515" "Sibon_argus" "65.8"
"8516" "Sibon_carri" "17.4"
"8517" "Sibon_dimidiatus" "63.4"
"8518" "Sibon_dunni" "17.6"
"8519" "Sibon_lamari" "44.1"
"8520" "Sibon_linearis" "8.7"
"8521" "Sibon_longifrenis" "51"
"8522" "Sibon_manzanaresi" "17.3"
"8523" "Sibon_merendonensis" "65.1"
"8524" "Sibon_miskitus" "28.9"
"8525" "Sibon_nebulatus" "174.3"
"8526" "Sibon_noalamina" "36.4"
"8527" "Sibon_perissostichon" "60.6"
"8528" "Sibon_sanniolus" "19.8"
"8529" "Tropidodipsas_annuliferus" "28.3"
"8530" "Tropidodipsas_fasciata" "72.5"
"8531" "Tropidodipsas_fischeri" "57"
"8532" "Tropidodipsas_philippii" "50.2"
"8533" "Tropidodipsas_repleta" "29.1"
"8534" "Tropidodipsas_sartorii" "114"
"8535" "Tropidodipsas_zweifeli" "21.9"
"8536" "Ninia_atrata" "22.3"
"8537" "Ninia_celata" "22.3"
"8538" "Ninia_diademata" "18.8"
"8539" "Ninia_espinali" "30.6"
"8540" "Ninia_franciscoi" "9.3"
"8541" "Ninia_hudsoni" "19.5"
"8542" "Ninia_maculata" "11.9"
"8543" "Ninia_pavimentata" "14.5"
"8544" "Ninia_psephota" "28.2"
"8545" "Ninia_sebae" "15.1"
"8546" "Geophis_anocularis" "15.9"
"8547" "Geophis_bellus" "2.9"
"8548" "Geophis_betaniensis" "10.2"
"8549" "Geophis_bicolor" "19.3"
"8550" "Geophis_blanchardi" "23.1"
"8551" "Geophis_brachycephalus" "23.5"
"8552" "Geophis_cancellatus" "17.6"
"8553" "Geophis_carinosus" "6.4"
"8554" "Geophis_chalybeus" "12.2"
"8555" "Geophis_championi" "5.3"
"8556" "Geophis_damiani" "9.9"
"8557" "Geophis_downsi" "4.9"
"8558" "Geophis_dubius" "9.2"
"8559" "Geophis_duellmani" "10.1"
"8560" "Geophis_dugesii" "23.7"
"8561" "Geophis_dunni" "13.3"
"8562" "Geophis_fulvoguttatus" "16.3"
"8563" "Geophis_hoffmanni" "8"
"8564" "Geophis_immaculatus" "8.3"
"8565" "Geophis_incomptus" "15.6"
"8566" "Geophis_isthmicus" "1.5"
"8567" "Geophis_juarezi" "13.3"
"8568" "Geophis_juliai" "11.8"
"8569" "Geophis_laticinctus" "19.4"
"8570" "Geophis_laticollaris" "1.1"
"8571" "Geophis_maculiferus" "1.6"
"8572" "Geophis_mutitorques" "22.9"
"8573" "Geophis_nasalis" "14.9"
"8574" "Geophis_nephodrymus" "5.2"
"8575" "Geophis_nigroalbus" "13.6"
"8576" "Geophis_nigrocinctus" "13.7"
"8577" "Geophis_omiltemanus" "8.3"
"8578" "Geophis_petersii" "2.8"
"8579" "Geophis_pyburni" "7.9"
