"Comb_sciname" "BodyMass"
"2266" "Pinoyscincus_coxi" "15.3"
"2267" "Pinoyscincus_mindanensis" "3.3"
"2268" "Sphenomorphus_aignanus" "10.5"
"2269" "Sphenomorphus_alfredi" "0.6"
"2270" "Sphenomorphus_annectens" "2"
"2271" "Sphenomorphus_anomalopus" "6.8"
"2272" "Sphenomorphus_anotus" "0.6"
"2273" "Sphenomorphus_bacboensis" "1.3"
"2274" "Sphenomorphus_bignelli" "0.7"
"2275" "Sphenomorphus_brunneus" "13.7"
"2276" "Sphenomorphus_buettikoferi" "0.7"
"2277" "Sphenomorphus_bukitensis" "1.5"
"2278" "Sphenomorphus_cameronicus" "6.8"
"2279" "Sphenomorphus_capitolythos" "10.7"
"2280" "Sphenomorphus_celebense" "4"
"2281" "Sphenomorphus_cinereus" "25.2"
"2282" "Sphenomorphus_concinnatus" "6.8"
"2283" "Sphenomorphus_consobrinus" "0.9"
"2284" "Sphenomorphus_cophias" "1.8"
"2285" "Sphenomorphus_courcyanum" "1.5"
"2286" "Sphenomorphus_cranei" "10.1"
"2287" "Sphenomorphus_maindroni" "9.3"
"2288" "Sphenomorphus_crassus" "11.3"
"2289" "Sphenomorphus_cryptotis" "11.8"
"2290" "Sphenomorphus_darlingtoni" "5.1"
"2291" "Sphenomorphus_derooyae" "12.7"
"2292" "Sphenomorphus_dussumieri" "5.1"
"2293" "Sphenomorphus_fasciatus" "39.8"
"2294" "Sphenomorphus_forbesi" "3.9"
"2295" "Sphenomorphus_fragilis" "2.9"
"2296" "Sphenomorphus_fragosus" "7.8"
"2297" "Sphenomorphus_fuscolineatus" "3.9"
"2298" "Sphenomorphus_grandisonae" "0.4"
"2299" "Sphenomorphus_granulatus" "6.8"
"2300" "Sphenomorphus_haasi" "3.5"
"2301" "Sphenomorphus_helenae" "4.03"
"2302" "Sphenomorphus_ishaki" "2.3"
"2303" "Sphenomorphus_jobiensis" "34.8"
"2304" "Sphenomorphus_kinabaluensis" "3.9"
"2305" "Sphenomorphus_langkawiensis" "0.9"
"2306" "Sphenomorphus_latifasciatus" "189.1"
"2307" "Sphenomorphus_leptofasciatus" "13.2"
"2308" "Sphenomorphus_lineopunctulatus" "12.3"
"2309" "Sphenomorphus_longicaudatus" "17.6"
"2310" "Sphenomorphus_loriae" "10.5"
"2311" "Sphenomorphus_louisiadensis" "2.2"
"2312" "Sphenomorphus_maculicollus" "2.2"
"2313" "Sphenomorphus_malayanum" "5.4"
"2314" "Sphenomorphus_megalops" "2.4"
"2315" "Sphenomorphus_melanopogon" "15.3"
"2316" "Sphenomorphus_meyeri" "47.8"
"2317" "Sphenomorphus_microtympanus" "1.6"
"2318" "Sphenomorphus_mimicus" "1.3"
"2319" "Sphenomorphus_mimikanum" "15.3"
"2320" "Sphenomorphus_minutus" "1.2"
"2321" "Sphenomorphus_misolense" "3.7"
"2322" "Sphenomorphus_modigliani" "1.2"
"2323" "Sphenomorphus_muelleri" "222.1"
"2324" "Sphenomorphus_murudensis" "2.4"
"2325" "Sphenomorphus_necopinatus" "1.5"
"2326" "Sphenomorphus_neuhaussi" "54.9"
"2327" "Sphenomorphus_nigriventris" "15.3"
"2328" "Sphenomorphus_nigrolabris" "18.2"
"2329" "Sphenomorphus_nigrolineatus" "8.5"
"2330" "Sphenomorphus_oligolepis" "3.1"
"2331" "Sphenomorphus_orientale" "2.9"
"2332" "Sphenomorphus_papuae" "10.5"
"2333" "Sphenomorphus_perhentianensis" "0.4"
"2334" "Sphenomorphus_pratti" "18.4"
"2335" "Sphenomorphus_puncticentralis" "1.6"
"2336" "Sphenomorphus_rarus" "2.6"
"2337" "Sphenomorphus_sananus" "0.5"
"2338" "Sphenomorphus_sanctus" "3.1"
"2339" "Sphenomorphus_schlegeli" "0.6"
"2340" "Sphenomorphus_schultzei" "1.9"
"2341" "Sphenomorphus_scotophilus" "6.8"
"2342" "Sphenomorphus_scutatus" "1.5"
"2343" "Sphenomorphus_sheai" "0.7"
"2344" "Sphenomorphus_shelfordi" "6.8"
"2345" "Sphenomorphus_sibuensis" "4.64"
"2346" "Sphenomorphus_solomonis" "10.1"
"2347" "Sphenomorphus_striolatus" "3.1"
"2348" "Sphenomorphus_taiwanensis" "6.4"
"2349" "Sphenomorphus_tanahtinggi" "5.1"
"2350" "Sphenomorphus_tanneri" "2.6"
"2351" "Sphenomorphus_taylori" "98.2"
"2352" "Sphenomorphus_temengorensis" "0.8"
"2353" "Sphenomorphus_temmincki" "3.3"
"2354" "Sphenomorphus_tenuiculus" "4.1"
"2355" "Sphenomorphus_tersus" "18.9"
"2356" "Sphenomorphus_tetradactylus" "0.4"
"2357" "Sphenomorphus_textum" "1.3"
"2358" "Sphenomorphus_transversus" "6.2"
"2359" "Sphenomorphus_tridigitus" "0.5"
"2360" "Sphenomorphus_tritaeniatus" "1.9"
"2361" "Sphenomorphus_tropidonotus" "4.4"
"2362" "Sphenomorphus_undulatus" "6.2"
"2363" "Sphenomorphus_vanheurni" "5.1"
"2364" "Sphenomorphus_wollastoni" "15.3"
"2365" "Sphenomorphus_woodfordi" "38.8"
"2366" "Sphenomorphus_zimmeri" "7.1"
"2367" "Sphenomorphus_cyanolaemus" "4.2"
"2368" "Sphenomorphus_sabanus" "4.1"
"2369" "Sphenomorphus_multisquamatus" "6.5"
"2370" "Sphenomorphus_variegatus" "6.8"
"2371" "Sphenomorphus_sarasinorum" "8.9"
"2372" "Sphenomorphus_incognitus" "29"
"2373" "Sphenomorphus_maculatus" "6.8"
"2374" "Sphenomorphus_indicus" "25"
"2375" "Larutia_larutensis" "27"
"2376" "Larutia_miodactyla" "15.1"
"2377" "Larutia_nubisilvicola" "8.4"
"2378" "Larutia_penangensis" "13.79"
"2379" "Larutia_puehensis" "12.8"
"2380" "Larutia_seribuatensis" "7.7"
"2381" "Larutia_sumatrensis" "22.1"
"2382" "Larutia_trifasciata" "52.6"
"2383" "Isopachys_anguinoides" "2.2"
"2384" "Isopachys_borealis" "9.2"
"2385" "Isopachys_gyldenstolpei" "15.2"
"2386" "Isopachys_roulei" "3"
"2387" "Tytthoscincus_aesculeticola" "1.4"
"2388" "Tytthoscincus_atrigularis" "1"
"2389" "Tytthoscincus_biparietalis" "0.8"
"2390" "Tytthoscincus_hallieri" "3.5"
"2391" "Tytthoscincus_parvus" "0.8"
"2392" "Tropidophorus_assamensis" "6.2"
"2393" "Tropidophorus_baviensis" "16.4"
"2394" "Tropidophorus_hainanus" "2.9"
"2395" "Tropidophorus_murphyi" "19.1"
"2396" "Tropidophorus_berdmorei" "19.5"
"2397" "Tropidophorus_boehmei" "24.1"
"2398" "Tropidophorus_guangxiensis" "5.1"
"2399" "Tropidophorus_hangnam" "22.4"
"2400" "Tropidophorus_laotus" "15.3"
"2401" "Tropidophorus_latiscutatus" "22.9"
"2402" "Tropidophorus_noggei" "29.5"
"2403" "Tropidophorus_matsuii" "17.7"
"2404" "Tropidophorus_robinsoni" "8.5"
"2405" "Tropidophorus_thai" "10.5"
"2406" "Tropidophorus_sinicus" "7.1"
"2407" "Tropidophorus_baconi" "38.8"
"2408" "Tropidophorus_beccarii" "20.2"
"2409" "Tropidophorus_brookei" "29.3"
"2410" "Tropidophorus_cocincinensis" "22.2"
"2411" "Tropidophorus_davaoensis" "19.5"
"2412" "Tropidophorus_grayi" "38.1"
"2413" "Tropidophorus_iniquus" "18.9"
"2414" "Tropidophorus_microlepis" "11.8"
"2415" "Tropidophorus_micropus" "1.1"
"2416" "Tropidophorus_misaminius" "31.2"
"2417" "Tropidophorus_partelloi" "46.6"
"2418" "Tropidophorus_mocquardii" "18.2"
"2419" "Tropidophorus_perplexus" "7.8"
"2420" "Sphenomorphus_praesignis" "39.8"
"2421" "Sphenomorphus_stellatus" "10.5"
"2422" "Ateuchosaurus_chinensis" "21.5"
"2423" "Ateuchosaurus_pellopleurus" "6.5"
"2424" "Kaestlea_beddomii" "3.7"
"2425" "Kaestlea_bilineata" "5.4"
"2426" "Kaestlea_laterimaculata" "2.3"
"2427" "Kaestlea_palnica" "3.3"
"2428" "Kaestlea_travancorica" "4.8"
"2429" "Afroablepharus_africanus" "1.9"
"2430" "Afroablepharus_annobonensis" "1.4"
"2431" "Afroablepharus_duruarum" "1.6"
"2432" "Afroablepharus_maculicollis" "1.6"
"2433" "Afroablepharus_seydeli" "0.9"
"2434" "Afroablepharus_wilsoni" "0.2"
"2435" "Panaspis_breviceps" "6.8"
"2436" "Panaspis_burgeoni" "3.5"
"2437" "Panaspis_cabindae" "1.3"
"2438" "Panaspis_helleri" "4.6"
"2439" "Panaspis_megalurus" "1.3"
"2440" "Panaspis_nimbaensis" "6.2"
"2441" "Panaspis_tancredi" "0.4"
"2442" "Panaspis_togoensis" "3.1"
"2443" "Anepischetosia_maccoyi" "3.9"
"2444" "Bassiana_duperreyi" "10.5"
"2445" "Bassiana_platynota" "10.5"
"2446" "Bassiana_trilineata" "7.5"
"2447" "Morethia_lineoocellata" "3.5"
"2448" "Pseudemoia_baudini" "2.8"
"2449" "Pseudemoia_rawlinsoni" "4.6"
"2450" "Pseudemoia_cryodroma" "4.1"
"2451" "Pseudemoia_pagenstecheri" "6.5"
"2452" "Pseudemoia_entrecasteauxii" "5.4"
"2453" "Pseudemoia_spenceri" "5.4"
"2454" "Proablepharus_barrylyoni" "2.4"
"2455" "Proablepharus_kinghorni" "1.6"
"2456" "Proablepharus_naranjicaudus" "2.1"
"2457" "Proablepharus_reginae" "1.2"
"2458" "Proablepharus_tenuis" "0.5"
"2459" "Caledoniscincus_aquilonius" "2.2"
"2460" "Caledoniscincus_terma" "2.3"
"2461" "Caledoniscincus_chazeaui" "1.4"
"2462" "Caledoniscincus_atropunctatus" "3.1"
"2463" "Caledoniscincus_austrocaledonicus" "3.5"
"2464" "Caledoniscincus_haplorhinus" "3.1"
"2465" "Caledoniscincus_festivus" "7.5"
"2466" "Caledoniscincus_notialis" "3.5"
"2467" "Caledoniscincus_pelletieri" "3.8"
"2468" "Caledoniscincus_auratus" "2.4"
"2469" "Caledoniscincus_cryptos" "1.6"
"2470" "Caledoniscincus_renevieri" "2.4"
"2471" "Caledoniscincus_orestes" "5.4"
"2472" "Caledoniscincus_constellatus" "3.5"
"2473" "Graciliscincus_shonae" "1.3"
"2474" "Simiscincus_aurantiacus" "12.7"
"2475" "Tropidoscincus_aubrianus" "38.8"
"2476" "Tropidoscincus_boreus" "18.2"
"2477" "Tropidoscincus_variabilis" "16.2"
"2478" "Sigaloseps_deplanchei" "1.8"
"2479" "Sigaloseps_ruficauda" "4.1"
"2480" "Carlia_aenigma" "3.6"
"2481" "Carlia_fusca" "5.9"
"2482" "Carlia_quinquecarinata" "5"
"2483" "Carlia_ailanpalai" "4"
"2484" "Carlia_sexdentata" "5"
"2485" "Carlia_amax" "1.2"
"2486" "Carlia_tetradactyla" "5.1"
"2487" "Carlia_aramia" "3.7"
"2488" "Carlia_babarensis" "2.5"
"2489" "Carlia_beccarii" "10.3"
"2490" "Carlia_bicarinata" "2"
"2491" "Carlia_schmeltzii" "6.5"
"2492" "Carlia_bomberai" "2.9"
"2493" "Carlia_caesius" "5.2"
"2494" "Carlia_decora" "2.2"
"2495" "Carlia_vivax" "2.3"
"2496" "Carlia_diguliensis" "3"
"2497" "Carlia_dogare" "2.3"
"2498" "Carlia_rostralis" "6.8"
"2499" "Carlia_eothen" "6.4"
"2500" "Carlia_luctuosa" "9.5"
"2501" "Carlia_mysi" "4.7"
"2502" "Carlia_pulla" "5.3"
"2503" "Carlia_gracilis" "1.2"
"2504" "Carlia_inconnexa" "2.7"
"2505" "Carlia_rubigo" "1.5"
"2506" "Carlia_pectoralis" "5.1"
"2507" "Carlia_johnstonei" "1.4"
"2508" "Carlia_triacantha" "2.8"
"2509" "Carlia_leucotaenia" "2.8"
"2510" "Carlia_longipes" "7.8"
"2511" "Carlia_munda" "1.5"
"2512" "Carlia_nigrauris" "3.8"
"2513" "Carlia_peronii" "1.4"
"2514" "Carlia_rhomboidalis" "4.4"
"2515" "Carlia_rubrigularis" "4.4"
"2516" "Carlia_rimula" "1"
"2517" "Carlia_rufilatus" "1.3"
"2518" "Carlia_spinauris" "1.2"
"2519" "Carlia_storri" "1.8"
"2520" "Carlia_sukur" "1.2"
"2521" "Carlia_tutela" "2.9"
"2522" "Carlia_wundalthini" "2.2"
"2523" "Lygisaurus_abscondita" "0.4"
"2524" "Lygisaurus_foliorum" "1.4"
"2525" "Lygisaurus_sesbrauna" "0.7"
"2526" "Lygisaurus_malleolus" "0.6"
"2527" "Lygisaurus_tanneri" "0.9"
"2528" "Lygisaurus_zuma" "0.7"
"2529" "Lygisaurus_rococo" "1.6"
"2530" "Lygisaurus_curtus" "1.4"
"2531" "Lygisaurus_macfarlani" "1.1"
"2532" "Lygisaurus_novaeguineae" "0.7"
"2533" "Lygisaurus_parrhasius" "0.7"
"2534" "Lygisaurus_aeratus" "1"
"2535" "Lygisaurus_laevis" "0.9"
"2536" "Carlia_jarnoldae" "2.2"
"2537" "Pygmaeascincus_koshlandae" "0.4"
"2538" "Pygmaeascincus_sadlieri" "0.4"
"2539" "Pygmaeascincus_timlowi" "0.4"
"2540" "Liburnascincus_coensis" "6.2"
"2541" "Liburnascincus_mundivensis" "4.1"
"2542" "Liburnascincus_scirtetis" "6.8"
"2543" "Harrisoniascincus_zia" "3.9"
"2544" "Niveoscincus_coventryi" "2.9"
"2545" "Niveoscincus_metallicus" "7.1"
"2546" "Niveoscincus_pretiosus" "6.8"
"2547" "Niveoscincus_microlepidotus" "6.8"
"2548" "Niveoscincus_ocellatus" "12.7"
"2549" "Niveoscincus_orocryptus" "5.4"
"2550" "Niveoscincus_palfreymani" "18.2"
"2551" "Niveoscincus_greeni" "8.5"
"2552" "Lampropholis_adonis" "2.8"
"2553" "Lampropholis_amicula" "0.7"
"2554" "Lampropholis_caligula" "2.9"
"2555" "Lampropholis_coggeri" "1.6"
"2556" "Lampropholis_colossus" "3.3"
"2557" "Lampropholis_couperi" "2.2"
"2558" "Lampropholis_delicata" "3.1"
"2559" "Lampropholis_elongata" "2.8"
"2560" "Lampropholis_guichenoti" "2.6"
"2561" "Lampropholis_mirabilis" "2.6"
"2562" "Lampropholis_robertsi" "3.1"
"2563" "Celatiscincus_euryotis" "1.3"
"2564" "Celatiscincus_similis" "1.7"
"2565" "Lioscincus_greeri" "4.4"
"2566" "Lioscincus_vivae" "3.1"
"2567" "Lioscincus_steindachneri" "31.9"
"2568" "Marmorosphax_boulinda" "2.8"
"2569" "Marmorosphax_taom" "3"
"2570" "Marmorosphax_kaala" "3.2"
"2571" "Marmorosphax_montana" "5.9"
"2572" "Marmorosphax_tricolor" "5.6"
"2573" "Cophoscincopus_durus" "3.1"
"2574" "Cophoscincopus_greeri" "5.6"
"2575" "Cophoscincopus_senegalensis" "6.2"
"2576" "Cophoscincopus_simulans" "4.4"
"2577" "Cryptoblepharus_adamsi" "0.9"
"2578" "Cryptoblepharus_africanus" "2"
"2579" "Cryptoblepharus_voeltzkowi" "1.3"
"2580" "Cryptoblepharus_cognatus" "1.5"
"2581" "Cryptoblepharus_gloriosus" "1.5"
"2582" "Cryptoblepharus_ahli" "2.4"
"2583" "Cryptoblepharus_aldabrae" "1.7"
"2584" "Cryptoblepharus_ater" "2"
"2585" "Cryptoblepharus_australis" "1.8"
"2586" "Cryptoblepharus_balinensis" "2.3"
"2587" "Cryptoblepharus_bitaeniatus" "1.4"
"2588" "Cryptoblepharus_boutonii" "3.7"
"2589" "Cryptoblepharus_buchananii" "2.2"
"2590" "Cryptoblepharus_burdeni" "2.3"
"2591" "Cryptoblepharus_caudatus" "2.1"
"2592" "Cryptoblepharus_cursor" "1.4"
"2593" "Cryptoblepharus_cygnatus" "1.6"
"2594" "Cryptoblepharus_daedalos" "1.2"
"2595" "Cryptoblepharus_egeriae" "2.6"
"2596" "Cryptoblepharus_eximius" "1.1"
"2597" "Cryptoblepharus_exochus" "1.2"
"2598" "Cryptoblepharus_fuhni" "1.9"
"2599" "Cryptoblepharus_furvus" "1.9"
"2600" "Cryptoblepharus_gurrmul" "1.6"
"2601" "Cryptoblepharus_juno" "1.4"
"2602" "Cryptoblepharus_keiensis" "1.4"
"2603" "Cryptoblepharus_leschenault" "1.5"
"2604" "Cryptoblepharus_litoralis" "3.1"
"2605" "Cryptoblepharus_megastictus" "1.1"
"2606" "Cryptoblepharus_mertensi" "1"
"2607" "Cryptoblepharus_metallicus" "2"
"2608" "Cryptoblepharus_nigropunctatus" "3.1"
"2609" "Cryptoblepharus_novaeguineae" "1.3"
"2610" "Cryptoblepharus_novocaledonicus" "1.4"
"2611" "Cryptoblepharus_novohebridicus" "0.9"
"2612" "Cryptoblepharus_ochrus" "1.5"
"2613" "Cryptoblepharus_pannosus" "1.3"
"2614" "Cryptoblepharus_plagiocephalus" "1.9"
"2615" "Cryptoblepharus_poecilopleurus" "2.6"
"2616" "Cryptoblepharus_pulcher" "1.3"
"2617" "Cryptoblepharus_quinquetaeniatus" "1.5"
"2618" "Cryptoblepharus_renschi" "2.3"
"2619" "Cryptoblepharus_richardsi" "1.4"
"2620" "Cryptoblepharus_ruber" "1.9"
"2621" "Cryptoblepharus_rutilus" "0.9"
"2622" "Cryptoblepharus_schlegelianus" "1.1"
"2623" "Cryptoblepharus_tytthos" "1"
"2624" "Cryptoblepharus_ustulatus" "1.3"
"2625" "Cryptoblepharus_virgatus" "1.2"
"2626" "Cryptoblepharus_wulbu" "1"
"2627" "Cryptoblepharus_xenikos" "0.9"
"2628" "Cryptoblepharus_yulensis" "1.3"
"2629" "Cryptoblepharus_zoticus" "1"
"2630" "Emoia_adspersa" "17"
"2631" "Emoia_aenea" "7.4"
"2632" "Emoia_ahli" "9.3"
"2633" "Emoia_aneityumensis" "18.6"
"2634" "Emoia_arnoensis" "22.2"
"2635" "Emoia_atrocostata" "21.5"
"2636" "Emoia_aurulenta" "2.2"
"2637" "Emoia_baudini" "6.2"
"2638" "Emoia_bismarckensis" "7.5"
"2639" "Emoia_boettgeri" "9.3"
"2640" "Emoia_bogerti" "3.9"
"2641" "Emoia_brongersmai" "6.7"
"2642" "Emoia_caeruleocauda" "5.6"
"2643" "Emoia_callisticta" "3.3"
"2644" "Emoia_campbelli" "20.2"
"2645" "Emoia_coggeri" "2.3"
"2646" "Emoia_cyanogaster" "20.8"
"2647" "Emoia_cyanura" "5.4"
"2648" "Emoia_cyclops" "3.5"
"2649" "Emoia_digul" "3.5"
"2650" "Emoia_erronan" "22.2"
"2651" "Emoia_flavigularis" "8.7"
"2652" "Emoia_guttata" "7.8"
"2653" "Emoia_impar" "2.3"
"2654" "Emoia_irianensis" "5"
"2655" "Emoia_isolata" "4.1"
"2656" "Emoia_jakati" "2.8"
"2657" "Emoia_jamur" "2.5"
"2658" "Emoia_kitcheneri" "1"
"2659" "Emoia_klossi" "15.6"
"2660" "Emoia_kordoana" "4.3"
"2661" "Emoia_kuekenthali" "10.4"
"2662" "Emoia_laobaoense" "8.1"
"2663" "Emoia_lawesi" "26"
"2664" "Emoia_longicauda" "21.5"
"2665" "Emoia_loveridgei" "1.8"
"2666" "Emoia_maculata" "6.8"
"2667" "Emoia_maxima" "1.9"
"2668" "Emoia_mivarti" "3.4"
"2669" "Emoia_mokolahi" "25.4"
"2670" "Emoia_mokosariniveikau" "3.1"
"2671" "Emoia_montana" "6.9"
"2672" "Emoia_nativittatis" "9.7"
"2673" "Emoia_nigra" "47.8"
"2674" "Emoia_nigromarginata" "10.5"
"2675" "Emoia_obscura" "5"
"2676" "Emoia_oribata" "9.3"
"2677" "Emoia_oriva" "15.3"
"2678" "Emoia_pallidiceps" "4.5"
"2679" "Emoia_paniai" "2.4"
"2680" "Emoia_parkeri" "2.9"
"2681" "Emoia_physicae" "9.5"
"2682" "Emoia_physicina" "2.4"
"2683" "Emoia_ponapea" "2.4"
"2684" "Emoia_popei" "5.4"
"2685" "Emoia_pseudocyanura" "6.8"
"2686" "Emoia_pseudopallidiceps" "5.2"
"2687" "Emoia_reimschiisseli" "9.7"
"2688" "Emoia_rennellensis" "1.6"
"2689" "Emoia_ruficauda" "2.9"
"2690" "Emoia_rufilabialis" "5.5"
"2691" "Emoia_samoensis" "36.7"
"2692" "Emoia_sanfordi" "35"
"2693" "Emoia_schmidti" "4.9"
"2694" "Emoia_similis" "1.6"
"2695" "Emoia_slevini" "12.3"
"2696" "Emoia_sorex" "4"
"2697" "Emoia_submetallica" "5.1"
"2698" "Emoia_taumakoensis" "3.9"
"2699" "Emoia_tetrataenia" "5"
"2700" "Emoia_tropidolepis" "7.9"
"2701" "Emoia_trossula" "28"
"2702" "Emoia_tuitarere" "17"
"2703" "Emoia_veracunda" "2.7"
"2704" "Menetia_alanae" "0.4"
"2705" "Menetia_amaura" "0.4"
"2706" "Menetia_concinna" "0.5"
"2707" "Menetia_greyii" "1.1"
"2708" "Menetia_maini" "0.4"
"2709" "Menetia_surda" "0.5"
"2710" "Eroticoscincus_graciloides" "0.4"
"2711" "Geomyersia_coggeri" "0.7"
"2712" "Geomyersia_glabra" "0.8"
"2713" "Geoscincus_haraldmeieri" "31"
"2714" "Kanakysaurus_viviparus" "11.8"
"2715" "Kanakysaurus_zebratus" "7.5"
"2716" "Lioscincus_maruia" "4.4"
"2717" "Lioscincus_tillieri" "5.1"
"2718" "Lacertoides_pardalis" "22.9"
"2719" "Lioscincus_nigrofasciolatum" "31"
"2720" "Phoboscincus_bocourti" "626.3"
"2721" "Phoboscincus_garnieri" "201.8"
"2722" "Leiolopisma_alazon" "5.4"
"2723" "Leiolopisma_ceciliae" "131.2"
"2724" "Leiolopisma_fasciolare" "60.49"
"2725" "Leiolopisma_telfairii" "121.7"
"2726" "Lioscincus_novaecaledoniae" "6.2"
"2727" "Nannoscincus_exos" "0.9"
"2728" "Nannoscincus_garrulus" "2.7"
"2729" "Nannoscincus_gracilis" "0.9"
"2730" "Nannoscincus_slevini" "0.7"
"2731" "Nannoscincus_greeri" "0.7"
"2732" "Nannoscincus_rankini" "1.2"
"2733" "Nannoscincus_hanchisteus" "0.7"
"2734" "Nannoscincus_humectus" "0.8"
"2735" "Nannoscincus_manautei" "0.7"
"2736" "Nannoscincus_mariei" "1.8"
"2737" "Lobulia_alpina" "6.8"
"2738" "Lobulia_brongersmai" "3.1"
"2739" "Lobulia_elegans" "5.6"
"2740" "Lobulia_glacialis" "3.7"
"2741" "Lobulia_stellaris" "5.1"
"2742" "Lobulia_subalpina" "8.9"
"2743" "Morethia_adelaidensis" "3.7"
"2744" "Morethia_boulengeri" "3.5"
"2745" "Morethia_butleri" "3.5"
"2746" "Morethia_obscura" "3.3"
"2747" "Morethia_ruficauda" "1.8"
"2748" "Morethia_storri" "0.9"
"2749" "Morethia_taeniopleura" "1.5"
"2750" "Oligosoma_acrinasum" "14.2"
"2751" "Oligosoma_taumakae" "18.9"
"2752" "Oligosoma_otagense" "54.1"
"2753" "Oligosoma_waimatense" "44.3"
"2754" "Oligosoma_infrapunctatum" "33.8"
"2755" "Oligosoma_judgei" "15.9"
"2756" "Oligosoma_pikitanga" "16.4"
"2757" "Oligosoma_aeneum" "5.8"
"2758" "Oligosoma_hardyi" "4.6"
"2759" "Oligosoma_levidensum" "2.4"
"2760" "Oligosoma_alani" "66.8"
"2761" "Oligosoma_macgregori" "32.9"
"2762" "Oligosoma_oliveri" "34.8"
"2763" "Oligosoma_whitakeri" "22.2"
"2764" "Oligosoma_townsi" "13.5"
"2765" "Oligosoma_ornatum" "12.3"
"2766" "Oligosoma_fallai" "71.5"
"2767" "Oligosoma_homalonotum" "73.1"
"2768" "Oligosoma_striatum" "8.9"
"2769" "Oligosoma_zelandicum" "7.8"
"2770" "Oligosoma_microlepis" "6.8"
"2771" "Oligosoma_smithi" "10.5"
"2772" "Oligosoma_burganae" "5.9"
"2773" "Oligosoma_chloronoton" "44.3"
"2774" "Oligosoma_lineoocellatum" "30.2"
"2775" "Oligosoma_grande" "36.7"
"2776" "Oligosoma_repens" "4.6"
"2777" "Oligosoma_toka" "7.2"
"2778" "Oligosoma_stenotis" "8.5"
"2779" "Oligosoma_inconspicuum" "8.5"
"2780" "Oligosoma_notosaurus" "15.3"
"2781" "Oligosoma_tekakahu" "10.1"
"2782" "Oligosoma_maccanni" "8.5"
"2783" "Oligosoma_longipes" "8.5"
"2784" "Oligosoma_nigriplantare" "20.2"
"2785" "Oligosoma_polychroma" "10.1"
"2786" "Oligosoma_northlandi" "98.2"
"2787" "Oligosoma_roimata" "5"
"2788" "Oligosoma_moco" "8.1"
"2789" "Oligosoma_suteri" "45.4"
"2790" "Oligosoma_lichenigera" "10.5"
"2791" "Saproscincus_basiliscus" "2.3"
"2792" "Saproscincus_lewisi" "1.4"
"2793" "Saproscincus_czechurai" "1.1"
"2794" "Saproscincus_hannahae" "1.3"
"2795" "Saproscincus_tetradactylus" "0.4"
"2796" "Saproscincus_eungellensis" "5.9"
"2797" "Saproscincus_saltus" "1.4"
"2798" "Saproscincus_challengeri" "3.5"
"2799" "Saproscincus_rosei" "5.4"
"2800" "Saproscincus_spectabilis" "4.1"
"2801" "Saproscincus_mustelinus" "5.1"
"2802" "Saproscincus_oriarus" "1.4"
"2803" "Techmarscincus_jigurru" "10.5"
"2804" "Tachygyia_microlepis" "136.1"
"2805" "Emoia_loyaltiensis" "11.9"
"2806" "Lacertaspis_chriswildi" "1.6"
"2807" "Lacertaspis_gemmiventris" "10.9"
"2808" "Lacertaspis_lepesmei" "3.7"
"2809" "Lacertaspis_reichenowi" "2.9"
"2810" "Lacertaspis_rohdei" "4.6"
"2811" "Leptosiaphos_aloysiisabaudiae" "0.8"
"2812" "Leptosiaphos_amieti" "2.4"
"2813" "Leptosiaphos_blochmanni" "3.1"
"2814" "Leptosiaphos_dewittei" "3.9"
"2815" "Leptosiaphos_dungeri" "4.1"
"2816" "Leptosiaphos_fuhni" "1.6"
"2817" "Leptosiaphos_graueri" "2.7"
"2818" "Leptosiaphos_hackarsi" "1.6"
"2819" "Leptosiaphos_hylophilus" "0.9"
"2820" "Leptosiaphos_ianthinoxantha" "4.8"
"2821" "Leptosiaphos_kilimensis" "7.8"
"2822" "Leptosiaphos_koutoui" "2.2"
"2823" "Leptosiaphos_luberoensis" "3.3"
"2824" "Leptosiaphos_meleagris" "2.7"
"2825" "Leptosiaphos_pauliani" "2.8"
"2826" "Leptosiaphos_rhodurus" "12.4"
"2827" "Leptosiaphos_rhomboidalis" "2.9"
"2828" "Leptosiaphos_vigintiserierum" "2.3"
"2829" "Eugongylus_albofasciolatus" "247.4"
"2830" "Eugongylus_mentovarius" "35.7"
"2831" "Eugongylus_rufescens" "117.2"
"2832" "Eugongylus_sulaensis" "59.5"
"2833" "Eugongylus_unilineatus" "36.7"
"2834" "Emoia_concolor" "18.2"
"2835" "Emoia_tongana" "8.5"
"2836" "Ablepharus_bivittatus" "4.4"
"2837" "Ablepharus_rueppellii" "2.6"
"2838" "Ablepharus_budaki" "2"
"2839" "Ablepharus_kitaibelii" "3.7"
"2840" "Ablepharus_lindbergi" "2.3"
"2841" "Ablepharus_chernovi" "2.9"
"2842" "Ablepharus_pannonicus" "3.1"
"2843" "Ablepharus_darvazi" "1.5"
"2844" "Ablepharus_deserti" "3.9"
"2845" "Ablepharus_grayanus" "0.6"
"2846" "Asymblepharus_alaicus" "5.4"
"2847" "Asymblepharus_nepalensis" "1.2"
"2848" "Asymblepharus_himalayanus" "6.8"
"2849" "Asymblepharus_ladacensis" "7"
"2850" "Asymblepharus_mahabharatus" "3.58"
"2851" "Asymblepharus_sikimmensis" "3.3"
"2852" "Asymblepharus_eremchenkoi" "4.1"
"2853" "Haackgreerius_miopus" "2.5"
"2854" "Lamprolepis_smaragdina" "34.8"
