"Species3" "Mass"
"3153" "Corvus_crassirostris" 1135
"3154" "Corvus_cryptoleucus" 533.54
"3155" "Corvus_dauuricus" 208
"3156" "Corvus_edithae" 524
"3157" "Corvus_enca" 251
"3158" "Corvus_florensis" 175
"3159" "Corvus_frugilegus" 452.1
"3160" "Corvus_fuscicapillus" 635
"3161" "Corvus_hawaiiensis" 518.82
"3162" "Corvus_imparatus" 221
"3163" "Corvus_jamaicensis" 338
"3164" "Corvus_kubaryi" 249.92
"3165" "Corvus_leucognaphalus" 401
"3166" "Corvus_levaillantii" 513.14
"3167" "Corvus_macrorhynchos" 513.14
"3168" "Corvus_meeki" 467
"3169" "Corvus_mellori" 540.37
"3170" "Corvus_minutus" 287.82
"3171" "Corvus_monedula" 246
"3172" "Corvus_moneduloides" 277.38
"3173" "Corvus_nasicus" 401
"3174" "Corvus_orru" 507.96
"3175" "Corvus_ossifragus" 284.6
"3176" "Corvus_palmarum" 289
"3177" "Corvus_rhipidurus" 611
"3178" "Corvus_ruficollis" 573.5
"3179" "Corvus_sinaloae" 244
"3180" "Corvus_splendens" 292.55
"3181" "Corvus_tasmanicus" 676.34
"3182" "Corvus_torquatus" 470.53
"3183" "Corvus_tristis" 635
"3184" "Corvus_typicus" 175
"3185" "Corvus_unicolor" 175
"3186" "Corvus_validus" 300
"3187" "Corvus_woodfordi" 467
"3188" "Crypsirina_cucullata" 132.5
"3189" "Crypsirina_temia" 129.5
"3190" "Cyanocitta_cristata" 88
"3191" "Cyanocitta_stelleri" 128
"3192" "Cyanocorax_affinis" 212
"3193" "Cyanocorax_beecheii" 193
"3194" "Cyanocorax_caeruleus" 272
"3195" "Cyanocorax_cayanus" 175
"3196" "Cyanocorax_chrysops" 166
"3197" "Cyanocorax_cristatellus" 178
"3198" "Cyanocorax_cyanomelas" 207
"3199" "Cyanocorax_cyanopogon" 146
"3200" "Cyanocorax_dickeyi" 181
"3201" "Cyanocorax_heilprini" 172
"3202" "Cyanocorax_luxuosus" 78.5
"3203" "Cyanocorax_melanocyaneus" 101
"3204" "Cyanocorax_morio" 204
"3205" "Cyanocorax_mystacalis" 154.4
"3206" "Cyanocorax_sanblasianus" 109
"3207" "Cyanocorax_violaceus" 262
"3208" "Cyanocorax_yncas" 78.5
"3209" "Cyanocorax_yucatanicus" 118
"3210" "Cyanolyca_argentigula" 200
"3211" "Cyanolyca_armillata" 200
"3212" "Cyanolyca_cucullata" 101.33
"3213" "Cyanolyca_mirabilis" 52.4
"3214" "Cyanolyca_nana" 41
"3215" "Cyanolyca_pulchra" 101.33
"3216" "Cyanolyca_pumilo" 47
"3217" "Cyanolyca_turcosa" 97.5
"3218" "Cyanolyca_viridicyanus" 119.79
"3219" "Cyanopica_cyanus" 95.91
"3220" "Dendrocitta_bayleyi" 101.96
"3221" "Dendrocitta_formosae" 102.74
"3222" "Dendrocitta_frontalis" 100
"3223" "Dendrocitta_leucogastra" 99.2
"3224" "Dendrocitta_occipitalis" 95.3
"3225" "Dendrocitta_vagabunda" 100
"3226" "Garrulus_glandarius" 159.46
"3227" "Garrulus_lanceolatus" 97.7
"3228" "Garrulus_lidthi" 125
"3229" "Gymnorhinus_cyanocephalus" 104.82
"3230" "Nucifraga_caryocatactes" 182.51
"3231" "Nucifraga_columbiana" 129.81
"3232" "Perisoreus_canadensis" 71.58
"3233" "Perisoreus_infaustus" 84.4
"3234" "Perisoreus_internigrans" 102
"3235" "Pica_hudsonia" 177.12
"3236" "Pica_nuttalli" 158.29
"3237" "Pica_pica" 217.48
"3238" "Platylophus_galericulatus" 77.89
"3239" "Platysmurus_leucopterus" 180
"3240" "Podoces_biddulphi" 130.5
"3241" "Podoces_hendersoni" 120.49
"3242" "Podoces_panderi" 91.1
"3243" "Podoces_pleskei" 87.46
"3244" "Ptilostomus_afer" 128
"3245" "Pyrrhocorax_graculus" 211
"3246" "Pyrrhocorax_pyrrhocorax" 276.68
"3247" "Temnurus_temnurus" 138
"3248" "Urocissa_caerulea" 256.98
"3249" "Urocissa_erythrorhyncha" 151.52
"3250" "Urocissa_flavirostris" 149.19
"3251" "Urocissa_ornata" 196
"3252" "Urocissa_whiteheadi" 200
"3253" "Zavattariornis_stresemanni" 130
"3254" "Ampelioides_tschudii" 78.4
"3255" "Ampelion_rubrocristatus" 66.29
"3256" "Ampelion_rufaxilla" 73.9
"3257" "Calyptura_cristata" 7.8
"3258" "Carpodectes_antoniae" 98
"3259" "Carpodectes_hopkei" 102
"3260" "Carpodectes_nitidus" 101.6
"3261" "Carpornis_cucullata" 74.19
"3262" "Carpornis_melanocephala" 64.19
"3263" "Cephalopterus_glabricollis" 379.47
"3264" "Cephalopterus_ornatus" 380
"3265" "Cephalopterus_penduliger" 338
"3266" "Conioptilon_mcilhennyi" 90
"3267" "Cotinga_amabilis" 71.49
"3268" "Cotinga_cayana" 61.8
"3269" "Cotinga_cotinga" 54
"3270" "Cotinga_maculata" 65
"3271" "Cotinga_maynana" 69
"3272" "Cotinga_nattererii" 57.2
"3273" "Cotinga_ridgwayi" 57.18
"3274" "Doliornis_remseni" 63.1
"3275" "Doliornis_sclateri" 60.2
"3276" "Gymnoderus_foetidus" 275.49
"3277" "Haematoderus_militaris" 227
"3278" "Iodopleura_fusca" 15.3
"3279" "Iodopleura_isabellae" 20
"3280" "Iodopleura_pipra" 10.03
"3281" "Laniisoma_buckleyi" 47.1
"3282" "Laniisoma_elegans" 47.4
"3283" "Laniocera_hypopyrra" 51
"3284" "Laniocera_rufescens" 48.1
"3285" "Lipaugus_fuscocinereus" 138
"3286" "Lipaugus_lanioides" 94.8
"3287" "Lipaugus_streptophorus" 57.2
"3288" "Lipaugus_unirufus" 82.1
"3289" "Lipaugus_uropygialis" 116
"3290" "Lipaugus_vociferans" 75.42
"3291" "Lipaugus_weberi" 72.1
"3292" "Oxyruncus_cristatus" 42
"3293" "Pachyramphus_aglaiae" 29.69
"3294" "Pachyramphus_albogriseus" 17.3
"3295" "Pachyramphus_castaneus" 19.5
"3296" "Pachyramphus_cinnamomeus" 20.3
"3297" "Pachyramphus_homochrous" 37.3
"3298" "Pachyramphus_major" 24.8
"3299" "Pachyramphus_marginatus" 18.4
"3300" "Pachyramphus_minor" 36.6
"3301" "Pachyramphus_niger" 40.2
"3302" "Pachyramphus_polychopterus" 20.8
"3303" "Pachyramphus_rufus" 18.8
"3304" "Pachyramphus_spodiurus" 18.2
"3305" "Pachyramphus_surinamus" 19.71
"3306" "Pachyramphus_validus" 43
"3307" "Pachyramphus_versicolor" 15.5
"3308" "Pachyramphus_viridis" 21
"3309" "Pachyramphus_xanthogenys" 21
"3310" "Perissocephalus_tricolor" 338.88
"3311" "Phibalura_flavirostris" 46.5
"3312" "Phoenicircus_carnifex" 82.87
"3313" "Phoenicircus_nigricollis" 96.28
"3314" "Phytotoma_raimondii" 39.8
"3315" "Phytotoma_rara" 47
"3316" "Phytotoma_rutila" 40.5
"3317" "Pipreola_arcuata" 118
"3318" "Pipreola_aureopectus" 46
"3319" "Pipreola_chlorolepidota" 29.5
"3320" "Pipreola_formosa" 47.2
"3321" "Pipreola_frontalis" 42.4
"3322" "Pipreola_intermedia" 51.18
"3323" "Pipreola_jucunda" 57
"3324" "Pipreola_lubomirskii" 57
"3325" "Pipreola_pulchra" 58.2
"3326" "Pipreola_riefferii" 49.3
"3327" "Pipreola_whitelyi" 50
"3328" "Porphyrolaema_porphyrolaema" 60
"3329" "Procnias_albus" 210
"3330" "Procnias_averano" 146.06
"3331" "Procnias_nudicollis" 172.04
"3332" "Procnias_tricarunculatus" 210
"3333" "Pyroderus_scutatus" 357
"3334" "Querula_purpurata" 107.35
"3335" "Rupicola_peruvianus" 242.5
"3336" "Rupicola_rupicola" 194.56
"3337" "Schiffornis_major" 31
"3338" "Schiffornis_turdina" 31.7
"3339" "Schiffornis_virescens" 25.6
"3340" "Snowornis_cryptolophus" 73.6
"3341" "Snowornis_subalaris" 81.2
"3342" "Tijuca_atra" 129
"3343" "Tijuca_condita" 80
"3344" "Tityra_cayana" 68.1
"3345" "Tityra_inquisitor" 43.1
"3346" "Tityra_semifasciata" 79.3
"3347" "Xenopsaris_albinucha" 10
"3348" "Xipholena_atropurpurea" 61.32
"3349" "Xipholena_lamellipennis" 53.8
"3350" "Xipholena_punicea" 68.1
"3351" "Zaratornis_stresemanni" 52.1
"3352" "Cracticus_cassicus" 142
"3353" "Cracticus_louisiadensis" 142
"3354" "Cracticus_mentalis" 77
"3355" "Cracticus_nigrogularis" 128
"3356" "Cracticus_quoyi" 168
"3357" "Cracticus_torquatus" 82.88
"3358" "Gymnorhina_tibicen" 284.87
"3359" "Peltops_blainvillii" 30
"3360" "Peltops_montanus" 31.6
"3361" "Strepera_fuliginosa" 375.46
"3362" "Strepera_graculina" 298.86
"3363" "Strepera_versicolor" 395.47
"3364" "Dasyornis_brachypterus" 41.8
"3365" "Dasyornis_broadbenti" 67.9
"3366" "Dasyornis_longirostris" 32.7
"3367" "Campylorhamphus_falcularius" 42.6
"3368" "Campylorhamphus_procurvoides" 33.5
"3369" "Campylorhamphus_pucherani" 70.5
"3370" "Campylorhamphus_pusillus" 40.5
"3371" "Campylorhamphus_trochilirostris" 40.8
"3372" "Deconychura_longicauda" 23.8
"3373" "Deconychura_stictolaema" 18.5
"3374" "Dendrexetastes_rufigula" 69.6
"3375" "Dendrocincla_anabatina" 34.21
"3376" "Dendrocincla_fuliginosa" 38.7
"3377" "Dendrocincla_homochroa" 39.43
"3378" "Dendrocincla_merula" 49.99
"3379" "Dendrocincla_tyrannina" 54.9
"3380" "Dendrocolaptes_certhia" 68.7
"3381" "Dendrocolaptes_hoffmannsi" 83
"3382" "Dendrocolaptes_picumnus" 76.6
"3383" "Dendrocolaptes_platyrostris" 61.7
"3384" "Dendrocolaptes_sanctithomae" 66.9
"3385" "Dendroplex_kienerii" 45
"3386" "Dendroplex_picus" 41.34
"3387" "Drymornis_bridgesii" 92.62
"3388" "Glyphorynchus_spirurus" 14.6
"3389" "Hylexetastes_brigidai" 103.1
"3390" "Hylexetastes_perrotii" 103.07
"3391" "Hylexetastes_stresemanni" 111
"3392" "Hylexetastes_uniformis" 105.13
"3393" "Lepidocolaptes_affinis" 34.99
"3394" "Lepidocolaptes_albolineatus" 20.3
"3395" "Lepidocolaptes_angustirostris" 29.59
"3396" "Lepidocolaptes_falcinellus" 27.92
"3397" "Lepidocolaptes_lacrymiger" 30.6
"3398" "Lepidocolaptes_leucogaster" 36
"3399" "Lepidocolaptes_souleyetii" 25.7
"3400" "Lepidocolaptes_squamatus" 28.1
"3401" "Nasica_longirostris" 92
"3402" "Sittasomus_griseicapillus" 13.12
"3403" "Xiphocolaptes_albicollis" 118
"3404" "Xiphocolaptes_falcirostris" 110
"3405" "Xiphocolaptes_major" 156
"3406" "Xiphocolaptes_promeropirhynchus" 93.04
"3407" "Xiphorhynchus_elegans" 34.5
"3408" "Xiphorhynchus_erythropygius" 46.8
"3409" "Xiphorhynchus_flavigaster" 46.19
"3410" "Xiphorhynchus_fuscus" 21.8
"3411" "Xiphorhynchus_guttatus" 59.69
"3412" "Xiphorhynchus_lachrymosus" 56.4
"3413" "Xiphorhynchus_obsoletus" 32.6
"3414" "Xiphorhynchus_ocellatus" 36.66
"3415" "Xiphorhynchus_pardalotus" 34.57
"3416" "Xiphorhynchus_spixii" 31.2
"3417" "Xiphorhynchus_susurrans" 46.72
"3418" "Xiphorhynchus_triangularis" 46.3
"3419" "Dicaeum_aeneum" 9.24
"3420" "Dicaeum_aeruginosum" 9.25
"3421" "Dicaeum_agile" 9
"3422" "Dicaeum_annae" 10
"3423" "Dicaeum_anthonyi" 11.6
"3424" "Dicaeum_aureolimbatum" 8.1
"3425" "Dicaeum_australe" 8.7
"3426" "Dicaeum_bicolor" 9.1
"3427" "Dicaeum_celebicum" 6.5
"3428" "Dicaeum_chrysorrheum" 9
"3429" "Dicaeum_concolor" 6.2
"3430" "Dicaeum_cruentatum" 5.6
"3431" "Dicaeum_erythrorhynchos" 6.3
"3432" "Dicaeum_erythrothorax" 8.94
"3433" "Dicaeum_everetti" 8.46
"3434" "Dicaeum_eximium" 7.9
"3435" "Dicaeum_geelvinkianum" 6.8
"3436" "Dicaeum_haematostictum" 8.8
"3437" "Dicaeum_hirundinaceum" 9.04
"3438" "Dicaeum_hypoleucum" 8
"3439" "Dicaeum_igniferum" 8.46
"3440" "Dicaeum_ignipectus" 5.72
"3441" "Dicaeum_maugei" 8.46
"3442" "Dicaeum_melanoxanthum" 8.46
"3443" "Dicaeum_monticolum" 8.46
"3444" "Dicaeum_nehrkorni" 8.46
"3445" "Dicaeum_nigrilore" 11
"3446" "Dicaeum_nitidum" 8.46
"3447" "Dicaeum_pectorale" 7.6
"3448" "Dicaeum_proprium" 10.2
"3449" "Dicaeum_pygmaeum" 5
"3450" "Dicaeum_quadricolor" 8.46
"3451" "Dicaeum_retrocinctum" 6.5
"3452" "Dicaeum_sanguinolentum" 8.5
"3453" "Dicaeum_trigonostigma" 7.1
"3454" "Dicaeum_tristrami" 11.7
"3455" "Dicaeum_trochileum" 8.46
"3456" "Dicaeum_vincens" 8.46
"3457" "Dicaeum_vulneratum" 8.94
"3458" "Prionochilus_maculatus" 7.95
"3459" "Prionochilus_olivaceus" 9.4
"3460" "Prionochilus_percussus" 8.5
"3461" "Prionochilus_plateni" 8.48
"3462" "Prionochilus_thoracicus" 8.9
"3463" "Prionochilus_xanthopygius" 7.6
"3464" "Chaetorhynchus_papuensis" 37.22
"3465" "Dicrurus_adsimilis" 40.3
"3466" "Dicrurus_aeneus" 26
"3467" "Dicrurus_aldabranus" 48.43
"3468" "Dicrurus_andamanensis" 50.48
"3469" "Dicrurus_annectans" 44
"3470" "Dicrurus_atripennis" 38.9
"3471" "Dicrurus_balicassius" 72.29
"3472" "Dicrurus_bracteatus" 85.53
"3473" "Dicrurus_caerulescens" 40
"3474" "Dicrurus_densus" 85.53
"3475" "Dicrurus_forficatus" 47.1
"3476" "Dicrurus_fuscipennis" 50.48
"3477" "Dicrurus_hottentottus" 79.19
"3478" "Dicrurus_leucophaeus" 37.6
"3479" "Dicrurus_ludwigii" 29.4
"3480" "Dicrurus_macrocercus" 48.3
"3481" "Dicrurus_megarhynchus" 130
"3482" "Dicrurus_modestus" 45.6
"3483" "Dicrurus_montanus" 61
"3484" "Dicrurus_paradiseus" 85.82
"3485" "Dicrurus_remifer" 43.1
"3486" "Dicrurus_sumatranus" 50.48
"3487" "Dicrurus_waldenii" 50.48
"3488" "Dulus_dominicus" 48.4
"3489" "Acanthidops_bairdii" 16
"3490" "Aimophila_aestivalis" 19.56
"3491" "Aimophila_botterii" 19.9
"3492" "Aimophila_carpalis" 15.3
"3493" "Aimophila_cassinii" 18.9
"3494" "Aimophila_humeralis" 23.9
"3495" "Aimophila_mystacalis" 22.2
"3496" "Aimophila_notosticta" 27.1
"3497" "Aimophila_quinquestriata" 19.53
"3498" "Aimophila_rufescens" 34.3
"3499" "Aimophila_ruficauda" 28.2
"3500" "Aimophila_ruficeps" 18.69
"3501" "Aimophila_stolzmanni" 25.57
"3502" "Aimophila_strigiceps" 22.2
"3503" "Aimophila_sumichrasti" 29.43
"3504" "Ammodramus_aurifrons" 17.8
"3505" "Ammodramus_bairdii" 18.05
"3506" "Ammodramus_caudacutus" 19.19
"3507" "Ammodramus_henslowii" 12.8
"3508" "Ammodramus_humeralis" 15.99
"3509" "Ammodramus_leconteii" 13
"3510" "Ammodramus_maritimus" 22.16
"3511" "Ammodramus_nelsoni" 15.11
"3512" "Ammodramus_savannarum" 17.61
"3513" "Amphispiza_belli" 16.99
"3514" "Amphispiza_bilineata" 13.5
"3515" "Arremon_abeillei" 25.9
"3516" "Arremon_aurantiirostris" 34.5
"3517" "Arremon_brunneinucha" 43.97
"3518" "Arremon_castaneiceps" 36.9
"3519" "Arremon_crassirostris" 38.71
"3520" "Arremon_flavirostris" 26.13
"3521" "Arremon_franciscanus" 24.9
"3522" "Arremon_schlegeli" 27.7
"3523" "Arremon_semitorquatus" 25
"3524" "Arremon_taciturnus" 24.8
"3525" "Arremon_torquatus" 41.96
"3526" "Arremon_virenticeps" 41
"3527" "Arremonops_chloronotus" 27.4
"3528" "Arremonops_conirostris" 35.89
"3529" "Arremonops_rufivirgatus" 22.43
"3530" "Arremonops_tocuyensis" 29.36
"3531" "Atlapetes_albiceps" 37
"3532" "Atlapetes_albinucha" 33.84
"3533" "Atlapetes_albofrenatus" 30
"3534" "Atlapetes_canigenis" 28
"3535" "Atlapetes_citrinellus" 28
"3536" "Atlapetes_flaviceps" 33.66
"3537" "Atlapetes_forbesi" 32.17
"3538" "Atlapetes_fulviceps" 28.2
"3539" "Atlapetes_fuscoolivaceus" 32.5
"3540" "Atlapetes_latinuchus" 23.56
"3541" "Atlapetes_leucopis" 43
"3542" "Atlapetes_leucopterus" 20.8
"3543" "Atlapetes_melanocephalus" 25
"3544" "Atlapetes_melanolaemus" 28.9
"3545" "Atlapetes_melanopsis" 29.6
"3546" "Atlapetes_nationi" 41.6
"3547" "Atlapetes_pallidiceps" 27.5
"3548" "Atlapetes_pallidinucha" 34.56
"3549" "Atlapetes_personatus" 32.68
"3550" "Atlapetes_pileatus" 24
"3551" "Atlapetes_rufigenis" 32.17
"3552" "Atlapetes_rufinucha" 21.54
"3553" "Atlapetes_schistaceus" 28.04
"3554" "Atlapetes_seebohmi" 29.5
"3555" "Atlapetes_semirufus" 30.7
"3556" "Atlapetes_terborghi" 27.8
"3557" "Atlapetes_tricolor" 36.5
"3558" "Calamospiza_melanocorys" 37.6
"3559" "Calcarius_lapponicus" 27.84
"3560" "Calcarius_mccownii" 25.68
"3561" "Calcarius_ornatus" 20.3
"3562" "Calcarius_pictus" 26.66
"3563" "Camarhynchus_heliobates" 18
"3564" "Camarhynchus_pallidus" 23.1
"3565" "Camarhynchus_parvulus" 13.2
"3566" "Camarhynchus_pauper" 16
"3567" "Camarhynchus_psittacula" 18.7
"3568" "Catamenia_analis" 12
"3569" "Catamenia_homochroa" 12.2
"3570" "Catamenia_inornata" 13.4
"3571" "Certhidea_olivacea" 9.5
"3572" "Charitospiza_eucosma" 10.5
"3573" "Chondestes_grammacus" 29
"3574" "Coryphaspiza_melanotis" 15.7
"3575" "Coryphospingus_cucullatus" 14.28
"3576" "Coryphospingus_pileatus" 15.3
"3577" "Diuca_diuca" 36.8
"3578" "Diuca_speculifera" 36.8
"3579" "Dolospingus_fringilloides" 12.69
"3580" "Donacospiza_albifrons" 16.5
"3581" "Emberiza_affinis" 15.4
"3582" "Emberiza_aureola" 19.6
"3583" "Emberiza_bruniceps" 24.8
"3584" "Emberiza_buchanani" 21.2
"3585" "Emberiza_cabanisi" 24.9
"3586" "Emberiza_caesia" 19.9
"3587" "Emberiza_capensis" 20.9
"3588" "Emberiza_chrysophrys" 17.97
"3589" "Emberiza_cia" 23.43
"3590" "Emberiza_cineracea" 24.3
"3591" "Emberiza_cioides" 21.02
"3592" "Emberiza_cirlus" 25.6
"3593" "Emberiza_citrinella" 29.7
"3594" "Emberiza_elegans" 16.84
"3595" "Emberiza_flaviventris" 18.24
"3596" "Emberiza_fucata" 19.8
"3597" "Emberiza_godlewskii" 19
"3598" "Emberiza_hortulana" 19.9
"3599" "Emberiza_impetuani" 15.1
"3600" "Emberiza_jankowskii" 22.5
"3601" "Emberiza_koslowi" 25
"3602" "Emberiza_leucocephalos" 28.5
"3603" "Emberiza_melanocephala" 28.31
"3604" "Emberiza_pallasi" 13.96
"3605" "Emberiza_poliopleura" 15.8
"3606" "Emberiza_pusilla" 14.57
"3607" "Emberiza_rustica" 20.54
"3608" "Emberiza_rutila" 17.5
"3609" "Emberiza_schoeniclus" 18.4
"3610" "Emberiza_socotrana" 14.42
"3611" "Emberiza_spodocephala" 18.45
"3612" "Emberiza_stewarti" 15.96
"3613" "Emberiza_striolata" 14.8
"3614" "Emberiza_sulphurata" 14.89
"3615" "Emberiza_tahapisi" 12.98
"3616" "Emberiza_tristrami" 18
"3617" "Emberiza_variabilis" 23.8
"3618" "Emberiza_vincenti" 20.9
"3619" "Emberiza_yessoensis" 13.49
"3620" "Emberizoides_duidae" 27.55
"3621" "Emberizoides_herbicola" 27.55
"3622" "Emberizoides_ypiranganus" 20.1
"3623" "Embernagra_longicauda" 42.2
"3624" "Embernagra_platensis" 45.5
"3625" "Euneornis_campestris" 16
"3626" "Geospiza_conirostris" 27.6
"3627" "Geospiza_difficilis" 12.3
"3628" "Geospiza_fortis" 24
"3629" "Geospiza_fuliginosa" 14.5
"3630" "Geospiza_magnirostris" 34.5
"3631" "Geospiza_scandens" 22.7
"3632" "Gubernatrix_cristata" 47.6
"3633" "Haplospiza_rustica" 15.6
"3634" "Haplospiza_unicolor" 15.28
"3635" "Idiopsar_brachyurus" 43
"3636" "Incaspiza_laeta" 22
"3637" "Incaspiza_ortizi" 32.43
"3638" "Incaspiza_personata" 33.2
"3639" "Incaspiza_pulchra" 27.6
"3640" "Incaspiza_watkinsi" 20.4
"3641" "Junco_hyemalis" 19.5
"3642" "Junco_insularis" 21.95
"3643" "Junco_phaeonotus" 20.4
"3644" "Junco_vulcani" 28
"3645" "Latoucheornis_siemsseni" 20
"3646" "Lophospingus_griseocristatus" 17.9
"3647" "Lophospingus_pusillus" 14.44
"3648" "Loxigilla_barbadensis" 16.63
"3649" "Loxigilla_noctis" 16.63
"3650" "Loxigilla_portoricensis" 32.04
"3651" "Loxigilla_violacea" 22.17
"3652" "Loxipasser_anoxanthus" 11.4
"3653" "Melanodera_melanodera" 28.7
"3654" "Melanodera_xanthogramma" 35.07
"3655" "Melanospiza_richardsoni" 20.9
"3656" "Melophus_lathami" 21.9
"3657" "Melopyrrha_nigra" 14.88
"3658" "Melospiza_georgiana" 16.1
"3659" "Melospiza_lincolnii" 16.6
"3660" "Melospiza_melodia" 21.91
"3661" "Melozone_biarcuata" 30.6
"3662" "Melozone_cabanisi" 28
"3663" "Melozone_kieneri" 38.7
"3664" "Melozone_leucotis" 39.9
"3665" "Miliaria_calandra" 48.5
"3666" "Nesospiza_acunhae" 28.54
"3667" "Nesospiza_questi" 28.54
"3668" "Nesospiza_wilkinsi" 43.23
"3669" "Oreothraupis_arremonops" 48
"3670" "Oriturus_superciliosus" 41.4
"3671" "Oryzoborus_angolensis" 13
"3672" "Oryzoborus_atrirostris" 26
"3673" "Oryzoborus_crassirostris" 20.9
"3674" "Oryzoborus_funereus" 13
"3675" "Oryzoborus_maximiliani" 24.6
"3676" "Oryzoborus_nuttingi" 24
"3677" "Paroaria_baeri" 25.8
"3678" "Paroaria_capitata" 22.3
"3679" "Paroaria_coronata" 37.79
"3680" "Paroaria_dominicana" 33.2
"3681" "Paroaria_gularis" 23.6
"3682" "Passerculus_sandwichensis" 19.97
"3683" "Passerella_iliaca" 33.25
"3684" "Passerina_amoena" 15.49
"3685" "Passerina_caerulea" 27.39
"3686" "Passerina_ciris" 15.54
"3687" "Passerina_cyanea" 14.69
"3688" "Passerina_leclancherii" 14
"3689" "Passerina_rositae" 20
"3690" "Passerina_versicolor" 12.89
"3691" "Pezopetes_capitalis" 55.8
"3692" "Phrygilus_alaudinus" 23.93
"3693" "Phrygilus_atriceps" 24.3
"3694" "Phrygilus_carbonarius" 17.9
"3695" "Phrygilus_dorsalis" 38.07
"3696" "Phrygilus_erythronotus" 20.69
"3697" "Phrygilus_fruticeti" 38.8
"3698" "Phrygilus_gayi" 25.59
"3699" "Phrygilus_patagonicus" 22.6
"3700" "Phrygilus_plebejus" 14.68
"3701" "Phrygilus_punensis" 37.2
"3702" "Phrygilus_unicolor" 21.9
"3703" "Piezorhina_cinerea" 32.16
"3704" "Pinaroloxias_inornata" 13.1
"3705" "Pipilo_aberti" 45.93
"3706" "Pipilo_albicollis" 46.4
"3707" "Pipilo_chlorurus" 29.4
"3708" "Pipilo_crissalis" 52.83
"3709" "Pipilo_erythrophthalmus" 40.03
"3710" "Pipilo_fuscus" 44.4
"3711" "Pipilo_maculatus" 39.28
"3712" "Pipilo_ocai" 60.95
"3713" "Platyspiza_crassirostris" 35.5
"3714" "Plectrophenax_hyperboreus" 54.5
"3715" "Plectrophenax_nivalis" 42.2
"3716" "Pooecetes_gramineus" 25.68
"3717" "Poospiza_alticola" 24
"3718" "Poospiza_boliviana" 28.62
"3719" "Poospiza_cabanisi" 19.2
"3720" "Poospiza_caesar" 51.19
"3721" "Poospiza_cinerea" 11.6
"3722" "Poospiza_erythrophrys" 14.1
"3723" "Poospiza_hispaniolensis" 16.5
"3724" "Poospiza_hypochondria" 21.2
"3725" "Poospiza_lateralis" 19.2
"3726" "Poospiza_melanoleuca" 13.1
"3727" "Poospiza_nigrorufa" 17.4
"3728" "Poospiza_ornata" 11.8
"3729" "Poospiza_rubecula" 24.4
"3730" "Poospiza_thoracica" 11.9
"3731" "Poospiza_torquata" 11
"3732" "Porphyrospiza_caerulescens" 13
"3733" "Pselliophorus_luteoviridis" 30
"3734" "Pselliophorus_tibialis" 30
"3735" "Rhodospingus_cruentus" 11.6
"3736" "Rowettia_goughensis" 53
"3737" "Saltatricula_multicolor" 22.2
"3738" "Sicalis_auriventris" 55
"3739" "Sicalis_citrina" 11.6
"3740" "Sicalis_columbiana" 13.4
"3741" "Sicalis_flaveola" 16.89
"3742" "Sicalis_lebruni" 25.3
"3743" "Sicalis_lutea" 16.3
"3744" "Sicalis_luteocephala" 16.25
"3745" "Sicalis_luteola" 15.9
"3746" "Sicalis_olivascens" 21.8
"3747" "Sicalis_raimondii" 15.8
"3748" "Sicalis_taczanowskii" 7.99
"3749" "Sicalis_uropygialis" 22.5
"3750" "Spizella_arborea" 17.83
"3751" "Spizella_atrogularis" 11.3
"3752" "Spizella_breweri" 10.9
"3753" "Spizella_pallida" 11.2
"3754" "Spizella_passerina" 12.2
"3755" "Spizella_pusilla" 12.5
"3756" "Spizella_wortheni" 12.38
"3757" "Sporophila_albogularis" 9.7
"3758" "Sporophila_americana" 12
"3759" "Sporophila_ardesiaca" 10.9
"3760" "Sporophila_bouvreuil" 8.6
"3761" "Sporophila_bouvronides" 9.1
"3762" "Sporophila_caerulescens" 9.73
"3763" "Sporophila_castaneiventris" 7.8
"3764" "Sporophila_cinnamomea" 8.9
"3765" "Sporophila_collaris" 13.49
"3766" "Sporophila_corvina" 10.62
"3767" "Sporophila_falcirostris" 13.5
"3768" "Sporophila_frontalis" 19.3
"3769" "Sporophila_hypochroma" 9.7
"3770" "Sporophila_hypoxantha" 10.5
"3771" "Sporophila_intermedia" 12.1
"3772" "Sporophila_leucoptera" 15.5
"3773" "Sporophila_lineola" 9.8
"3774" "Sporophila_luctuosa" 12.5
"3775" "Sporophila_melanogaster" 9.3
"3776" "Sporophila_melanops" 8.6
"3777" "Sporophila_minuta" 7.8
"3778" "Sporophila_murallae" 10.77
"3779" "Sporophila_nigricollis" 9.6
"3780" "Sporophila_nigrorufa" 10.77
"3781" "Sporophila_palustris" 8.21
"3782" "Sporophila_peruviana" 12.6
"3783" "Sporophila_plumbea" 9.7
"3784" "Sporophila_ruficollis" 8.6
"3785" "Sporophila_schistacea" 12.7
"3786" "Sporophila_simplex" 28
"3787" "Sporophila_telasco" 9.6
"3788" "Sporophila_torqueola" 8.7
"3789" "Tiaris_bicolor" 9.8
"3790" "Tiaris_canorus" 8.1
"3791" "Tiaris_fuliginosus" 13.3
"3792" "Tiaris_obscurus" 11.2
"3793" "Tiaris_olivaceus" 8.5
"3794" "Torreornis_inexpectata" 25.5
"3795" "Urothraupis_stolzmanni" 23.1
"3796" "Volatinia_jacarina" 9.94
"3797" "Xenospingus_concolor" 21
"3798" "Xenospiza_baileyi" 17.4
"3799" "Zonotrichia_albicollis" 24.4
"3800" "Zonotrichia_atricapilla" 31.99
