"Species" "Mass"
"1971" "Rhinopithecus_bieti" "14750"
"1972" "Pygathrix_nigripes" "10104.16"
"1973" "Pygathrix_cinerea" "9875"
"1974" "Pygathrix_nemaeus" "9875"
"1975" "Simias_concolor" "7723"
"1976" "Nasalis_larvatus" "13441.575"
"1977" "Procolobus_verus" "3977.86"
"1978" "Colobus_satanas" "8653.145"
"1979" "Colobus_polykomos" "8653.145"
"1980" "Colobus_guereza" "9058.41"
"1981" "Colobus_angolensis" "8937.5"
"1982" "Macaca_sylvanus" "10875"
"1983" "Macaca_silenus" "6570"
"1984" "Macaca_siberu" "7151.5"
"1985" "Macaca_leonina" "7603.39"
"1986" "Macaca_nemestrina" "7603.39"
"1987" "Macaca_pagensis" "7151.5"
"1988" "Macaca_tonkeana" "10992.765"
"1989" "Macaca_maura" "7359.39"
"1990" "Macaca_hecki" "7386"
"1991" "Macaca_ochreata" "7290.3"
"1992" "Macaca_nigrescens" "7662.195"
"1993" "Macaca_munzala" "15000"
"1994" "Macaca_radiata" "5132.245"
"1995" "Macaca_thibetana" "10036.67"
"1996" "Macaca_assamensis" "8900"
"1997" "Macaca_fascicularis" "4569.32"
"1998" "Macaca_cyclopis" "6032.805"
"1999" "Macaca_nigra" "7662.195"
"2000" "Macaca_fuscata" "8882.5"
"2001" "Macaca_mulatta" "6614"
"2002" "Macaca_arctoides" "9353"
"2003" "Papio_hamadryas" "18000"
"2004" "Papio_anubis" "17728.56"
"2005" "Rungwecebus_kipunji" "13"
"2006" "Papio_papio" "18000"
"2007" "Papio_ursinus" "17729.44"
"2008" "Papio_cynocephalus" "17851.25"
"2009" "Lophocebus_aterrimus" "6768.75"
"2010" "Theropithecus_gelada" "15964.11"
"2011" "Mandrillus_sphinx" "23000"
"2012" "Mandrillus_leucophaeus" "16251.65"
"2013" "Lophocebus_albigena" "7000"
"2014" "Cercocebus_torquatus" "8789"
"2015" "Cercocebus_atys" "8778"
"2016" "Cercocebus_chrysogaster" "7775"
"2017" "Cercocebus_agilis" "7775"
"2018" "Cercopithecus_pogonias" "3137"
"2019" "Cercopithecus_mona" "4240.085"
"2020" "Cercopithecus_campbelli" "3800"
"2021" "Cercopithecus_diana" "4550"
"2022" "Cercopithecus_neglectus" "5701"
"2023" "Cercopithecus_nictitans" "5465"
"2024" "Cercopithecus_mitis" "6116.5"
"2025" "Cercopithecus_erythrotis" "3355"
"2026" "Cercopithecus_ascanius" "3705"
"2027" "Cercopithecus_petaurista" "3650"
"2028" "Cercopithecus_erythrogaster" "5256.91"
"2029" "Cercopithecus_cephus" "3399.94"
"2030" "Erythrocebus_patas" "7660.5"
"2031" "Chlorocebus_aethiops" "5104.25"
"2032" "Chlorocebus_pygerythrus" "5104.25"
"2033" "Cercopithecus_dryas" "4454.455"
"2034" "Chlorocebus_cynosuros" "5104.25"
"2035" "Chlorocebus_tantalus" "4961.5"
"2036" "Chlorocebus_djamdjamensis" "5104.25"
"2037" "Chlorocebus_sabaeus" "5104.25"
"2038" "Cercopithecus_hamlyni" "4531.25"
"2039" "Miopithecus_talapoin" "1362.5"
"2040" "Miopithecus_ogouensis" "1300"
"2041" "Allenopithecus_nigroviridis" "4690"
"2042" "Ptilocercus_lowii" "42.5"
"2043" "Tupaia_belangeri" "200"
"2044" "Tupaia_palawanensis" "168.05"
"2045" "Tupaia_splendidula" "168.05"
"2046" "Tupaia_tana" "197.8"
"2047" "Tupaia_minor" "58.6"
"2048" "Tupaia_dorsalis" "168.05"
"2049" "Tupaia_gracilis" "111.95"
"2050" "Tupaia_longipes" "163.525"
"2051" "Tupaia_glis" "159"
"2052" "Dendrogale_melanura" "59.99"
"2053" "Dendrogale_murina" "49.99"
"2054" "Galeopterus_variegatus" "1056.1"
"2055" "Cynocephalus_volans" "1250"
"2056" "Sylvilagus_robustus" "1207.19"
"2057" "Sylvilagus_floridanus" "1178.595"
"2058" "Sylvilagus_transitionalis" "1150"
"2059" "Sylvilagus_obscurus" "900"
"2060" "Sylvilagus_brasiliensis" "968.37"
"2061" "Sylvilagus_palustris" "1233"
"2062" "Sylvilagus_aquaticus" "2127.005"
"2063" "Sylvilagus_audubonii" "791.29"
"2064" "Sylvilagus_nuttallii" "760"
"2065" "Pentalagus_furnessi" "2295.21"
"2066" "Bunolagus_monticularis" "1500.005"
"2067" "Caprolagus_hispidus" "2498.495"
"2068" "Oryctolagus_cuniculus" "1900"
"2069" "Lepus_americanus" "1565.61"
"2070" "Lepus_saxatilis" "2686"
"2071" "Lepus_brachyurus" "2519.45"
"2072" "Lepus_flavigularis" "2608.16"
"2073" "Lepus_alleni" "3306"
"2074" "Lepus_californicus" "2317"
"2075" "Lepus_insularis" "1900"
"2076" "Lepus_callotis" "2214.08"
"2077" "Lepus_oiostolus" "2468.55"
"2078" "Lepus_comus" "2242.055"
"2079" "Lepus_townsendii" "2620"
"2080" "Lepus_corsicanus" "3673.33"
"2081" "Lepus_castroviejoi" "2822.41"
"2082" "Lepus_tolai" "2078.555"
"2083" "Lepus_timidus" "3027.715"
"2084" "Lepus_coreanus" "2115.185"
"2085" "Lepus_othus" "3067.925"
"2086" "Lepus_arcticus" "3030.43"
"2087" "Lepus_capensis" "2202.555"
"2088" "Lepus_mandshuricus" "2176.75"
"2089" "Lepus_sinensis" "1607.41"
"2090" "Lepus_yarkandensis" "1460.41"
"2091" "Lepus_starcki" "2358"
"2092" "Lepus_peguensis" "2267.5"
"2093" "Lepus_hainanus" "1889.585"
"2094" "Lepus_europaeus" "3673.33"
"2095" "Lepus_granatensis" "2323.94"
"2096" "Brachylagus_idahoensis" "431.19"
"2097" "Romerolagus_diazi" "480.04"
"2098" "Pronolagus_crassicaudatus" "2180.135"
"2099" "Pronolagus_randensis" "2395.87"
"2100" "Pronolagus_saundersiae" "1620"
"2101" "Pronolagus_rupestris" "2097.495"
"2102" "Ochotona_gloveri" "336.26"
"2103" "Ochotona_erythrotis" "336.26"
"2104" "Ochotona_rufescens" "250"
"2105" "Ochotona_macrotis" "185.875"
"2106" "Ochotona_roylei" "160.2"
"2107" "Ochotona_ladacensis" "162.39"
"2108" "Ochotona_rutila" "260.07"
"2109" "Ochotona_koslowi" "388.57"
"2110" "Ochotona_forresti" "139.545"
"2111" "Ochotona_thomasi" "97.5"
"2112" "Ochotona_thibetana" "83.1"
"2113" "Ochotona_dauurica" "128"
"2114" "Ochotona_cansus" "68.75"
"2115" "Ochotona_curzoniae" "129.505"
"2116" "Ochotona_nubrica" "121.275"
"2117" "Ochotona_syrinx" "105.33"
"2118" "Ochotona_princeps" "140.2"
"2119" "Ochotona_collaris" "129"
"2120" "Ochotona_mantchurica" "135"
"2121" "Ochotona_hyperborea" "135"
"2122" "Ochotona_hoffmanni" "150"
"2123" "Ochotona_turuchanensis" "135"
"2124" "Ochotona_alpina" "150"
"2125" "Ochotona_argentata" "150"
"2126" "Glis_glis" "140.045"
"2127" "Glirulus_japonicus" "47.4"
"2128" "Graphiurus_murinus" "24"
"2129" "Graphiurus_kelleni" "10.5"
"2130" "Muscardinus_avellanarius" "27.315"
"2131" "Eliomys_quercinus" "114.61"
"2132" "Eliomys_melanurus" "114.61"
"2133" "Dryomys_nitedula" "26"
"2134" "Aplodontia_rufa" "706.8"
"2135" "Sciurillus_pusillus" "36.955"
"2136" "Funambulus_pennantii" "125.07"
"2137" "Funambulus_palmarum" "136.4"
"2138" "Lariscus_insignis" "174.41"
"2139" "Callosciurus_finlaysonii" "278"
"2140" "Callosciurus_erythraeus" "277.615"
"2141" "Callosciurus_inornatus" "325"
"2142" "Callosciurus_caniceps" "260.955"
"2143" "Callosciurus_prevostii" "400"
"2144" "Callosciurus_nigrovittatus" "205.15"
"2145" "Callosciurus_orestes" "208.3"
"2146" "Callosciurus_notatus" "400"
"2147" "Sundasciurus_fraterculus" "67"
"2148" "Rhinosciurus_laticaudatus" "225.65"
"2149" "Sundasciurus_lowii" "67"
"2150" "Menetes_berdmorei" "195"
"2151" "Sundasciurus_mindanensis" "264.3"
"2152" "Sundasciurus_philippinensis" "264.3"
"2153" "Sundasciurus_samarensis" "225"
"2154" "Sundasciurus_hippurus" "335.145"
"2155" "Nannosciurus_melanotis" "26.76"
"2156" "Sundasciurus_moellendorffi" "264.3"
"2157" "Sundasciurus_juvencus" "264.3"
"2158" "Sundasciurus_hoogstraali" "264.3"
"2159" "Sundasciurus_steerii" "264.3"
"2160" "Sundasciurus_rabori" "264.3"
"2161" "Sundasciurus_brookei" "114.05"
"2162" "Prosciurillus_murinus" "72.9"
"2163" "Rubrisciurus_rubriventer" "685"
"2164" "Sundasciurus_jentinki" "264.3"
"2165" "Hyosciurus_heinrichi" "296"
"2166" "Sundasciurus_tenuis" "75"
"2167" "Tamiops_rodolphii" "56"
"2168" "Tamiops_swinhoei" "60"
"2169" "Tamiops_maritimus" "66.77"
"2170" "Tamiops_macclellandii" "45.84"
"2171" "Dremomys_lokriah" "199.745"
"2172" "Dremomys_gularis" "200.32"
"2173" "Dremomys_rufigenis" "200.32"
"2174" "Dremomys_pyrrhomerus" "200.32"
"2175" "Dremomys_pernyi" "198.63"
"2176" "Exilisciurus_exilis" "18.175"
"2177" "Exilisciurus_concinnus" "27.72"
"2178" "Spermophilopsis_leptodactylus" "404.1"
"2179" "Xerus_rutilus" "316.96"
"2180" "Xerus_inauris" "557.3"
"2181" "Xerus_princeps" "619.65"
"2182" "Xerus_erythropus" "600"
"2183" "Atlantoxerus_getulus" "250.57"
"2184" "Sciurotamias_davidianus" "433.51"
"2185" "Funisciurus_pyrropus" "257.835"
"2186" "Paraxerus_alexandri" "50.73"
"2187" "Protoxerus_stangeri" "630.43"
"2188" "Epixerus_ebii" "460"
"2189" "Funisciurus_carruthersi" "276.85"
"2190" "Paraxerus_vexillarius" "675"
"2191" "Paraxerus_ochraceus" "104.3"
"2192" "Myosciurus_pumilio" "16.47"
"2193" "Paraxerus_cepapi" "222.85"
"2194" "Heliosciurus_undulatus" "326.5"
"2195" "Heliosciurus_ruwenzorii" "291"
"2196" "Tamias_striatus" "92.6"
"2197" "Ammospermophilus_harrisii" "126"
"2198" "Ammospermophilus_interpres" "111.365"
"2199" "Ammospermophilus_leucurus" "99.37"
"2200" "Notocitellus_annulatus" "499.99"
"2201" "Notocitellus_adocetus" "155.52"
"2202" "Otospermophilus_variegatus" "663.03"
"2203" "Otospermophilus_beecheyi" "575.295"
"2204" "Callospermophilus_saturatus" "250.9"
"2205" "Callospermophilus_madrensis" "217.6"
"2206" "Callospermophilus_lateralis" "227.3"
"2207" "Spermophilus_pygmaeus" "136"
"2208" "Spermophilus_suslicus" "252"
"2209" "Spermophilus_xanthoprymnus" "228.5"
"2210" "Spermophilus_taurensis" "200.7"
"2211" "Spermophilus_citellus" "228.5"
"2212" "Spermophilus_relictus" "317.985"
"2213" "Spermophilus_fulvus" "687.19"
"2214" "Spermophilus_major" "246.434"
"2215" "Spermophilus_erythrogenys" "228.5"
"2216" "Spermophilus_pallidicauda" "228.5"
"2217" "Spermophilus_alashanicus" "200"
"2218" "Spermophilus_dauricus" "200"
"2219" "Urocitellus_undulatus" "720.455"
"2220" "Urocitellus_columbianus" "468.635"
"2221" "Urocitellus_parryii" "747.09"
"2222" "Urocitellus_richardsonii" "273.535"
"2223" "Urocitellus_elegans" "299.225"
"2224" "Urocitellus_mollis" "209.905"
"2225" "Urocitellus_canus" "250"
"2226" "Urocitellus_brunneus" "252.5"
"2227" "Urocitellus_townsendii" "218.26"
"2228" "Urocitellus_washingtoni" "209.045"
"2229" "Urocitellus_armatus" "310.4"
"2230" "Urocitellus_beldingi" "289.18"
"2231" "Poliocitellus_franklinii" "459"
"2232" "Cynomys_mexicanus" "864.04"
"2233" "Cynomys_ludovicianus" "1125"
"2234" "Cynomys_parvidens" "807.3"
"2235" "Cynomys_leucurus" "918.63"
"2236" "Cynomys_gunnisoni" "807.3"
"2237" "Xerospermophilus_spilosoma" "164.1"
"2238" "Xerospermophilus_perotensis" "140"
"2239" "Xerospermophilus_tereticaudus" "147.57"
"2240" "Xerospermophilus_mohavensis" "201.59"
"2241" "Ictidomys_tridecemlineatus" "182"
"2242" "Ictidomys_mexicanus" "154.22"
"2243" "Marmota_bobak" "7300"
"2244" "Marmota_monax" "3413"
"2245" "Marmota_baibacina" "3500"
"2246" "Marmota_himalayana" "6600"
"2247" "Marmota_camtschatica" "3500"
"2248" "Marmota_sibirica" "8000"
"2249" "Marmota_marmota" "3500"
"2250" "Marmota_broweri" "3180"
"2251" "Marmota_menzbieri" "2943.025"
"2252" "Marmota_caudata" "4225"
"2253" "Marmota_olympus" "6299.995"
"2254" "Marmota_vancouverensis" "4750"
"2255" "Marmota_caligata" "4298.52"
"2256" "Marmota_flaviventris" "3709.73"
"2257" "Tamiasciurus_mearnsi" "229.8"
"2258" "Tamiasciurus_hudsonicus" "210.8"
"2259" "Tamiasciurus_douglasii" "229.8"
"2260" "Sciurus_niger" "803.7"
"2261" "Sciurus_carolinensis" "540.33"
"2262" "Sciurus_deppei" "249.5"
"2263" "Sciurus_stramineus" "433.3"
"2264" "Microsciurus_flaviventer" "92"
"2265" "Sciurus_spadiceus" "403.32"
"2266" "Sciurus_ignitus" "190"
"2267" "Sciurus_gilvigularis" "490.17"
"2268" "Sciurus_aestuans" "177.34"
"2269" "Sciurus_igniventris" "700"
"2270" "Sciurus_granatensis" "374"
"2271" "Microsciurus_alfari" "89.745"
"2272" "Sciurus_variegatoides" "485"
"2273" "Sciurus_oculatus" "649.98"
"2274" "Sciurus_aureogaster" "595"
"2275" "Sciurus_griseus" "751.67"
"2276" "Sciurus_aberti" "624"
"2277" "Sciurus_lis" "324.75"
"2278" "Sciurus_vulgaris" "328.875"
"2279" "Rheithrosciurus_macrotis" "1353.27"
"2280" "Sciurus_anomalus" "335.3"
"2281" "Petinomys_setosus" "42.25"
"2282" "Hylopetes_phayrei" "226.99"
"2283" "Hylopetes_alboniger" "240"
"2284" "Petaurillus_kinlochii" "30.93"
"2285" "Hylopetes_spadiceus" "103.05"
"2286" "Iomys_horsfieldii" "155.75"
"2287" "Hylopetes_nigripes" "236.625"
"2288" "Eoglaucomys_fimbriatus" "510"
"2289" "Glaucomys_volans" "65.4"
"2290" "Glaucomys_sabrinus" "148"
"2291" "Petaurista_leucogenys" "1650"
"2292" "Petaurista_philippensis" "1431.92"
"2293" "Petaurista_alborufus" "1611"
"2294" "Petaurista_xanthotis" "1650"
"2295" "Petaurista_elegans" "1224"
"2296" "Petaurista_petaurista" "1330"
"2297" "Pteromys_volans" "140"
"2298" "Pteromys_momonga" "151.8"
"2299" "Belomys_pearsonii" "217"
"2300" "Trogopterus_xanthipes" "744.937"
"2301" "Aeretes_melanopterus" "246.434"
"2302" "Pteromyscus_pulverulentus" "225"
"2303" "Aeromys_tephromelas" "1187"
"2304" "Eupetaurus_cinereus" "2521.1"
"2305" "Ratufa_bicolor" "2000"
"2306" "Ratufa_macroura" "801.85"
"2307" "Ratufa_affinis" "1155.82"
"2308" "Laonastes_aenigmamus" "400"
"2309" "Massoutiera_mzabi" "194"
"2310" "Ctenodactylus_vali" "288.41"
"2311" "Ctenodactylus_gundi" "288.8"
"2312" "Atherurus_africanus" "2875.65"
"2313" "Atherurus_macrourus" "2000"
"2314" "Hystrix_africaeaustralis" "14936.02"
"2315" "Hystrix_cristata" "19166.665"
"2316" "Hystrix_indica" "17325"
"2317" "Hystrix_brachyura" "8000"
"2318" "Trichys_fasciculata" "1750"
"2319" "Thryonomys_swinderianus" "3750.85"
"2320" "Petromus_typicus" "212"
"2321" "Heterocephalus_glaber" "35"
"2322" "Heliophobius_argenteocinereus" "89"
"2323" "Fukomys_darlingi" "77.95"
"2324" "Fukomys_damarensis" "134.65"
"2325" "Fukomys_bocagei" "79.5"
"2326" "Fukomys_mechowi" "270.52"
"2327" "Cryptomys_hottentotus" "78.425"
"2328" "Georychus_capensis" "189.68"
"2329" "Bathyergus_suillus" "664.4"
"2330" "Bathyergus_janetta" "627.5"
"2331" "Erethizon_dorsatum" "8009.73"
"2332" "Coendou_mexicanus" "2000"
"2333" "Coendou_rufescens" "831.79"
"2334" "Coendou_quichua" "3246.245"
"2335" "Coendou_prehensilis" "3900"
"2336" "Coendou_bicolor" "4492.49"
"2337" "Coendou_spinosus" "1250.39"
"2338" "Coendou_insidiosus" "998.32"
"2340" "Coendou_nycthemera" "2999.98"
"2341" "Coendou_melanurus" "1449.16"
"2342" "Coendou_pruinosus" "736"
"2343" "Coendou_vestitus" "736"
"2344" "Coendou_ichillus" "596.9"
"2345" "Chaetomys_subspinosus" "1299.99"
"2346" "Cuniculus_taczanowskii" "9000"
"2347" "Cuniculus_paca" "9000"
"2348" "Myoprocta_pratti" "914"
"2349" "Myoprocta_acouchy" "844.5"
"2350" "Dasyprocta_azarae" "3412.905"
"2351" "Dasyprocta_punctata" "2229.56"
"2352" "Dasyprocta_fuliginosa" "3500.01"
"2353" "Dasyprocta_leporina" "2893.747"
"2354" "Galea_spixii" "360.61"
"2355" "Galea_musteloides" "337.875"
"2356" "Kerodon_rupestris" "875.5"
"2357" "Kerodon_acrobata" "1305.2"
"2358" "Hydrochoerus_hydrochaeris" "51572.455"
"2359" "Dolichotis_salinicola" "1610.3"
"2360" "Dolichotis_patagonum" "12500"
"2361" "Microcavia_niata" "254.835"
"2362" "Microcavia_australis" "305.745"
"2363" "Cavia_magna" "459.99"
"2364" "Cavia_fulgida" "282.5"
"2365" "Cavia_aperea" "341"
"2366" "Cavia_patzelti" "341"
"2367" "Cavia_tschudii" "580.94"
"2368" "Lagostomus_maximus" "6392"
"2369" "Lagidium_viscacia" "1392.495"
"2370" "Lagidium_wolffsohni" "1539.995"
"2371" "Lagidium_ahuacaense" "2000"
"2372" "Chinchilla_lanigera" "485"
"2373" "Chinchilla_chinchilla" "492.495"
"2374" "Dinomys_branickii" "12500"
"2375" "Carterodon_sulcidens" "113.8"
"2376" "Plagiodontia_aedium" "1267"
"2377" "Geocapromys_ingrahami" "733.52"
"2378" "Geocapromys_brownii" "1500"
"2379" "Mysateles_prehensilis" "1591.6"
"2380" "Mesocapromys_angelcabrerai" "1533.2"
"2381" "Mesocapromys_auritus" "1533.2"
"2382" "Capromys_pilorides" "4683.3"
"2383" "Santamartamys_rufodorsalis" "144.8"
"2384" "Diplomys_labilis" "282.17"
"2385" "Kannabateomys_amblyonyx" "529.995"
"2386" "Dactylomys_peruanus" "382"
"2387" "Dactylomys_boliviensis" "689.39"
"2388" "Dactylomys_dactylinus" "649.98"
"2389" "Olallamys_albicauda" "273.5"
"2390" "Echimys_chrysurus" "624.995"
"2391" "Phyllomys_brasiliensis" "312.49"
"2392" "Phyllomys_blainvillii" "243.3"
"2393" "Phyllomys_lamarum" "215.19"
"2394" "Phyllomys_lundi" "173.5"
"2395" "Phyllomys_nigrispinus" "224.3"
"2396" "Phyllomys_sulinus" "190"
"2397" "Phyllomys_dasythrix" "260"
"2398" "Phyllomys_mantiqueirensis" "207"
"2399" "Phyllomys_pattoni" "229.9"
"2400" "Makalata_macrura" "439"
"2401" "Makalata_didelphoides" "337.33"
"2402" "Toromys_rhipidurus" "315"
"2403" "Toromys_grandis" "584"
"2404" "Pattonomys_semivillosus" "282.36"
"2405" "Pattonomys_occasius" "276"
"2406" "Mesomys_stimulax" "141.5"
"2407" "Mesomys_hispidus" "175"
"2408" "Mesomys_occultus" "146.7"
"2409" "Lonchothrix_emiliae" "138.2"
"2410" "Isothrix_barbarabrownae" "130.3"
"2411" "Isothrix_sinnamariensis" "291.73"
"2412" "Isothrix_pagurus" "210"
"2413" "Isothrix_orinoci" "444.99"
"2414" "Isothrix_negrensis" "444.99"
"2415" "Isothrix_bistriata" "444.99"
"2416" "Thrichomys_apereoides" "348.25"
"2417" "Myocastor_coypus" "7150"
"2418" "Proechimys_roberti" "284.99"
"2419" "Proechimys_brevicauda" "285"
"2420" "Proechimys_cuvieri" "339.85"
"2421" "Proechimys_longicaudatus" "280.75"
"2422" "Proechimys_steerei" "284.99"
"2423" "Proechimys_simonsi" "320.745"
"2424" "Proechimys_guyannensis" "335.265"
"2425" "Proechimys_quadruplicatus" "320.745"
"2426" "Hoplomys_gymnurus" "504"
"2427" "Proechimys_hoplomyoides" "320.745"
"2428" "Callistomys_pictus" "518.99"
"2429" "Euryzygomatomys_spinosus" "187.49"
"2430" "Clyomys_laticeps" "115.5"
"2431" "Trinomys_moojeni" "207"
"2432" "Trinomys_gratiosus" "203.498"
"2433" "Trinomys_iheringi" "220.39"
"2434" "Trinomys_dimidiatus" "167.6"
"2435" "Trinomys_albispinus" "284.99"
"2436" "Trinomys_paratus" "178.9"
"2437" "Trinomys_eliasi" "200"
"2438" "Trinomys_yonenagae" "200.2"
"2439" "Trinomys_setosus" "284.99"
"2440" "Thrichomys_inermis" "348.25"
"2441" "Thrichomys_pachyurus" "373.5"
"2442" "Thrichomys_laurentius" "404.3"
"2443" "Ctenomys_lewisi" "117.2"
"2444" "Ctenomys_frater" "172.9"
"2445" "Ctenomys_conoveri" "859.99"
"2446" "Ctenomys_magellanicus" "271.44"
"2447" "Ctenomys_colburni" "400"
"2448" "Ctenomys_haigi" "164"
"2449" "Ctenomys_maulinus" "178.44"
"2450" "Ctenomys_sociabilis" "400"
"2451" "Ctenomys_coyhaiquensis" "128"
"2452" "Ctenomys_fodax" "140.84"
"2453" "Ctenomys_sericeus" "400"
"2454" "Ctenomys_tucumanus" "197.72"
"2455" "Ctenomys_occultus" "164.22"
"2456" "Ctenomys_pilarensis" "217.8"
"2457" "Ctenomys_latro" "185.22"
"2458" "Ctenomys_argentinus" "221.3"
"2459" "Ctenomys_saltarius" "230"
"2461" "Ctenomys_opimus" "363.525"
"2462" "Ctenomys_fulvus" "289.94"
"2463" "Ctenomys_leucodon" "243.6"
"2464" "Ctenomys_yolandae" "114.5"
"2465" "Ctenomys_flamarioni" "277.8"
"2466" "Ctenomys_bonettoi" "202.3"
"2467" "Ctenomys_rionegrensis" "92"
"2468" "Ctenomys_azarae" "340"
"2469" "Ctenomys_australis" "340"
"2470" "Ctenomys_porteousi" "192.4"
"2471" "Ctenomys_mendocinus" "178.44"
"2472" "Ctenomys_talarum" "130.92"
"2473" "Ctenomys_pundti" "178.44"
"2474" "Ctenomys_pearsoni" "212"
"2475" "Ctenomys_dorbignyi" "180"
"2476" "Ctenomys_roigi" "221.3"
"2477" "Ctenomys_perrensi" "400"
"2478" "Ctenomys_minutus" "92"
"2479" "Ctenomys_lami" "238.5"
"2480" "Ctenomys_torquatus" "242.245"
"2482" "Ctenomys_steinbachi" "384.99"
"2483" "Ctenomys_boliviensis" "462.6"
"2484" "Ctenomys_goodfellowi" "462.6"
"2485" "Ctenomys_tuconax" "248.99"
"2486" "Tympanoctomys_loschalchalerosorum" "139.4"
"2487" "Tympanoctomys_barrerae" "78.71"
"2488" "Octomys_mimax" "121.515"
"2489" "Octodontomys_gliroides" "155.77"
"2490" "Octodon_lunatus" "186.875"
"2491" "Octodon_bridgesi" "169.175"
"2492" "Octodon_degus" "204.835"
"2493" "Aconaemys_porteri" "120.975"
"2494" "Aconaemys_sagei" "96.49"
"2495" "Aconaemys_fuscus" "120.975"
"2496" "Spalacopus_cyanus" "109.5"
"2497" "Abrocoma_boliviensis" "158"
"2498" "Abrocoma_cinerea" "221.82"
"2499" "Abrocoma_bennettii" "265.5"
"2500" "Cuscomys_ashaninka" "164.279"
"2501" "Castor_canadensis" "19928.335"
"2502" "Castor_fiber" "19000"
"2503" "Heteromys_nelsoni" "67.55"
"2504" "Heteromys_australis" "267.49"
"2505" "Heteromys_anomalus" "69.3"
"2506" "Heteromys_gaumeri" "63.59"
"2507" "Heteromys_oresterus" "77.9"
"2508" "Heteromys_desmarestianus" "76.4"
"2509" "Perognathus_flavescens" "9.105"
"2510" "Perognathus_merriami" "7.47"
"2511" "Perognathus_flavus" "7.97"
"2512" "Perognathus_amplus" "11.835"
"2513" "Perognathus_inornatus" "8.575"
"2514" "Perognathus_longimembris" "8.35"
"2515" "Perognathus_parvus" "20.1"
"2516" "Perognathus_fasciatus" "11.42"
"2517" "Chaetodipus_rudinoris" "28.77"
"2518" "Chaetodipus_baileyi" "28.77"
"2519" "Chaetodipus_formosus" "19.225"
"2520" "Chaetodipus_artus" "22.03"
"2521" "Chaetodipus_goldmani" "23"
"2522" "Chaetodipus_nelsoni" "14.965"
"2523" "Chaetodipus_californicus" "23.01"
"2524" "Chaetodipus_arenarius" "23"
"2525" "Chaetodipus_fallax" "18.945"
"2526" "Chaetodipus_spinatus" "16.34"
"2527" "Chaetodipus_pernix" "17"
"2528" "Chaetodipus_intermedius" "15.45"
"2529" "Chaetodipus_penicillatus" "15.57"
"2530" "Chaetodipus_eremicus" "15.57"
"2531" "Chaetodipus_hispidus" "35.7"
"2532" "Geomys_pinetis" "195.75"
"2533" "Geomys_breviceps" "176.7"
"2534" "Geomys_tropicalis" "397"
"2535" "Geomys_personatus" "397"
"2536" "Geomys_attwateri" "176.7"
"2537" "Geomys_bursarius" "186.85"
"2538" "Geomys_texensis" "176.7"
"2539" "Geomys_arenarius" "200.375"
"2540" "Geomys_knoxjonesi" "176.7"
"2541" "Orthogeomys_hispidus" "574.995"
"2542" "Orthogeomys_underwoodi" "250"
"2543" "Orthogeomys_heterodus" "615"
"2544" "Orthogeomys_cavator" "650"
"2545" "Orthogeomys_grandis" "499.99"
"2546" "Pappogeomys_bulleri" "150"
"2547" "Cratogeomys_fumosus" "295.836"
"2548" "Cratogeomys_planiceps" "336.6"
"2549" "Cratogeomys_merriami" "419.99"
"2550" "Cratogeomys_perotensis" "314.4"
"2551" "Cratogeomys_fulvescens" "265"
"2552" "Cratogeomys_castanops" "266.415"
"2553" "Cratogeomys_goldmani" "266.415"
"2554" "Zygogeomys_trichopus" "473.54"
"2555" "Thomomys_talpoides" "101.12"
"2556" "Thomomys_mazama" "80.99"
"2557" "Thomomys_monticola" "80.495"
"2558" "Thomomys_bottae" "103.5"
"2559" "Thomomys_townsendii" "115.5"
"2560" "Thomomys_umbrinus" "95.3"
"2561" "Thomomys_bulbivorus" "105.07"
"2562" "Microdipodops_pallidus" "13.55"
"2563" "Microdipodops_megacephalus" "13.405"
"2564" "Dipodomys_ordii" "49.6"
"2565" "Dipodomys_compactus" "49.25"
"2566" "Dipodomys_ingens" "122.805"
"2567" "Dipodomys_stephensi" "66.495"
"2568" "Dipodomys_heermanni" "64.15"
"2569" "Dipodomys_panamintinus" "56.58"
"2570" "Dipodomys_californicus" "65"
"2571" "Dipodomys_gravipes" "83.96"
"2572" "Dipodomys_agilis" "60.57"
"2573" "Dipodomys_simulans" "57.7"
"2574" "Dipodomys_microps" "55.16"
"2575" "Dipodomys_venustus" "82"
"2576" "Dipodomys_merriami" "37.805"
"2577" "Dipodomys_nitratoides" "37.8"
"2578" "Dipodomys_elator" "105.82"
"2579" "Dipodomys_phillipsii" "41"
"2580" "Dipodomys_deserti" "106.75"
"2581" "Dipodomys_nelsoni" "87.93"
"2582" "Dipodomys_spectabilis" "124.61"
"2583" "Zapus_hudsonius" "23.8"
"2584" "Zapus_princeps" "27.975"
"2585" "Zapus_trinotatus" "27.325"
"2586" "Napaeozapus_insignis" "21.8"
"2587" "Eozapus_setchuanus" "32.576"
"2588" "Allactodipus_bobrinskii" "65"
"2589" "Allactaga_major" "350"
"2590" "Allactaga_sibirica" "117.5"
"2591" "Allactaga_bullata" "72.5"
"2592" "Pygeretmus_pumilio" "52.285"
"2593" "Allactaga_hotsoni" "76.5"
"2594" "Allactaga_firouzi" "92.39"
"2595" "Allactaga_elater" "58.7"
"2596" "Allactaga_toussi" "58.7"
"2597" "Allactaga_williamsi" "232"
"2598" "Allactaga_euphratica" "232"
"2599" "Euchoreutes_naso" "24.14"
