"Species" "Body_size_mm"
"1862" "Hypsiboas_calcaratus" "61"
"1863" "Hypsiboas_callipleura" "51.5"
"1864" "Hypsiboas_cinerascens" "36.2"
"1865" "Hypsiboas_cipoensis" "37.5"
"1866" "Hypsiboas_cordobae" "61.8"
"1867" "Hypsiboas_crepitans" "75"
"1868" "Hypsiboas_curupi" "47"
"1869" "Hypsiboas_cymbalum" "50"
"1870" "Hypsiboas_dentei" "54"
"1871" "Hypsiboas_ericae" "37"
"1872" "Hypsiboas_exastis" "99"
"1873" "Hypsiboas_faber" "104"
"1874" "Hypsiboas_fasciatus" "51.2"
"1875" "Hypsiboas_freicanecae" "42.2"
"1876" "Hypsiboas_fuentei" "57"
"1877" "Hypsiboas_geographicus" "85"
"1878" "Hypsiboas_gladiator" "55.3"
"1879" "Hypsiboas_goianus" "38.3"
"1880" "Hypsiboas_guentheri" "47"
"1881" "Hypsiboas_heilprini" "54.3"
"1882" "Hypsiboas_hobbsi" "42.5"
"1883" "Hypsiboas_hutchinsi" "56"
"1884" "Hypsiboas_jimenezi" "35"
"1885" "Hypsiboas_joaquini" "56.4"
"1886" "Hypsiboas_lanciformis" "94"
"1887" "Hypsiboas_latistriatus" "51.6"
"1888" "Hypsiboas_lemai" "40"
"1889" "Hypsiboas_leptolineatus" "39"
"1890" "Hypsiboas_leucocheilus" "81.2"
"1891" "Hypsiboas_liliae" "37.1"
"1892" "Hypsiboas_lundii" "76"
"1893" "Hypsiboas_marginatus" "51.1"
"1894" "Hypsiboas_marianitae" "56.8"
"1895" "Hypsiboas_melanopleura" "47.7"
"1896" "Hypsiboas_microderma" "34"
"1897" "Hypsiboas_multifasciatus" "83"
"1898" "Hypsiboas_nympha" "36"
"1899" "Hypsiboas_ornatissimus" "42"
"1900" "Hypsiboas_palaestes" "50.9"
"1901" "Hypsiboas_paranaiba" "52.3"
"1902" "Hypsiboas_pardalis" "75"
"1903" "Hypsiboas_pellucens" "61.6"
"1904" "Hypsiboas_phaeopleura" "37"
"1905" "Hypsiboas_picturatus" "69.4"
"1906" "Hypsiboas_poaju" "45.6"
"1907" "Hypsiboas_polytaenius" "41.5"
"1908" "Hypsiboas_pombali" "65.7"
"1909" "Hypsiboas_prasinus" "55"
"1910" "Hypsiboas_pugnax" "75.7"
"1911" "Hypsiboas_pulchellus" "50"
"1912" "Hypsiboas_pulidoi" "23.2"
"1913" "Hypsiboas_punctatus" "41.7"
"1914" "Hypsiboas_raniceps" "82"
"1915" "Hypsiboas_rhythmicus" "34.2"
"1916" "Hypsiboas_riojanus" "62.7"
"1917" "Hypsiboas_roraima" "47.2"
"1918" "Hypsiboas_rosenbergi" "95"
"1919" "Hypsiboas_rubracylus" "59"
"1920" "Hypsiboas_rufitelus" "55"
"1921" "Hypsiboas_secedens" "57"
"1922" "Hypsiboas_semiguttatus" "48"
"1923" "Hypsiboas_semilineatus" "52"
"1924" "Hypsiboas_sibleszi" "35.7"
"1925" "Hypsiboas_stellae" "56"
"1926" "Hypsiboas_stenocephalus" "39"
"1927" "Hypsiboas_tepuianus" "47.7"
"1928" "Hypsiboas_varelae" "52.9"
"1929" "Hypsiboas_wavrini" "113"
"1930" "Isthmohyla_angustilineata" "37"
"1931" "Isthmohyla_calypsa" "41"
"1932" "Isthmohyla_debilis" "32"
"1933" "Isthmohyla_graceae" "41.4"
"1934" "Isthmohyla_infucata" "45.6"
"1935" "Isthmohyla_insolita" "38"
"1936" "Isthmohyla_lancasteri" "41.1"
"1937" "Isthmohyla_picadoi" "35.5"
"1938" "Isthmohyla_pictipes" "45.1"
"1939" "Isthmohyla_pseudopuma" "52"
"1940" "Isthmohyla_rivularis" "43"
"1941" "Isthmohyla_tica" "43"
"1942" "Isthmohyla_xanthosticta" "29.3"
"1943" "Isthmohyla_zeteki" "35.2"
"1944" "Itapotihyla_langsdorffii" "112"
"1945" "Lysapsus_caraya" "16.5"
"1946" "Lysapsus_laevis" "21"
"1947" "Lysapsus_limellum" "24.8"
"1948" "Megastomatohyla_mixe" "33.9"
"1949" "Megastomatohyla_mixomaculata" "36.6"
"1950" "Megastomatohyla_nubicola" "37.3"
"1951" "Megastomatohyla_pellita" "33.2"
"1952" "Myersiohyla_aromatica" "46.6"
"1953" "Myersiohyla_inparquesi" "50.4"
"1954" "Myersiohyla_kanaima" "49.1"
"1955" "Myersiohyla_loveridgei" "42"
"1956" "Nyctimantis_rugiceps" "67.6"
"1957" "Osteocephalus_alboguttatus" "65"
"1958" "Osteocephalus_buckleyi" "69"
"1959" "Osteocephalus_cabrerai" "71.4"
"1960" "Osteocephalus_carri" "64.1"
"1961" "Osteocephalus_deridens" "50.6"
"1962" "Osteocephalus_fuscifacies" "53.2"
"1963" "Osteocephalus_heyeri" "47.7"
"1964" "Osteocephalus_leoniae" "40.1"
"1965" "Osteocephalus_leprieurii" "64"
"1966" "Osteocephalus_mutabor" "75.7"
"1967" "Osteocephalus_oophagus" "62.7"
"1968" "Osteocephalus_planiceps" "89.2"
"1969" "Osteocephalus_subtilis" "51.2"
"1970" "Osteocephalus_taurinus" "103.9"
"1971" "Osteocephalus_verruciger" "73"
"1972" "Osteocephalus_yasuni" "61.9"
"1973" "Osteopilus_crucialis" "122"
"1974" "Osteopilus_dominicensis" "99"
"1975" "Osteopilus_marianae" "40"
"1976" "Osteopilus_ocellatus" "76"
"1977" "Osteopilus_pulchrilineatus" "43"
"1978" "Osteopilus_septentrionalis" "165"
"1979" "Osteopilus_vastus" "142"
"1980" "Osteopilus_wilderi" "29"
"1981" "Phyllodytes_acuminatus" "24.5"
"1982" "Phyllodytes_brevirostris" "24"
"1983" "Phyllodytes_edelmoi" "28.8"
"1984" "Phyllodytes_gyrinaethes" "27.9"
"1985" "Phyllodytes_kautskyi" "38"
"1986" "Phyllodytes_luteolus" "23"
"1987" "Phyllodytes_melanomystax" "26.6"
"1988" "Phyllodytes_punctatus" "22.8"
"1989" "Phyllodytes_tuberculosus" "26"
"1990" "Phyllodytes_wuchereri" "27.1"
"1991" "Plectrohyla_acanthodes" "63.2"
"1992" "Plectrohyla_arborescandens" "51.6"
"1993" "Plectrohyla_avia" "90.4"
"1994" "Plectrohyla_bistincta" "67.6"
"1995" "Plectrohyla_calthula" "61.3"
"1996" "Plectrohyla_calvicollina" "37.6"
"1997" "Plectrohyla_celata" "56.2"
"1998" "Plectrohyla_cembra" "37"
"1999" "Plectrohyla_charadricola" "50.9"
"2000" "Plectrohyla_chryses" "42.2"
"2001" "Plectrohyla_chrysopleura" "65.6"
"2002" "Plectrohyla_crassa" "53.7"
"2003" "Plectrohyla_cyanomma" "64.5"
"2004" "Plectrohyla_cyclada" "39.5"
"2005" "Plectrohyla_dasypus" "48.3"
"2006" "Plectrohyla_ephemera" "59.2"
"2007" "Plectrohyla_exquisita" "81"
"2008" "Plectrohyla_glandulosa" "50"
"2009" "Plectrohyla_guatemalensis" "76.1"
"2010" "Plectrohyla_hartwegi" "77"
"2011" "Plectrohyla_hazelae" "38.6"
"2012" "Plectrohyla_ixil" "47"
"2013" "Plectrohyla_labedactyla" "44.7"
"2014" "Plectrohyla_lacertosa" "72.3"
"2015" "Plectrohyla_matudai" "49"
"2016" "Plectrohyla_miahuatlanensis" "42.5"
"2017" "Plectrohyla_mykter" "52.3"
"2018" "Plectrohyla_pachyderma" "40"
"2019" "Plectrohyla_pentheter" "56.4"
"2020" "Plectrohyla_pokomchi" "55.2"
"2021" "Plectrohyla_psarosema" "37.3"
"2022" "Plectrohyla_psiloderma" "49"
"2023" "Plectrohyla_pycnochila" "60.5"
"2024" "Plectrohyla_quecchi" "47"
"2025" "Plectrohyla_robertsorum" "50.8"
"2026" "Plectrohyla_sabrina" "41.7"
"2027" "Plectrohyla_sagorum" "52"
"2028" "Plectrohyla_siopela" "52.5"
"2029" "Plectrohyla_tecunumani" "62"
"2030" "Plectrohyla_teuchestes" "76.1"
"2031" "Plectrohyla_thorectes" "37.8"
"2032" "Pseudacris_brachyphona" "38"
"2033" "Pseudacris_brimleyi" "35"
"2034" "Pseudacris_cadaverina" "51"
"2035" "Pseudacris_clarkii" "32"
"2036" "Pseudacris_crucifer" "37"
"2037" "Pseudacris_feriarum" "38"
"2038" "Pseudacris_fouquettei" "30"
"2039" "Pseudacris_illinoensis" "48"
"2040" "Pseudacris_kalmi" "36"
"2041" "Pseudacris_maculata" "52"
"2042" "Pseudacris_nigrita" "32"
"2043" "Pseudacris_ocularis" "17.5"
"2044" "Pseudacris_ornata" "40"
"2045" "Pseudacris_regilla" "50"
"2046" "Pseudacris_streckeri" "48"
"2047" "Pseudacris_triseriata" "39"
"2048" "Pseudis_bolbodactyla" "58"
"2049" "Pseudis_cardosoi" "55.9"
"2050" "Pseudis_fusca" "53"
"2051" "Pseudis_minuta" "51.1"
"2052" "Pseudis_paradoxa" "75"
"2053" "Pseudis_platensis" "57.5"
"2054" "Pseudis_tocantins" "65.9"
"2055" "Ptychohyla_acrochorda" "57.6"
"2056" "Ptychohyla_dendrophasma" "84.1"
"2057" "Ptychohyla_erythromma" "57.6"
"2058" "Ptychohyla_euthysanota" "53.3"
"2059" "Ptychohyla_hypomykter" "44"
"2060" "Ptychohyla_legleri" "37"
"2061" "Ptychohyla_leonhardschultzei" "43.4"
"2062" "Ptychohyla_macrotympanum" "44.88"
"2063" "Ptychohyla_panchoi" "37.3"
"2064" "Ptychohyla_salvadorensis" "42"
"2065" "Ptychohyla_sanctaecrucis" "50.7"
"2066" "Ptychohyla_spinipollex" "46"
"2067" "Ptychohyla_zophodes" "43"
"2068" "Scarthyla_goinorum" "23"
"2069" "Scarthyla_vigilans" "21"
"2070" "Scinax_acuminatus" "48"
"2071" "Scinax_agilis" "19.5"
"2072" "Scinax_albicans" "46.94"
"2073" "Scinax_alcatraz" "32"
"2074" "Scinax_altae" "40"
"2075" "Scinax_alter" "32"
"2076" "Scinax_angrensis" "39.2"
"2077" "Scinax_arduous" "26.2"
"2078" "Scinax_argyreornatus" "23"
"2079" "Scinax_ariadne" "46.5"
"2080" "Scinax_aromothyella" "31.8"
"2081" "Scinax_atratus" "20"
"2082" "Scinax_auratus" "24.7"
"2083" "Scinax_baumgardneri" "29"
"2084" "Scinax_berthae" "25"
"2085" "Scinax_blairi" "32.5"
"2086" "Scinax_boesemani" "40"
"2087" "Scinax_boulengeri" "53"
"2088" "Scinax_brieni" "40"
"2089" "Scinax_cabralensis" "25"
"2090" "Scinax_caldarum" "35"
"2091" "Scinax_camposseabrai" "35.9"
"2092" "Scinax_canastrensis" "38"
"2093" "Scinax_carnevallii" "32"
"2094" "Scinax_castroviejoi" "48.7"
"2095" "Scinax_catharinae" "45.5"
"2096" "Scinax_centralis" "25.95"
"2097" "Scinax_chiquitanus" "36.2"
"2098" "Scinax_constrictus" "35.6"
"2099" "Scinax_crospedospilus" "37.6"
"2100" "Scinax_cruentommus" "32"
"2101" "Scinax_curicica" "31.5"
"2102" "Scinax_cuspidatus" "32.5"
"2103" "Scinax_danae" "29.5"
"2104" "Scinax_duartei" "37"
"2105" "Scinax_eurydice" "53.8"
"2106" "Scinax_exiguus" "24.5"
"2107" "Scinax_faivovichi" "21.7"
"2108" "Scinax_flavoguttatus" "45.4"
"2109" "Scinax_funereus" "43"
"2110" "Scinax_fuscomarginatus" "26.7"
"2111" "Scinax_fuscovarius" "55.3"
"2112" "Scinax_garbei" "49.1"
"2113" "Scinax_granulatus" "43"
"2114" "Scinax_hayii" "53"
"2115" "Scinax_heyeri" "35.6"
"2116" "Scinax_hiemalis" "34.4"
"2117" "Scinax_humilis" "40.9"
"2118" "Scinax_ictericus" "36.7"
"2119" "Scinax_iquitorum" "38.5"
"2120" "Scinax_jolyi" "43.7"
"2121" "Scinax_juncae" "27"
"2122" "Scinax_jureia" "33.6"
"2123" "Scinax_karenanneae" "30.5"
"2124" "Scinax_kennedyi" "37.3"
"2125" "Scinax_lindsayi" "25.4"
"2126" "Scinax_littoralis" "39.9"
"2127" "Scinax_littoreus" "25.5"
"2128" "Scinax_longilineus" "48"
"2129" "Scinax_luizotavioi" "30"
"2130" "Scinax_lutzorum" "25"
"2131" "Scinax_machadoi" "26"
"2132" "Scinax_manriquei" "32.5"
"2133" "Scinax_maracaya" "28"
"2134" "Scinax_melloi" "18.7"
"2135" "Scinax_nasicus" "39"
"2136" "Scinax_nebulosus" "40"
"2137" "Scinax_obtriangulatus" "39"
"2138" "Scinax_oreites" "39.3"
"2139" "Scinax_pachycrus" "33"
"2140" "Scinax_parkeri" "23.9"
"2141" "Scinax_pedromedinae" "31.5"
"2142" "Scinax_peixotoi" "25.1"
"2143" "Scinax_perereca" "42.2"
"2144" "Scinax_perpusillus" "25"
"2145" "Scinax_pinima" "29"
"2146" "Scinax_proboscideus" "46"
"2147" "Scinax_quinquefasciatus" "30"
"2148" "Scinax_ranki" "28.7"
"2149" "Scinax_rizibilis" "34"
"2150" "Scinax_rogerioi" "35.6"
"2151" "Scinax_rostratus" "52.5"
"2152" "Scinax_ruber" "45"
"2153" "Scinax_similis" "41"
"2154" "Scinax_skaios" "36.1"
"2155" "Scinax_squalirostris" "29"
"2156" "Scinax_staufferi" "32"
"2157" "Scinax_strigilatus" "38.3"
"2158" "Scinax_sugillatus" "45.4"
"2159" "Scinax_tigrinus" "30.8"
"2160" "Scinax_trapicheiroi" "40"
"2161" "Scinax_tripui" "39.2"
"2162" "Scinax_uruguayus" "25.8"
"2163" "Scinax_v-signatus" "27"
"2164" "Scinax_wandae" "26.9"
"2165" "Scinax_x-signatus" "48"
"2166" "Smilisca_baudinii" "90"
"2167" "Smilisca_cyanosticta" "70"
"2168" "Smilisca_dentata" "65.5"
"2169" "Smilisca_fodiens" "70"
"2170" "Smilisca_phaeota" "81"
"2171" "Smilisca_puma" "46"
"2172" "Smilisca_sila" "62.2"
"2173" "Smilisca_sordida" "64"
"2174" "Sphaenorhynchus_botocudo" "29.3"
"2175" "Sphaenorhynchus_bromelicola" "30"
"2176" "Sphaenorhynchus_caramaschii" "29.3"
"2177" "Sphaenorhynchus_carneus" "23"
"2178" "Sphaenorhynchus_dorisae" "40"
"2179" "Sphaenorhynchus_lacteus" "48"
"2180" "Sphaenorhynchus_mirim" "18.2"
"2181" "Sphaenorhynchus_orophilus" "32"
"2182" "Sphaenorhynchus_palustris" "36"
"2183" "Sphaenorhynchus_pauloalvini" "24"
"2184" "Sphaenorhynchus_planicola" "24"
"2185" "Sphaenorhynchus_platycephalus" "33"
"2186" "Sphaenorhynchus_prasinus" "31"
"2187" "Sphaenorhynchus_surdus" "28"
"2188" "Tepuihyla_aecii" "36.8"
"2189" "Tepuihyla_celsae" "56.2"
"2190" "Tepuihyla_edelcae" "45.7"
"2191" "Tepuihyla_luteolabris" "59.2"
"2192" "Tepuihyla_rimarum" "44.6"
"2193" "Tepuihyla_rodriguezi" "49.5"
"2194" "Tlalocohyla_godmani" "45"
"2195" "Tlalocohyla_loquax" "77"
"2196" "Tlalocohyla_picta" "31"
"2197" "Tlalocohyla_smithii" "30.9"
"2198" "Trachycephalus_atlas" "107"
"2199" "Trachycephalus_coriaceus" "66"
"2200" "Trachycephalus_dibernardoi" "84.4"
"2201" "Trachycephalus_hadroceps" "53.9"
"2202" "Trachycephalus_imitatrix" "53"
"2203" "Trachycephalus_jordani" "75.4"
"2204" "Trachycephalus_lepidus" "58.7"
"2205" "Trachycephalus_mambaiensis" "86.7"
"2206" "Trachycephalus_mesophaeus" "80.5"
"2207" "Trachycephalus_nigromaculatus" "91.05"
"2208" "Trachycephalus_resinifictrix" "88"
"2209" "Triprion_petasatus" "75.2"
"2210" "Xenohyla_eugenioi" "45.5"
"2211" "Xenohyla_truncata" "42"
"2212" "Litoria_adelaidensis" "60"
"2213" "Litoria_amboinensis" "60"
"2214" "Litoria_andiirrmalin" "65"
"2215" "Litoria_arfakiana" "60"
"2216" "Litoria_auae" "41.8"
"2217" "Litoria_aurea" "93.9"
"2218" "Litoria_aurifera" "22"
"2219" "Litoria_barringtonensis" "32"
"2220" "Litoria_bibonius" "32"
"2221" "Litoria_bicolor" "30"
"2222" "Litoria_booroolongensis" "45"
"2223" "Litoria_brevipalmata" "40"
"2224" "Litoria_burrowsi" "55"
"2225" "Litoria_caerulea" "100"
"2226" "Litoria_castanea" "80"
"2227" "Litoria_cavernicola" "55"
"2228" "Litoria_chloris" "70"
"2229" "Litoria_chloristona" "27.7"
"2230" "Litoria_christianbergmanni" "31.2"
"2231" "Litoria_citropa" "65"
"2232" "Litoria_contrastens" "36"
"2233" "Litoria_cooloolensis" "25"
"2234" "Litoria_coplandi" "43"
"2235" "Litoria_cyclorhyncha" "80"
"2236" "Litoria_dahlii" "70"
"2237" "Litoria_darlingtoni" "55"
"2238" "Litoria_dayi" "50"
"2239" "Litoria_dentata" "45.5"
"2240" "Litoria_dorsalis" "20.5"
"2241" "Litoria_electrica" "38"
"2242" "Litoria_eucnemis" "85"
"2243" "Litoria_eurynastes" "33"
"2244" "Litoria_ewingii" "50"
"2245" "Litoria_fallax" "25"
"2246" "Litoria_flavescens" "46.6"
"2247" "Litoria_freycineti" "49"
"2248" "Litoria_fuscula" "30"
"2249" "Litoria_gasconi" "41.6"
"2250" "Litoria_genimaculata" "85"
"2251" "Litoria_gilleni" "70"
"2252" "Litoria_gracilenta" "45"
"2253" "Litoria_havina" "38"
"2254" "Litoria_hilli" "54.7"
"2255" "Litoria_humboldtorum" "46.5"
"2256" "Litoria_inermis" "35"
"2257" "Litoria_infrafrenata" "110"
"2258" "Litoria_iris" "43"
"2259" "Litoria_jervisiensis" "60"
"2260" "Litoria_kumae" "34"
"2261" "Litoria_latopalmata" "40"
"2262" "Litoria_lesueurii" "70"
"2263" "Litoria_littlejohni" "70"
"2264" "Litoria_lodesdema" "23.8"
"2265" "Litoria_longirostris" "25"
"2266" "Litoria_lorica" "35"
"2267" "Litoria_louisiadensis" "30"
"2268" "Litoria_mareku" "26.5"
"2269" "Litoria_megalops" "27.5"
"2270" "Litoria_meiriana" "23"
"2271" "Litoria_microbelos" "20"
"2272" "Litoria_micromembrana" "35.5"
"2273" "Litoria_modica" "35.4"
"2274" "Litoria_moorei" "80"
"2275" "Litoria_multicolor" "55.4"
"2276" "Litoria_multiplica" "47.1"
"2277" "Litoria_mystax" "30"
"2278" "Litoria_nannotis" "65"
"2279" "Litoria_nasuta" "50"
"2280" "Litoria_nigrofrenata" "50"
"2281" "Litoria_nigropunctata" "37.1"
"2282" "Litoria_nyakalensis" "30"
"2283" "Litoria_obtusirostris" "37"
"2284" "Litoria_oenicolen" "40.3"
"2285" "Litoria_olongburensis" "34.1"
"2286" "Litoria_pallida" "41"
"2287" "Litoria_paraewingi" "35"
"2288" "Litoria_pearsoniana" "40"
"2289" "Litoria_peronii" "55.7"
"2290" "Litoria_personata" "33.5"
"2291" "Litoria_phyllochroa" "40"
"2292" "Litoria_piperata" "30"
"2293" "Litoria_pratti" "48.7"
"2294" "Litoria_prora" "41.2"
"2295" "Litoria_purpureolata" "68.7"
"2296" "Litoria_pygmaea" "53"
"2297" "Litoria_raniformis" "90"
"2298" "Litoria_revelata" "35"
"2299" "Litoria_rheocola" "50"
"2300" "Litoria_robinsonae" "28.7"
"2301" "Litoria_rothii" "55"
"2302" "Litoria_rubella" "35"
"2303" "Litoria_spenceri" "55"
"2304" "Litoria_spinifera" "50"
"2305" "Litoria_splendida" "106"
"2306" "Litoria_staccato" "36.5"
"2307" "Litoria_subglandulosa" "50"
"2308" "Litoria_thesaurensis" "30"
"2309" "Litoria_timida" "24"
"2310" "Litoria_tornieri" "35"
"2311" "Litoria_tyleri" "50"
"2312" "Litoria_vagabunda" "37.4"
"2313" "Litoria_verreauxii" "30"
"2314" "Litoria_viranula" "28.4"
"2315" "Litoria_vocivincens" "26.5"
"2316" "Litoria_wapogaensis" "33"
"2317" "Litoria_watjulumensis" "75"
"2318" "Litoria_wilcoxii" "70"
"2319" "Litoria_wollastoni" "56"
"2320" "Litoria_xanthomera" "56"
"2321" "Agalychnis_annae" "84.2"
"2322" "Agalychnis_callidryas" "77.2"
"2323" "Agalychnis_lemur" "53"
"2324" "Agalychnis_moreletii" "85"
"2325" "Agalychnis_saltator" "66"
"2326" "Agalychnis_spurrelli" "93"
"2327" "Cruziohyla_calcarifer" "87"
"2328" "Cruziohyla_craspedopus" "73"
"2329" "Phasmahyla_cochranae" "45.15"
"2330" "Phasmahyla_cruzi" "41.6"
"2331" "Phasmahyla_exilis" "34.5"
"2332" "Phasmahyla_guttata" "45"
"2333" "Phasmahyla_jandaia" "32"
"2334" "Phasmahyla_spectabilis" "48.6"
"2335" "Phasmahyla_timbo" "35.8"
"2336" "Phrynomedusa_appendiculata" "37.4"
"2337" "Phrynomedusa_bokermanni" "46"
"2338" "Phrynomedusa_fimbriata" "45.6"
"2339" "Phrynomedusa_marginata" "31"
"2340" "Phrynomedusa_vanzolinii" "36.5"
"2341" "Phyllomedusa_atelopoides" "49"
"2342" "Phyllomedusa_ayeaye" "46.1"
"2343" "Phyllomedusa_azurea" "44.4"
"2344" "Phyllomedusa_bahiana" "85"
"2345" "Phyllomedusa_baltea" "63.5"
"2346" "Phyllomedusa_bicolor" "135"
"2347" "Phyllomedusa_boliviana" "76.4"
"2348" "Phyllomedusa_burmeisteri" "79"
"2349" "Phyllomedusa_camba" "84"
"2350" "Phyllomedusa_centralis" "42"
"2351" "Phyllomedusa_coelestis" "64.8"
"2352" "Phyllomedusa_distincta" "70"
"2353" "Phyllomedusa_ecuatoriana" "55.4"
"2354" "Phyllomedusa_hypochondrialis" "46"
"2355" "Phyllomedusa_iheringii" "75"
"2356" "Phyllomedusa_megacephala" "60.2"
"2357" "Phyllomedusa_neildi" "76"
"2358" "Phyllomedusa_nordestina" "43.7"
"2359" "Phyllomedusa_oreades" "49.7"
"2360" "Phyllomedusa_palliata" "62.3"
"2361" "Phyllomedusa_perinesos" "65.2"
"2362" "Phyllomedusa_rohdei" "36"
"2363" "Phyllomedusa_sauvagii" "96.6"
"2364" "Phyllomedusa_tarsius" "112"
"2365" "Phyllomedusa_tetraploidea" "69.4"
"2366" "Phyllomedusa_tomopterna" "62.3"
"2367" "Phyllomedusa_trinitatis" "95.5"
"2368" "Phyllomedusa_vaillantii" "84"
"2369" "Phyllomedusa_venusta" "97.7"
"2370" "Crossodactylus_aeneus" "31.7"
"2371" "Crossodactylus_bokermanni" "27.5"
"2372" "Crossodactylus_caramaschii" "27.2"
"2373" "Crossodactylus_cyclospinus" "24.5"
"2374" "Crossodactylus_dantei" "30"
"2375" "Crossodactylus_dispar" "33.8"
"2376" "Crossodactylus_gaudichaudii" "35.1"
"2377" "Crossodactylus_grandis" "42"
"2378" "Crossodactylus_lutzorum" "26.4"
"2379" "Crossodactylus_schmidti" "33.3"
"2380" "Crossodactylus_trachystomus" "25.8"
"2381" "Hylodes_amnicola" "31"
"2382" "Hylodes_asper" "44.9"
"2383" "Hylodes_babax" "33"
"2384" "Hylodes_cardosoi" "46.5"
"2385" "Hylodes_charadranaetes" "34.7"
"2386" "Hylodes_dactylocinus" "31"
"2387" "Hylodes_fredi" "37.5"
"2388" "Hylodes_glaber" "40"
"2389" "Hylodes_heyeri" "42.6"
"2390" "Hylodes_lateristrigatus" "40"
"2391" "Hylodes_magalhaesi" "31.5"
"2392" "Hylodes_meridionalis" "50"
"2393" "Hylodes_mertensi" "54.5"
"2394" "Hylodes_nasus" "38"
"2395" "Hylodes_ornatus" "25.5"
"2396" "Hylodes_otavioi" "33.3"
"2397" "Hylodes_perere" "28.4"
"2398" "Hylodes_perplicatus" "45.1"
"2399" "Hylodes_phyllodes" "32.2"
"2400" "Hylodes_pipilans" "27.7"
"2401" "Hylodes_regius" "35.6"
"2402" "Hylodes_sazimai" "30.3"
"2403" "Hylodes_uai" "33.6"
"2404" "Hylodes_vanzolinii" "29"
"2405" "Megaelosia_apuana" "97.2"
"2406" "Megaelosia_bocainensis" "66.7"
"2407" "Megaelosia_boticariana" "95.3"
"2408" "Megaelosia_goeldii" "121"
"2409" "Megaelosia_lutzae" "92.5"
"2410" "Megaelosia_massarti" "123.9"
"2411" "Acanthixalus_sonjae" "38.5"
"2412" "Acanthixalus_spinosus" "38.3"
"2413" "Afrixalus_aureus" "26"
"2414" "Afrixalus_clarkei" "23"
"2415" "Afrixalus_delicatus" "27"
"2416" "Afrixalus_dorsalis" "38"
"2417" "Afrixalus_enseticola" "28"
"2418" "Afrixalus_equatorialis" "38"
"2419" "Afrixalus_fornasini" "40"
"2420" "Afrixalus_fulvovittatus" "30"
"2421" "Afrixalus_knysnae" "26"
"2422" "Afrixalus_lacteus" "29"
"2423" "Afrixalus_laevis" "25"
"2424" "Afrixalus_leucostictus" "36"
"2425" "Afrixalus_morerei" "23"
"2426" "Afrixalus_nigeriensis" "35"
"2427" "Afrixalus_orophilus" "27"
"2428" "Afrixalus_osorioi" "35"
"2429" "Afrixalus_paradorsalis" "35"
"2430" "Afrixalus_quadrivittatus" "32"
"2431" "Afrixalus_spinifrons" "25"
"2432" "Afrixalus_stuhlmanni" "27"
"2433" "Afrixalus_uluguruensis" "31"
"2434" "Afrixalus_upembae" "28"
"2435" "Afrixalus_vibekensis" "27"
"2436" "Afrixalus_vittiger" "28"
"2437" "Afrixalus_weidholzi" "25"
"2438" "Afrixalus_wittei" "33"
"2439" "Alexteroon_hypsiphonus" "28"
"2440" "Alexteroon_jynx" "24.5"
"2441" "Alexteroon_obstetricans" "31"
"2442" "Arlequinus_krebsi" "29"
"2443" "Callixalus_pictus" "43"
"2444" "Chlorolius_koehleri" "27"
"2445" "Chrysobatrachus_cupreonitens" "34"
"2446" "Cryptothylax_greshoffii" "58"
"2447" "Cryptothylax_minutus" "35"
"2448" "Heterixalus_alboguttatus" "33"
"2449" "Heterixalus_andrakata" "32"
"2450" "Heterixalus_betsileo" "29"
"2451" "Heterixalus_boettgeri" "29"
"2452" "Heterixalus_madagascariensis" "40"
"2453" "Heterixalus_punctatus" "33.1"
"2454" "Heterixalus_rutenbergi" "24.5"
"2455" "Heterixalus_tricolor" "30"
"2456" "Heterixalus_variabilis" "34"
"2457" "Hyperolius_acuticeps" "26"
"2458" "Hyperolius_acutirostris" "29"
"2459" "Hyperolius_ademetzi" "26"
"2460" "Hyperolius_argus" "40"
"2461" "Hyperolius_balfouri" "42"
"2462" "Hyperolius_baumanni" "32"
"2463" "Hyperolius_benguellensis" "24"
"2464" "Hyperolius_bobirensis" "47"
"2465" "Hyperolius_bolifambae" "33"
"2466" "Hyperolius_bopeleti" "22"
"2467" "Hyperolius_brachiofasciatus" "31.7"
"2468" "Hyperolius_castaneus" "36"
"2469" "Hyperolius_chlorosteus" "37"
"2470" "Hyperolius_chrysogaster" "29"
"2471" "Hyperolius_cinereus" "28"
"2472" "Hyperolius_cinnamomeoventris" "33"
"2473" "Hyperolius_concolor" "42"
"2474" "Hyperolius_cystocandicans" "36"
"2475" "Hyperolius_diaphanus" "32"
"2476" "Hyperolius_dintelmanni" "34"
"2477" "Hyperolius_discodactylus" "37"
"2478" "Hyperolius_endjami" "29"
"2479" "Hyperolius_ferrugineus" "30"
"2480" "Hyperolius_frontalis" "35"
"2481" "Hyperolius_fusciventris" "28"
"2482" "Hyperolius_ghesquieri" "37"
"2483" "Hyperolius_glandicolor" "34.9"
"2484" "Hyperolius_guttulatus" "37"
"2485" "Hyperolius_horstockii" "43"
"2486" "Hyperolius_igbettensis" "21"
"2487" "Hyperolius_inornatus" "28"
"2488" "Hyperolius_kachalolae" "29"
"2489" "Hyperolius_kihangensis" "26"
"2490" "Hyperolius_kivuensis" "39"
"2491" "Hyperolius_kuligae" "26"
"2492" "Hyperolius_lamottei" "27"
"2493" "Hyperolius_langi" "31"
"2494" "Hyperolius_lateralis" "30"
