Comb_sciname,Year,Family,Npapers,MainBiogRealm,ThreatStatus,BodyMass,Habit,polykm2,elev.avg,humd.avg,bint_counts,range.rarity,W_avgPPP
Anolis barahonae,1962,Dactyloidae,1,Neotropic,EN,100.5,Arb,2978.38226253081,589.632995605469,87.510856628418,0,0.114075479465287,24889.746
Anolis barbatus,1982,Dactyloidae,4,Neotropic,NT,97.1,Arb,1545.86946259658,209.178512573242,41.0272521972656,0,0.207326252300016,
Anolis barbouri,1919,Dactyloidae,2,Neotropic,VU,3.5,Ter,12038.3273771573,734.102233886719,132.678665161133,0,0.828725079455224,19979.7525
Anolis barkeri,1939,Dactyloidae,3,Neotropic,VU,21,Aqu,39320.8256765283,273.628051757813,56.7843742370606,0,0.122384048188801,1021811.997
Anolis bartschi,1928,Dactyloidae,1,Neotropic,LC,10.6,Ter,3525.40105355887,124.041542053223,105.565895080566,1,0.104894740348288,
Anolis beckeri,1881,Dactyloidae,1,Neotropic,LC,4.7,Arb,138586.817345618,336.591339111328,39.1717338562012,5,1.37536191906739,44733.6524
Anolis bellipeniculus,1996,Dactyloidae,0,Neotropic,LC,7.2,Arb,9.99628067258797,1829.77917480469,0.591668725013733,0,0.100075792859435,166366.507
Anolis benedikti,2011,Dactyloidae,1,Neotropic,EN,2.4,Ter&Arb,2335.196517918,1363.06530761719,28.2625846862793,0,0.11978162080449,13628.4735
Anolis bicaorum,1996,Dactyloidae,2,Neotropic,CR,9.1,Arb,41.5384840590434,5.72177410125732,,0,0.273511846876641,
Anolis bimaculatus,1784,Dactyloidae,11,Neotropic,LC,39.3,Ter&Arb,298.223572825696,170.184509277344,218.540878295898,0,0.0234614631289044,645.643
Anolis binotatus,1863,Dactyloidae,0,Neotropic,LC,2.1,,57775.6240449678,376.405792236328,57.7370719909668,18,1.21355027137189,73122.336
Anolis biporcatus,1834,Dactyloidae,7,Neotropic,LC,30.8,Arb,544170.745707096,275.006500244141,44.215030670166,42,7.93934976088036,18297.318
Anolis birama,1990,Dactyloidae,0,Neotropic,EN,5.7,,9.99628067260122,3.29426741600037,2.39733195304871,0,0.100534112700197,
Anolis bitectus,1864,Dactyloidae,0,Neotropic,EN,3.8,Arb,59588.0626635812,766.633117675781,102.651336669922,14,1.12028936561444,70104.759
Anolis blanquillanus,1940,Dactyloidae,0,Neotropic,LC,12.6,Arb,65.3145561427836,16.9281997680664,,0,0.047515368525469,
Anolis boettgeri,1911,Dactyloidae,2,Neotropic,LC,6.7,Arb,132577.758625725,2526.88647460938,22.569408416748,7,0.423257397996195,124394.482
Anolis bombiceps,1875,Dactyloidae,0,Neotropic,LC,8.4,Ter,384147.921034175,185.125869750977,2.5326726436615,3,0.00157219593755383,45075.75775
Anolis bonairensis,1923,Dactyloidae,4,Neotropic,VU,8.7,Arb,43.6513351007279,784.7998046875,37.713077545166,0,0.0921650608173714,179090.27
Anolis boulengerianus,1887,Dactyloidae,1,Neotropic,DD,5.2,Ter&Arb,1950.70255082543,150.454513549805,61.4779167175293,0,0.0100821734037137,1021811.997
Anolis brasiliensis,1970,Dactyloidae,6,Neotropic,LC,8.7,Ter&Arb,489757.754149541,338.492309570313,8.73335075378418,7,0.286972731113934,1167743.273
Anolis bremeri,1914,Dactyloidae,1,Neotropic,LC,7.8,Arb,5938.34201148705,28.3617897033691,71.5061798095703,1,0.00513779068975684,
Anolis breslini,1980,Dactyloidae,0,Neotropic,EN,4.5,Ter&Arb,9.99628067263909,608.030944824219,250.701217651367,0,0.100800385594204,10951.323
Anolis brevirostris,1870,Dactyloidae,7,Neotropic,LC,3.2,Arb,17824.3660266317,568.090698242188,273.398803710938,2,0.777693614485938,20388.4055
Anolis brooksi,1923,Dactyloidae,0,,,,,,,,,,
Anolis brunneus,1894,Dactyloidae,1,Neotropic,NT,9.1,Arb,556.586740324022,3.82591247558594,1.61726224422455,0,0.07591148612933,8650.285
Anolis calimae,1983,Dactyloidae,1,Neotropic,VU,4.3,Arb,5315.41950514232,1625.10974121094,84.3635177612305,0,0.203151745076469,254751.451
Anolis campbelli,2008,Dactyloidae,0,Neotropic,EN,2.9,Ter,19.5187172981761,1605.59545898438,10.4485359191895,0,0.0518163696336639,45057.764
Anolis capito,1863,Dactyloidae,6,Neotropic,LC,20.4,Ter&Arb,276019.658096388,298.48681640625,44.2614555358887,22,4.45509122158389,19646.364
Anolis caquetae,1974,Dactyloidae,0,Neotropic,DD,4.1,Arb,10894.6032853352,203.224456787109,0.581815600395203,0,0.000143507963880841,254751.451
Anolis carlliebi,2014,Dactyloidae,2,Neotropic,,2.1,Ter&Arb,2223.73287731943,1930.61352539063,22.0317573547363,0,0.0272782781258064,1021811.997
Anolis carlostoddi,1996,Dactyloidae,0,Neotropic,LC,3.5,Ter,9.99628067261367,1110.63977050781,0.699345648288727,0,0.100607727239832,166366.507
Anolis carolinensis,1832,Dactyloidae,998,Neartic,LC,8.7,Arb,1194971.07892046,120.717178344727,63.2880630493164,403,0.00163080471691855,4794047.636
Anolis carpenteri,1971,Dactyloidae,2,Neotropic,LC,1.9,Ter&Arb,51300.0376673231,479.195678710938,74.5165634155273,28,0.563952803416298,8644.174
Anolis casildae,1991,Dactyloidae,2,Neotropic,EN,30,Arb,290.513406766929,1312.17358398438,15.0900287628174,0,0.0145863665074872,27039.167
Anolis caudalis,1932,Dactyloidae,2,Neotropic,LC,2.8,Arb,1370.79702852501,417.017547607422,384.989349365234,0,0.218816561257914,10951.323
Anolis centralis,1970,Dactyloidae,0,Neotropic,LC,2.4,Arb,42852.9853214217,143.42497253418,118.731048583984,4,2.12375869310796,12465.638
Anolis chamaeleonides,1837,Dactyloidae,1,Neotropic,LC,109.4,Arb,30007.6226460381,92.4799880981445,148.9541015625,11,0.888292852184582,
Anolis charlesmyersi,2010,Dactyloidae,0,Neotropic,LC,9.8,Arb,22332.1069273044,548.96240234375,143.378128051758,24,0.447531062768735,15202.362
Anolis chloris,1898,Dactyloidae,0,Neotropic,LC,4.5,Arb,135876.349877244,638.046447753906,48.5820732116699,26,2.21466448266875,59689.645
Anolis chlorocyanus,1837,Dactyloidae,5,Neotropic,LC,10.6,Arb,62519.9418752231,405.756317138672,290.357421875,14,2.17121059035469,20119.3925
Anolis christophei,1960,Dactyloidae,0,Neotropic,NT,2.5,Arb,15403.9189377687,508.656982421875,286.425689697266,2,0.613213706521347,24314.7575
Anolis chrysolepis,1837,Dactyloidae,12,Neotropic,LC,8.4,Ter&Arb,7366231.9102746,288.240661621094,6.82685041427612,115,5.18248991440698,104687.022111111
Anolis chrysops,1964,Dactyloidae,0,Neotropic,VU,8.1,Ter&Arb,0.828115053089574,1.3485072851181,,0,1.86731035447289,
Anolis clivicola,1935,Dactyloidae,0,Neotropic,NT,2.6,Arb,1559.88409384254,683.682434082031,16.6521453857422,0,0.557288123258456,
Anolis cobanensis,1942,Dactyloidae,0,Neotropic,VU,2.7,Arb,10289.4093953652,1255.98425292969,120.64811706543,0,0.210994356425625,45057.764
Anolis compressicauda,1955,Dactyloidae,0,Neotropic,LC,3.5,Ter,8206.23951706751,736.405395507813,98.4886779785156,4,0.0750969500006369,1021811.997
Anolis concolor,1862,Dactyloidae,0,Neotropic,LC,10.6,Ter&Arb,39.4782406873918,39.9059677124023,,0,0.244645776443368,254751.451
Anolis confusus,1991,Dactyloidae,0,Neotropic,EN,3.2,Arb,9.99628067262031,213.068817138672,86.161018371582,0,0.102163510076262,
Anolis conspersus,1887,Dactyloidae,8,Neotropic,LC,9.1,Ter&Arb,220.619456670314,8.45627117156982,127.215270996094,4,0.0456699441608694,29246.7375
Anolis cooki,1931,Dactyloidae,8,Neotropic,EN,7.1,Ter&Arb,557.076358961315,60.2136688232422,401.587921142578,0,0.140901507334484,
Anolis crassulus,1864,Dactyloidae,3,Neotropic,LC,4.3,Ter&Arb,30682.2364241917,1414.1953125,301.055633544922,17,0.342040398573755,22972.6455
Anolis cristatellus,1837,Dactyloidae,91,Neotropic,LC,9.8,Ter&Arb,9438.97024259243,222.558319091797,427.105804443359,17,1.98080106888837,4.289
Anolis cristifer,1968,Dactyloidae,0,Neotropic,DD,14,,13159.2469980105,262.856964111328,213.563262939453,0,0.131426929568915,179932.8265
Anolis cryptolimifrons,2008,Dactyloidae,0,Neotropic,LC,1.9,Arb,1527.60818033132,206.576995849609,28.5090007781982,0,0.00314305272589807,13837.1195
Anolis cupeyalensis,1970,Dactyloidae,0,Neotropic,LC,0.8,Arb,4557.69889476683,388.403686523438,38.5263519287109,0,0.463929095035391,
Anolis cupreus,1860,Dactyloidae,3,Neotropic,LC,3.9,Ter&Arb,119265.988728333,266.877807617188,66.6741485595703,40,0.692837952956875,6608.628
Anolis cuprinus,1964,Dactyloidae,0,Neotropic,LC,6.8,Ter&Arb,4813.92652077625,272.566680908203,42.4017181396484,0,0.0115231113444768,1021811.997
Anolis cuscoensis,2008,Dactyloidae,1,Neotropic,LC,5.2,Arb,35930.7356147127,3048.244140625,29.4898929595947,2,0.104909424521667,124394.482
Anolis cusuco,2000,Dactyloidae,0,Neotropic,CR,2.1,Ter&Arb,324.102835411002,1059.23168945313,162.252487182617,0,0.216485773691539,16786.033
Anolis cuvieri,1820,Dactyloidae,3,Neotropic,LC,114.9,Ter&Arb,6281.69676908023,291.642364501953,446.044281005859,16,0.118809730991813,
Anolis cyanopleurus,1861,Dactyloidae,0,Neotropic,LC,1.7,Arb,5984.61663610665,309.849273681641,103.792205810547,0,1.02158640668981,
Anolis cyanostictus,1939,Dactyloidae,0,,,,,,,,,,
Anolis haetianus,1862,Dactyloidae,16,Neotropic,LC,11,Arb,1684.91016888606,397.968322753906,290.149963378906,0,0.405341390057369,10951.323
Anolis cymbops,1864,Dactyloidae,0,Neotropic,DD,2.1,,343.802686905313,368.485076904297,201.502487182617,0,0.00437285457741285,1021811.997
Anolis damulus,1864,Dactyloidae,0,Neotropic,,3,,19.9925613449656,505.901824951172,22.5349712371826,0,0.0504375916604367,1021811.997
Anolis danieli,1988,Dactyloidae,0,Neotropic,LC,39.3,Arb,6590.96225136123,1853.16101074219,96.6168670654297,0,0.32957952838928,254751.451
Anolis darlingtoni,1935,Dactyloidae,1,Neotropic,CR,8.4,Arb,19.9925613691281,631.093627929688,286.513031005859,0,0.053319513636745,10951.323
Anolis datzorum,2007,Dactyloidae,1,Neotropic,EN,2.5,Arb,2853.77837786172,1299.3427734375,21.3289794921875,0,0.306962112199776,13557.0145
Anolis delafuentei,1982,Dactyloidae,0,Neotropic,,4.8,Arb,9.99628064852841,270.981719970703,8.15602874755859,0,0.105636521863037,
Anolis deltae,1974,Dactyloidae,1,Neotropic,,4.1,Arb,48639.120578934,48.7895851135254,5.65549898147583,0,0.00109817379446556,83167.0625
Anolis demissus,1969,Dactyloidae,0,,,,,,,,,,
Anolis desechensis,1976,Dactyloidae,2,Neotropic,LC,3.9,Ter&Arb,1.29849495549178,19.5715484619141,,0,1.54199327801733,
Anolis desiradei,1964,Dactyloidae,0,Neotropic,LC,10.6,Ter&Arb,13.6378300268989,100.769905090332,,0,0.116752026065185,
Anolis dissimilis,1965,Dactyloidae,1,Neotropic,LC,3.7,Arb,60092.9677626543,1116.84851074219,4.37523984909058,0,0.0531794754711222,124394.482
Anolis distichus,1861,Dactyloidae,29,Neotropic,LC,4.2,Arb,77748.3314602364,381.004974365234,280.052490234375,18,3.44996960604229,11874.6216666667
Anolis dolichocephalus,1963,Dactyloidae,0,Neotropic,EN,3,Arb,3696.46954391451,388.072021484375,351.594055175781,1,0.775180675980622,10951.323
Anolis dollfusianus,1873,Dactyloidae,0,Neotropic,LC,1.8,Ter&Arb,4332.41949703849,355.593963623047,363.224548339844,0,0.128510903234232,75273.6105
Anolis dominicensis,1862,Dactyloidae,0,,,,,,,,,,
Anolis doris,1925,Dactyloidae,0,,,,,,,,,,
Anolis duellmani,1973,Dactyloidae,0,Neotropic,DD,1.1,Ter&Arb,3796.12493762532,327.858337402344,97.2665023803711,0,0.042371578668505,1021811.997
Anolis dunni,1936,Dactyloidae,1,Neotropic,LC,4.2,Ter&Arb,19972.3748850157,509.205291748047,41.0779991149902,0,0.0132565554223719,1021811.997
Anolis elcopeensis,2015,Dactyloidae,0,Neotropic,,,,,,,,,
Anolis equestris,1820,Dactyloidae,20,Neotropic,LC,134.7,Arb,67434.8693929816,67.5302124023438,113.634262084961,15,1.66192336854329,
Anolis ernestwilliamsi,1983,Dactyloidae,4,Neotropic,CR,11.4,Ter,0.784558252081037,43.515079498291,,0,1.36655455808704,
Anolis etheridgei,1962,Dactyloidae,1,Neotropic,VU,1.7,Arb,3100.55720459752,1176.7392578125,143.564590454102,0,0.10469973934967,52021.948
Anolis eugenegrahami,1978,Dactyloidae,1,Neotropic,CR,7.8,Aqu,486.215737724118,433.606018066406,405.632476806641,0,0.00399553765858718,10951.323
Anolis eulaemus,1908,Dactyloidae,1,Neotropic,LC,20.4,,62881.6749972399,1655.32653808594,197.144622802734,58,1.42074606004051,121910.1835
Anolis euskalerriari,1996,Dactyloidae,0,Neotropic,NT,3.2,Arb,2992.50719272021,1803.95520019531,0.991826832294464,0,0.202881382890301,91067.1905
Anolis evermanni,1904,Dactyloidae,10,Neotropic,LC,9.8,Arb,5899.50537965974,312.016967773438,425.142852783203,9,0.11268342069095,
Anolis extremus,1887,Dactyloidae,7,Neotropic,LC,12.6,Arb,39811.2616112661,473.4912109375,299.078094482422,19,0.553464237045196,54520.0703333333
Anolis fairchildi,1935,Dactyloidae,0,Neotropic,VU,9.1,Arb,2.83504666097151,0,,0,0.352831046755702,
Anolis fasciatus,1885,Dactyloidae,0,Neotropic,LC,7.8,Arb,80000.63582191,952.523254394531,93.724250793457,14,1.06017596130435,44977.139
Anolis favillarum,1968,Dactyloidae,0,,,,,,,,,,
Anolis ferreus,1864,Dactyloidae,3,Neotropic,LC,35.7,Arb,162.066076376824,82.1479644775391,111.200775146484,0,0.109346430812946,
Anolis festae,1904,Dactyloidae,1,Neotropic,NT,4.8,Arb,29493.5965555758,123.26001739502,106.063751220703,0,0.203386581930335,70104.759
Anolis fitchi,1984,Dactyloidae,0,Neotropic,LC,18.1,Arb,43665.555174765,1647.08325195313,13.2070379257202,1,0.294048819138483,61179.8865
Anolis forresti,1923,Dactyloidae,3,Neotropic,LC,3,Ter&Arb,153.944044684942,11.5436248779297,13.3973197937012,0,0.0189841950765771,1088.476
Anolis fortunensis,1993,Dactyloidae,2,Neotropic,LC,2.4,Arb,193.04500941111,1278.23254394531,6.89285659790039,0,0.2144672424092,27039.167
Anolis fowleri,1973,Dactyloidae,0,Neotropic,EN,9.5,Arb,885.246510918167,1658.2041015625,72.95556640625,0,0.00440854843924707,52021.948
Anolis fraseri,1859,Dactyloidae,0,Neotropic,LC,31.6,Arb,250413.411524787,1680.55920410156,133.682876586914,123,4.0234441125478,94684.0285
Anolis frenatus,1899,Dactyloidae,4,Neotropic,LC,67.2,Ter&Arb,179440.503212728,540.131164550781,62.0481605529785,34,2.73271016831529,63506.583
Anolis fugitivus,1975,Dactyloidae,0,Neotropic,NT,1,Arb,9.99628067261388,493.942260742188,3.87062358856201,0,0.104663269757118,
Anolis fungosus,1971,Dactyloidae,1,Neotropic,NT,2.2,Arb,5244.36660007812,1708.71411132813,8.44266223907471,0,0.275121743287654,14379.7775
Anolis scapularis,1837,Dactyloidae,15,Neotropic,LC,3,,70722.2177434414,749.0537109375,29.1328563690186,9,0.201623433869728,20981.745
Anolis gadovii,1905,Dactyloidae,2,Neotropic,LC,10.6,Ter,3076.86227964653,367.521820068359,270.514465332031,1,0.0404849073496022,1021811.997
Anolis gaigei,1916,Dactyloidae,3,Neotropic,LC,3.1,Arb,82972.3749448673,469.753204345703,101.145195007324,42,1.73167751572185,30193.5486666667
Anolis garmani,1899,Dactyloidae,4,Neotropic,LC,52.6,Arb,10932.328660848,322.196990966797,256.495758056641,9,0.664327293450775,7266.0565
Anolis garridoi,1996,Dactyloidae,0,Neotropic,EN,1.6,Arb,9.99628065657134,696.688354492188,2.46385383605957,0,0.104909788056284,
Anolis gemmosus,1875,Dactyloidae,0,Neotropic,LC,6.1,Ter&Arb,19737.3881173739,2404.96459960938,190.643005371094,21,0.789811772597015,35181.632
Anolis gibbiceps,1864,Dactyloidae,0,Neotropic,,2.5,,219831.465886754,211.290893554688,81.5796127319336,26,0.993513595567903,69558.5605
Anolis ginaelisae,2013,Dactyloidae,1,Neotropic,,28.5,Arb,618.213842299295,1192.82019042969,20.2351207733154,0,0.00884075885708746,27039.167
Anolis gingivinus,1864,Dactyloidae,12,Neotropic,LC,7.8,Ter&Arb,230.32047473068,30.2456855773926,425.695983886719,2,1.50499006818707,239.735
Anolis gorgonae,1905,Dactyloidae,0,Neotropic,NT,6.3,Arb,11.9456271408958,101.624725341797,,1,0.168185926690802,
Anolis gracilipes,1898,Dactyloidae,0,Neotropic,LC,3.5,Ter,85405.5463983998,1034.30639648438,69.1215209960938,25,2.22258467633951,72563.355
Anolis grahami,1845,Dactyloidae,28,Neotropic,LC,8.7,Ter&Arb,11021.537280991,320.471557617188,256.163208007813,6,0.619188257935931,14539.381
Anolis granuliceps,1898,Dactyloidae,0,Neotropic,LC,2.5,Ter,61427.7141013424,349.454895019531,17.9098644256592,5,1.22404640348774,79138.5343333333
Anolis griseus,1887,Dactyloidae,7,Neotropic,LC,50.4,Arb,350.26251054151,314.055297851563,277.457366943359,0,0.0153790913477603,781.486
Anolis gruuo,2007,Dactyloidae,1,Neotropic,EN,3,Arb,1202.30710698896,1067.65112304688,22.8089008331299,0,0.00913314079413102,27039.167
Anolis guafe,1991,Dactyloidae,0,Neotropic,EN,2.5,Ter,628.199167528521,120.965072631836,70.8357086181641,0,0.492206707007201,
Anolis guamuhaya,1991,Dactyloidae,1,Neotropic,EN,84.3,Arb,1160.81325255008,417.527526855469,29.4231548309326,0,0.205857304655095,
Anolis guazuma,1984,Dactyloidae,0,Neotropic,LC,2.4,Arb,9.9962806725905,1386.48107910156,2.24619197845459,0,0.101439106559877,
Anolis gundlachi,1877,Dactyloidae,30,Neotropic,LC,9.1,Arb,6381.55954236166,302.321258544922,392.735809326172,15,0.115404324226129,
Anolis haguei,1942,Dactyloidae,0,Neotropic,NT,3.2,Ter&Arb,649.893355230027,1618.14807128906,50.2638931274414,0,0.209965843326205,45057.764
Anolis hendersoni,1923,Dactyloidae,2,Neotropic,VU,2.5,Arb,5041.17038992201,578.456909179688,722.229248046875,2,0.115296013625542,5617.3545
Anolis heterodermus,1851,Dactyloidae,11,Neotropic,LC,13.1,Arb,113953.008828499,1673.38513183594,187.977890014648,97,1.73890957508623,117570.986
Anolis heteropholidotus,1952,Dactyloidae,0,,,,,,,,,,
Anolis hobartsmithi,2001,Dactyloidae,0,Neotropic,EN,2.5,Ter&Arb,1385.22890364476,1351.56506347656,96.7868118286133,0,0.0130260774297389,1021811.997
Anolis homolechis,1864,Dactyloidae,4,Neotropic,LC,7.1,Ter&Arb,98956.18246264,107.085784912109,114.284744262695,18,3.54964562121757,5753.371
Anolis huilae,1982,Dactyloidae,3,Neotropic,LC,11.4,Arb,26827.6976109964,1325.40673828125,72.2247467041016,2,0.354484558053641,254751.451
Anolis humilis,1863,Dactyloidae,19,Neotropic,LC,2.7,Ter&Arb,65157.3134117993,303.569244384766,69.857421875,12,1.51326194722369,13983.619
Anolis ibague,1975,Dactyloidae,0,Neotropic,DD,3.55,Arb,1583.8646443319,361.182464599609,90.8492431640625,0,0.000992949442375407,254751.451
Anolis ibanezi,2009,Dactyloidae,1,Neotropic,LC,10.9,Arb,10430.0989998272,597.130249023438,14.0275983810425,0,0.306014080489979,13568.6555
Anolis ignigularis,1939,Dactyloidae,1,,,,,,,,,,
Anolis imias,1961,Dactyloidae,0,Neotropic,LC,6.4,Ter&Arb,780.714834324523,373.486267089844,49.9412002563477,0,0.359573606921072,
Anolis immaculogularis,2014,Dactyloidae,0,Neotropic,,2.6,Arb,8533.09733697573,441.160552978516,64.6621398925781,0,0.00490735999474343,1021811.997
Anolis impetigosus,1864,Dactyloidae,0,Neotropic,LC,2.5,,39583.875398655,477.496643066406,292.042236328125,14,0.257127739902636,166366.507
Anolis incredulus,1998,Dactyloidae,0,Neotropic,,0.9,,9.99628066257236,1105.62963867187,0.712451457977295,0,0.101549705205568,
Anolis inderenae,1988,Dactyloidae,0,Neotropic,,33.4,Arb,1452.15110156961,2925.78491210938,104.998306274414,0,0.00144152254355029,254751.451
Anolis inexpectatus,1989,Dactyloidae,0,Neotropic,EN,1.1,Arb,1762.03764442412,354.258880615234,72.5468139648438,0,0.360396380515157,
Anolis insignis,1871,Dactyloidae,1,Neotropic,LC,81.3,Arb,76439.1805686325,319.209136962891,59.1275825500488,20,2.16835975391718,23048.465
Anolis insolitus,1969,Dactyloidae,1,Neotropic,EN,2.2,Arb,1975.64552406729,1359.92053222656,77.5146865844727,0,0.00466253231582197,52021.948
Anolis isolepis,1861,Dactyloidae,1,Neotropic,LC,3,Ter&Arb,18644.1402639997,264.276763916016,151.635848999023,1,1.46425621005039,
Anolis jacare,1903,Dactyloidae,1,Neotropic,LC,8.6,Arb,28106.457895585,1666.18212890625,108.829437255859,10,0.939842119016221,104316.094
Anolis johnmeyeri,1982,Dactyloidae,0,Neotropic,EN,7.3,Ter&Arb,300.880497193505,1097.55834960938,21.2007102966309,0,0.216940675581884,16786.033
Anolis juangundlachi,1975,Dactyloidae,0,Neotropic,CR,1,Arb,78.0710078457501,27.7399940490723,82.7984771728516,0,0.0139340608491249,
Anolis jubar,1968,Dactyloidae,1,Neotropic,LC,5,Ter&Arb,49966.6189521814,138.123062133789,106.593612670898,4,2.61878832579747,11506.742
Anolis kahouannensis,1964,Dactyloidae,0,Neotropic,NT,9.1,Arb,0.344438320323587,0,107.00813293457,0,2.90469992275266,
Anolis kemptoni,1940,Dactyloidae,2,Neotropic,LC,4.5,Ter&Arb,466.143400216567,1976.50744628906,45.4250679016113,0,0.0120823829267469,13733.2445
Anolis koopmani,1961,Dactyloidae,0,Neotropic,CR,1.6,Ter&Arb,857.900561928577,376.798156738281,454.671997070313,1,0.00470129837157616,10951.323
Anolis kreutzi,2000,Dactyloidae,0,Neotropic,CR,2.8,Arb,71.4039464420306,1300.60607910156,1.93246781826019,0,0.145625012060865,16786.033
Anolis krugi,1877,Dactyloidae,8,Neotropic,LC,3.5,Arb,7293.47160612687,275.227508544922,386.157287597656,8,0.115404324226129,
Anolis kunayalae,2007,Dactyloidae,2,Neotropic,LC,26.5,Arb,9124.08505511892,281.777221679688,166.892578125,0,0.738986678341854,27039.167
Anolis laevis,1875,Dactyloidae,0,Neotropic,DD,4.5,,24400.861145424,741.401306152344,22.6122817993164,0,0.200248097436156,124394.482
