"Species","rates_mammals_svl","rates_mammals_litter","CHELSA_bio2_1981.2010_V.2.1_median","CHELSA_bio3_1981.2010_V.2.1_median","CHELSA_bio4_1981.2010_V.2.1_median","CHELSA_bio7_1981.2010_V.2.1_median","CHELSA_bio11_1981.2010_V.2.1_median","CHELSA_bio15_1981.2010_V.2.1_median","CHELSA_bio17_1981.2010_V.2.1_median"
"Ctenomys_flamarioni",0.0588847094151983,-0.0334268127496308,"5.00013823481642","33.4992297605072","363.491777909161","15.4995810593057","14.0000002953953","16.999303987487","273.00214838586"
"Delomys_collinus",-0.0710795072292562,-0.0036219164139266,"8.99972141740361","56.0001391435958","215.995404125671","15","18.0002783534064","69.0011124560046","96.001403926034"
"Delomys_dorsalis",0.010741805465167,-0.0510736471343918,"8.99986059299944","51.9999985323985","294.994708110367","16.0002785112061","14.999999748","22.0009756050039","336.994704788391"
"Delomys_sublineatus",0.0701670786157627,0.0596338149388388,"8.00000001940531","55.9997201596045","215.995404125671","14.9998606038067","18.0002783534064","67.0018096030074","96.001403926034"
"Calomys_laucha",-0.052228332377541,0.0162446669065995,"9","42.0001393830006","444.998325355039","21","12.0002785100011","40.9995814383919","112.005436875807"
"Calomys_tener",-0.0747335586353012,-0.00494871002397019,"9.00000001940392","62.0002783323016","161.498192574686","15","21.0002784426014","78.0004178807027","47.4986082083839"
"Calomys_expulsus",0.0273799717314862,-0.00600204779217564,"9.00027859859414","66.0005574691827","126.003208317013","14.0001391555947","23","87.9976282828653","13.005440121107"
"Calomys_callosus",0.0404959112613956,0.0163690414447483,"9","62.0001389195997","158.998469371463","14.9998607809994","22","69.0008359832072","55.9970817537349"
"Wiedomys_pyrrhorhinos",0.00508209754040876,0.00331595538470677,"9.00027859859414","67.9995814064114","143.991083628356","13.9998605569994","23","89.0001391127863","19.9986078682404"
"Rhagomys_rufescens",-0.0279045600339593,0.000105343185826148,"8.0001394195947","56.0001391435958","215.995404125671","15","17.9999997205986","64.0012521710051","105.010602200473"
"Juliomys_pictipes",-0.00816948486095431,0.00018321812784233,"9","57.000417445602","232.497285121488","15.9996516175988","17.0001392832999","52.5018792331068","153.998545310844"
"Juliomys_rimofrons",-0.0107259237071008,4.79144945156494e-05,"8.99986058840251","56.0001385955975","212.999444490804","15","17.000278823195","69.0011124560046","99.9930411171961"
"Oxymycterus_quaestor",-0.103960188387897,0.00819075481458172,"9","58.0004174650017","235.992622677533","15.9997214493992","18.0002783100011","46.0026452022124","158.990394709957"
"Oxymycterus_rufus",0.0645166364181795,-0.0194796939382609,"9.99986062499944","42","472.00542938401","22.0001393670006","12","37.998606053383","133.005018034464"
"Oxymycterus_nasutus",-0.0275353084404012,-0.00168644689839279,"9","48.000556916607","347.993591190113","17.9997911574991","13.9999302948004","17.0004870991078","339.491921726727"
"Oxymycterus_dasytrichus",0.0631447237622631,-0.00168644689847222,"7.99986055299943","57.4979079800247","180.995469632482","13.9993026237236","20.0003484700917","61.4958172536932","98.9936680379826"
"Oxymycterus_delator",0.0194030671961314,0.0173312173566362,"9","49.0003478578035","345.995058453363","18.4997911594991","17.999999882","27.5002082565009","255.999867959342"
"Thaptomys_nigrita",-0.0333189848479118,-3.56535731206639e-05,"8.99986087039611","55.9994418484163","256.493523847777","15.9994423947945","17.0002088471","38.7526452661611","223.001329489868"
"Deltamys_kempi",-0.0139715504568873,0.00160201361684449,"8.9994424938698","41.5002088085008","426.997142101575","20.9997211110854","12.0001391113046","15.0000698491976","269.507793634518"
"Akodon_paranaensis",0.202125661660714,0.0114940607446872,"8.99986075439499","49.0004873708046","328.496657228776","17.4997907768939","14.0003485041067","18.499791391685","364.497768032774"
