generation,leftchild,rightchild,abstime,betainit,betashift
121000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0203906,0
122000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0202009,0
123000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0201765,0
124000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0196592,0
125000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.019894,0
126000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.019388,0
127000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.019388,0
128000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.019388,0
129000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0189937,0
130000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0189937,0
131000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0191581,0
132000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0187171,0
133000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0185383,0
134000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0183724,0
135000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0183724,0
136000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.018926,0
137000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.018926,0
138000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.018926,0
139000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0181509,0
140000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0181509,0
141000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0188403,0
142000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0179442,0
143000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0181785,0
144000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0176873,0
145000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0176873,0
146000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.017922,0
147000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.017922,0
148000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0171615,0
149000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0171615,0
150000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.017598,0
151000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0170515,0
152000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0170515,0
153000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0172957,0
154000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.016926,0
155000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.017147,0
156000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0170833,0
157000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.017057,0
158000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0166885,0
159000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0166885,0
160000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0166885,0
161000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0162769,0
162000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0162769,0
163000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0161626,0
164000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0160217,0
165000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0160217,0
166000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0158662,0
167000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0161968,0
168000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0161968,0
169000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.015501,0
170000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0155047,0
171000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0151212,0
172000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.015724,0
173000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0152965,0
174000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0155431,0
175000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0155431,0
176000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0155431,0
177000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0153557,0
178000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0151437,0
179000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0151437,0
180000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0149232,0
181000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0148725,0
182000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0148725,0
183000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.01496,0
184000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0146912,0
185000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0146912,0
186000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0148591,0
187000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.014394,0
188000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0147062,0
189000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0144839,0
190000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0144062,0
191000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0145476,0
192000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0143944,0
193000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0143944,0
194000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0141749,0
195000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0144413,0
196000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0145349,0
197000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.014624,0
198000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0144246,0
199000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0141714,0
200000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0142426,0
201000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0141578,0
202000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0141325,0
203000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0138876,0
204000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0138876,0
205000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0140919,0
206000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0136274,0
207000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0138484,0
208000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.013471,0
209000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0133708,0
210000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0133828,0
211000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.013338,0
212000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0133093,0
213000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.013331,0
214000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.013331,0
215000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.013331,0
216000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0134519,0
217000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.012786,0
218000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0131764,0
219000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0131764,0
220000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0129437,0
221000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0129096,0
222000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0129992,0
223000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0127335,0
224000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0126216,0
225000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0126659,0
226000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0126659,0
227000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0126393,0
228000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0126387,0
229000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0125868,0
230000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0125868,0
231000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0125868,0
232000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0125497,0
233000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.012375,0
234000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0124507,0
235000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0124507,0
236000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0124507,0
237000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0124444,0
238000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0124083,0
239000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0124083,0
240000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0120122,0
241000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.011997,0
242000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0120967,0
243000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0118484,0
244000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0120768,0
245000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0120138,0
246000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0116334,0
247000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0119187,0
248000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0119187,0
249000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0119187,0
250000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.011951,0
251000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.011468,0
252000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0114462,0
253000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0113473,0
254000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0114256,0
255000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0113206,0
256000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0116095,0
257000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0113734,0
258000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0113734,0
259000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0113734,0
260000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0113734,0
261000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0111512,0
262000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0111512,0
263000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0111199,0
264000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0111442,0
265000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108694,0
266000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108694,0
267000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108694,0
268000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108417,0
269000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108417,0
270000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108784,0
271000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.010708,0
272000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108601,0
273000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0106133,0
274000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0107081,0
275000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0107884,0
276000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108835,0
277000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0108835,0
278000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0106349,0
279000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0104368,0
280000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0104915,0
281000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0105823,0
282000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0102431,0
283000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0102431,0
284000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0106012,0
285000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.010456,0
286000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0105413,0
287000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0100889,0
288000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0104914,0
289000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0104636,0
290000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0103688,0
291000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0102448,0
292000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0104457,0
293000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0104457,0
294000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0101301,0
295000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.010416,0
296000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.010416,0
297000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0103871,0
298000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0101457,0
299000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0101102,0
300000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0101102,0
301000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00979781,0
302000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00991395,0
303000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0100652,0
304000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0101368,0
305000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0101077,0
306000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0100292,0
307000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00996749,0
308000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00984716,0
309000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00970042,0
310000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00970042,0
311000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00981014,0
312000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00981014,0
313000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.009513,0
314000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00954477,0
315000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00941652,0
316000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0093655,0
317000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0093655,0
318000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00934684,0
319000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00949759,0
320000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00974856,0
321000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00955649,0
322000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00939516,0
323000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00930586,0
324000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00958914,0
325000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0092353,0
326000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.0095107,0
327000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00927712,0
328000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00929595,0
329000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00907583,0
330000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00907583,0
331000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00907835,0
332000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00919227,0
333000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00928815,0
334000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00909412,0
335000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00937775,0
336000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00911165,0
337000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00918778,0
338000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00918778,0
339000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00924202,0
340000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00924202,0
341000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00924202,0
342000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00924202,0
343000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00896157,0
344000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00896157,0
345000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00907055,0
346000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00907055,0
347000,Batrachuperus_karlschmidti,Epicrionops_bicolor,0,0.00912317,0
