Species,Bio01_range_past,Bio04_range_past,Bio07_range_past,Bio11_range_past,Bio15_range_past,Bio17_range_past,Bio01_range_present,Bio04_range_present,Bio07_range_present,Bio11_range_present,Bio15_range_present,Bio17_range_present
Philodryas viridissima,12.167,167.3365,4.9,11.35825,85.78425,822.975,341.95572779198,2641.89836409642,155.994153764775,344.95196666514,912.000440759948,17151.3019033665
Phimophis guerini,23.031,519.69275,14.775,26.9335,110.0795,425.7,331.97757451213,5359.9389527723,247.987881595481,356.97868876492,1215.93898936442,6475.71588406973
Phimophis guianensis,10.52475,133.979,3.95,10.40025,77.7805,709.025,316.96670689326,1417.92854509919,129.998328573186,314.96809996782,901.966570949226,12412.5818585751
Phimophis vittatus,17.89575,352.5415,9.625,20.18325,49.3845,74.35,328.97729391308,4796.68400588294,170.982450636698,344.97771123115,721.018926337825,1411.03987477603
Phrynonax poecilonotus,18.5295,315.83825,8.325,18.89175,126.3505,1307.85,345.98273476896,3727.02455967871,190.996795707131,353.98231778002,1234.95250469694,32748.9792466834
Phrynops geoffroanus,22.65175,504.15025,14.25,23.0585,96.466,823.975,338.98231656599,5469.91291319664,229.98983682313,349.96642209413,987.979797481475,17151.3019033665
Phrynops hilarii,13.5355,398.488,11.1,17.21675,83.6505,420.6,328.97687549351,4773.91559941707,224.99262175695,354.97687482762,975.006522650886,6435.72284931142
Phrynops tuberosus,6.23325,121.5235,3.525,6.83325,95.9425,685.675,200.98077792766,1724.93743987971,144.995539209109,192.9803597679,1068.94884687131,12422.6112503638
Phrynops williamsi,5.429,195.84925,6.25,5.78325,34.34425,303.625,114.99149590062,2579.00488118694,143.00167331541,104.99053156424,359.999433686525,5380.68022222352
Phyllodactylus heterurus,8.03975,50.6985,1.475,8.4665,75.0895,1.025,273.98105640898,2548.04223320106,124.001115591332,289.98314548009,1287.85425088698,169.985789635533
Phyllopezus lutzae,5.12725,92.06125,2.65,6.15,87.16325,321.675,100.99316814215,1471.00514838934,126.998604959492,117.99261067698,995.972821857081,4139.97574298709
Phyllopezus periosus,3.879,98.78975,2.75,4.46675,62.9525,105.9,84.9977712681402,1562.91387675309,128.998468745712,94.9923369928101,773.984669951559,1705.8115180363
Phyllopezus pollicaris,16.13075,421.31875,12.275,19.875,97.44425,424.25,267.97687336515,4401.96589416648,202.99930391192,288.97757074241,1048.00055781826,6465.72647186985
Phymaturus antofagastensis,1.6105,53.1805,1.425,1.658,10.23375,2.35,264.98636534236,3511.79428761486,142.988021839872,292.98316031528,489.995985104207,174.046821952291
Phymaturus ceii,1.38975,52.131,1.475,0.69975,23.60625,2,65.9906711531498,793.013388539321,31.00194641432,57.9928984994499,339.960574836169,498.948778253355
Phymaturus denotatus,0,0,0,0,0,0,203.00389827021,2074.13059935199,77.997907205191,221.00041484078,422.979103274425,321.078739848781
Phymaturus extrilidus,3.1665,35.064,0.85,3.0415,18.83825,3.4,353.97603798324,3563.70227950852,87.997633369689,353.98146514427,756.975053359914,2268.64734572089
Phymaturus laurenti,6.82725,57.2095,1.5,6.44975,34.639,5.175,279.98886622969,3615.92814935034,148.989551157969,306.98746881004,671.974259231087,555.034330678306
Phymaturus mallimaccii,4.34375,40.6075,1.125,3.7415,3.70725,0.625,278.97785214082,2626.88532562427,112.994014547636,279.97520642547,391.991505638097,478.952354245585
