Species,Bio01_range_past,Bio04_range_past,Bio07_range_past,Bio11_range_past,Bio15_range_past,Bio17_range_past,Bio01_range_present,Bio04_range_present,Bio07_range_present,Bio11_range_present,Bio15_range_present,Bio17_range_present
Echimys chrysurus,3.9355,100.6355,2.85,4.4165,48.84375,424.575,175.99233882127,1152.88508607514,116.995681454592,166.99345316748,686.934936746579,8465.89024911776
Echimys saturnus,8.5855,45.41325,1.15,8.32525,43.17375,624.05,279.97131123528,1073.87714668425,50.9977698572303,285.96991873697,417.963913675629,16425.7134537654
Echimys vieirai,0.797749999999997,50.4845,1.2,0.841750000000001,18.916,92.5,35.9990256176702,665.006525184545,60.9981897596778,34.9988864062302,281.989829569585,2190.84857030769
Eira barbara,23.971,438.468,12.65,28.10875,126.3505,1307.85,354.99163988329,5254.73100331039,255.98676778687,397.98773987086,1319.94301493861,32746.9759002536
Eligmodontia moreni,15.2955,220.058,6.175,13.30825,56.9305,13.925,291.97715451086,4415.96822549634,137.988583310927,282.97562192599,1010.90373822461,1038.77722489853
Eligmodontia morgani,12.65175,357.29575,10.125,9.2,90.1065,385.25,295.98200627626,5201.72331487959,247.979245795272,303.97823881313,953.973658945429,14814.4731796705
Eligmodontia puerulus,17.852,310.255,8.4,21.158,85.624,241.875,359.98593830335,6665.58150274504,256.98551618279,425.98315388708,1330.80413824006,4743.85509841023
Eligmodontia typus,18.13325,358.01275,10.15,15.53325,88.37675,190.225,355.97977968538,5011.64717893194,238.997774118098,358.98158648491,1019.9669781719,8871.78201637003
Eremoryzomys polius,6.89375,32.83475,0.7,6.47525,90.55675,377.8,241.99122729349,2597.58670664514,94.9827334636847,232.9949878221,1092.88634741731,8789.77450909217
Erethizon dorsatum,36.883,1227.1075,33.825,46.525,105.54,504.2,614.90625442487,16055.8077484754,499.979115603377,600.93997183883,1257.92838836024,22055.2286198786
Euneomys chinchilloides,2.76875,185.39825,5.275,2.68325,16.625,758,179.97578957063,2808.80701698351,131.99748536667,177.97509315404,184.994009967406,15261.2795472466
Euneomys fossor,6.379,36.9037499999999,0.949999999999999,6.14175,40.7775,7.125,271.9955486447,4272.71873033052,175.982172803306,305.99206477955,741.930195934116,727.91725700262
Euneomys mordax,7.69375,191.60025,5.375,9.56675,50.908,156.025,384.945669498,4639.42760683556,135.986073142228,409.9399598491,984.953474239151,6188.07792258695
Euneomys petersoni,13.3165,425.11275,11.975,10.3335,94.315,422.3,320.98078637768,5201.72331487959,247.979245795272,303.97823881313,964.976167181889,20690.299846457
Euphractus sexcinctus,23.929,481.85225,13.675,28.28325,108.77975,424.25,331.97757451213,5438.81120529157,246.994981692956,376.9980447461,1297.95275776872,6475.71588406973
Euryoryzomys emmonsae,2.2415,79.71025,2.375,1.87475,26.871,175.3,55.9969347543397,837.957675189871,83.9924740734805,49.9970739537798,286.002371156074,2103.03185253277
Euryoryzomys lamia,3.694,46.9775,1.55,4.6755,7.65825000000001,28.425,88.9901094529801,1115.96754617294,59.994565382611,96.9990269564596,163.002789649695,620.963805920141
Euryoryzomys legatus,17.84775,218.41475,5.8,19.32525,47.8205,78.5,247.99540497122,3428.63663931385,138.994700842281,251.991784152,855.950263399548,1642.01775782667
Euryoryzomys macconnelli,16.99775,122.63225,3.45,17.475,76.512,866.7,337.98412777282,1373.89180934094,132.998746560353,348.97925313787,931.890823470588,17105.1347596738
