inertia,OMI,Tol,Rtol,omi,tol,rtol
Enyalius.brasiliensis,2.83692295654784,0.67563884897958,0.426408016312675,1.73487609125559,23.8,15,61.2
Enyalius.catenatus,3.78783074650529,1.09879955741302,0.623971407889641,2.06505978120263,29,16.5,54.5
Enyalius.erythroceneus,5.87947280981775,4.1758460449391,0.0984046522118897,1.60522211266676,71,1.7,27.3
Enyalius.iheringii,4.25706809246953,1.52165967866142,1.03257063037093,1.70283778343718,35.7,24.3,40
Enyalius.perditus,2.07391760117823,0.839008483581857,0.216648063318244,1.01826105427813,40.5,10.4,49.1
Enyalius.pictus,4.76226091350615,2.81103559928823,0.131143889871188,1.82008142434673,59,2.8,38.2
Epicrates.assisi,6.78350930700874,4.17095001118924,0.26014725787141,2.35241203794809,61.5,3.8,34.7
Epicrates.cenchria,5.20431361433414,2.59933739641333,0.425844682940975,2.17913153497984,49.9,8.2,41.9
Epicrates.crassus,2.39077289744926,0.131856643043337,0.225594288331055,2.03332196607487,5.5,9.4,85
Epictia.borapeliotes,6.90533970118621,5.12619267158464,0.20904349261857,1.570103536983,74.2,3,22.7
Epictia.munoai,7.09446684695982,6.37058082183056,0.0559890432017399,0.667896981927517,89.8,0.8,9.4
Erythrolamprus.aesculapii,3.19573430321179,0.0974281380112096,1.53275619223819,1.56554997296239,3,48,49
Erythrolamprus.almadensis,4.03496372051822,0.0075955552370923,2.39434775809913,1.633020407182,0.2,59.3,40.5
Erythrolamprus.atraventer,2.42535456937328,0.512681791749936,0.768240444807111,1.14443233281623,21.1,31.7,47.2
Erythrolamprus.frenatus,1.60797850289203,0.452349127548137,0.25884724251173,0.896782132832163,28.1,16.1,55.8
Erythrolamprus.jaegeri,3.4990634172196,0.224165739534191,1.5031447244548,1.77175295323061,6.4,43,50.6
Erythrolamprus.maryellenae,4.00134620272865,2.74068167112289,0.224370663162363,1.0362938684434,68.5,5.6,25.9
Erythrolamprus.miliaris,3.88560704163496,0.00187950649181829,1.10714681290838,2.77658072223476,0,28.5,71.5
Erythrolamprus.mossoroensis,6.64444819437488,4.0985101329439,0.18955883323312,2.35637922819786,61.7,2.9,35.5
Erythrolamprus.poecilogyrus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Erythrolamprus.reginae,3.43249635899663,0.209304439949712,1.52035085119723,1.70284106784969,6.1,44.3,49.6
Erythrolamprus.semiaureus,6.13490637650211,5.20449601701336,0.188684559837544,0.741725799651206,84.8,3.1,12.1
Erythrolamprus.taeniogaster,7.29790379151316,5.07095413195301,0.374313955586199,1.85263570397394,69.5,5.1,25.4
Erythrolamprus.typhlus,2.63736998135199,0.336763994350733,1.08390333691046,1.21670265009079,12.8,41.1,46.1
Erythrolamprus.viridis,7.24683582447856,4.4808651945744,0.296532192248534,2.46943843765563,61.8,4.1,34.1
Eunectes.murinus,3.16005060917546,1.04674300874887,0.549796347290026,1.56351125313656,33.1,17.4,49.5
Eunectes.notaeus,2.14443808208786,1.48300777706089,0.236609048723666,0.424821256303305,69.2,11,19.8
Eurolophosaurus.nanuzae,4.1211435142429,3.51095202742991,0.13084488026969,0.479346606543303,85.2,3.2,11.6
Gomesophis.brasiliensis,3.65079022193253,0.611659200020455,1.75582721629134,1.28330380562073,16.8,48.1,35.2
Gymnodactylus.darwinii,2.79571498061699,0.999799019750619,0.249775412287113,1.54614054857926,35.8,8.9,55.3
Gymnodactylus.guttulatus,3.69256687122951,2.65057571569497,0.0507039411948305,0.991287214339702,71.8,1.4,26.8
Gymnodactylus.vanzolinii,6.22938420755277,5.25146883902585,0.0646140710194544,0.913301297507466,84.3,1,14.7
Gymnophthalmus.lineatus,7.99761316768878,5.90563020056094,0.361263724314854,1.73071924281298,73.8,4.5,21.6
Helicops.angulatus,6.01341034894196,3.18285806190582,0.339911620886095,2.49064066615004,52.9,5.7,41.4
Helicops.carinicaudus,3.62982691265372,0.287553692640807,0.588976391842169,2.75329682817075,7.9,16.2,75.9
Helicops.gomesi,1.67060399637879,0.702017303237131,0.517712168475569,0.450874524666088,42,31,27
Helicops.infrataeniatus,3.57529758536837,0.679822214636622,1.66915455772205,1.2263208130097,19,46.7,34.3
Helicops.leopardinus,3.99840650070277,0.0397861870391318,2.32165631148034,1.63696400218329,1,58.1,40.9
Helicops.modestus,1.98593946363456,0.428780507034383,0.476227479159828,1.08093147744035,21.6,24,54.4
Hemidactylus.brasilianus,6.31943211341479,4.48110008649996,0.0809745187388647,1.75735750817597,70.9,1.3,27.8
Hemidactylus.mabouia,3.52266287451735,2.8593549347643,0.385945605828754,0.277362333924296,81.2,11,7.9
Heterodactylus.imbricatus,2.41936978167633,0.930352007649306,0.226594358394291,1.26242341563274,38.5,9.4,52.2
Heterodactylus.lundii,2.83072053403499,2.59751932591409,0.00604691647186082,0.227154291649041,91.8,0.2,8
Heterodactylus.septentrionalis,6.22938420755277,5.25146883902585,0.0646140710194544,0.913301297507466,84.3,1,14.7
Homonota.uruguayensis,6.77413859052229,6.62629313400428,0.00944545731424421,0.138399999203765,97.8,0.1,2
Hoplocercus.spinosus,3.1587509933873,2.92524157410408,0.0536842095835573,0.179825209699664,92.6,1.7,5.7
Hydrodynastes.bicinctus,1.90723919040142,0.718504455693421,0.411183720078346,0.777551014629651,37.7,21.6,40.8
Hydrodynastes.gigas,3.12359842518563,0.363422749297707,1.26136756766149,1.49880810822643,11.6,40.4,48
Hydromedusa.maximiliani,3.00948050151347,0.389114643031671,0.33782637259392,2.28253948588788,12.9,11.2,75.8
Hydromedusa.tectifera,3.56975893660795,0.207403182541753,1.69807632270045,1.66427943136575,5.8,47.6,46.6
Hydrops.caesurus,0.903137537051717,0.814493292967255,0.0168609035559742,0.0717833405284877,90.2,1.9,7.9
Iguana.iguana,3.48145557810724,0.249099679963486,1.48935828789703,1.74299761024672,7.2,42.8,50.1
Imantodes.cenchoa,3.81265007680252,0.0195459121161964,2.01828440595588,1.77481975873044,0.5,52.9,46.6
Kentropyx.calcarata,3.42651724592123,0.891608989494911,0.737394812284178,1.79751344414214,26,21.5,52.5
Kentropyx.paulensis,2.01487497485372,0.778701874006899,0.378156803273939,0.858016297572881,38.6,18.8,42.6
Kentropyx.vanzoi,2.2518272672352,1.76946820576143,0.128929709081533,0.35342935239223,78.6,5.7,15.7
Kentropyx.viridistriga,1.12843064825599,0.983925271055235,0.0330213495397286,0.111484027661025,87.2,2.9,9.9
Kinosternon.scorpioides,8.38225673346834,6.66885084061543,0.495549878240994,1.21785601461192,79.6,5.9,14.5
Lachesis.muta,4.89272596820673,2.30553842607019,0.54605383778681,2.04113370434973,47.1,11.2,41.7
Leposoma.annectans,6.87111195690311,5.20056876754532,0.205071483009321,1.46547170634847,75.7,3,21.3
Leposoma.nanodactylus,5.15388908011941,3.10410225022146,0.161936119188142,1.88785071070981,60.2,3.1,36.6
Leposoma.puk,5.39360031467293,3.22262885059256,0.178174646450015,1.99279681763036,59.7,3.3,36.9
Leposoma.scincoides,3.88379996924617,1.6801925613705,0.431586913163805,1.77202049471186,43.3,11.1,45.6
Leposoma.sinepollex,5.43010832269118,4.89056696782633,0.0257524211173573,0.513788933747501,90.1,0.5,9.5
Leptodeira.annulata,3.5757620971467,0.164875334815097,1.69279603604176,1.71809072628984,4.6,47.3,48
Leptophis.ahaetulla,3.98211301754739,0.00019632694426856,1.92869016236207,2.05322652824105,0,48.4,51.6
Lioheterophis.iheringi,8.96712197648385,7.59077462407535,0.160380732176628,1.21596662023188,84.7,1.8,13.6
Liolaemus.arambarensis,2.78925144259615,0.713131458876836,0.135340449023145,1.94077953469617,25.6,4.9,69.6
Liolaemus.lutzae,3.02085712110434,1.4009579904995,0.360118056373691,1.25978107423114,46.4,11.9,41.7
Liolaemus.occipitalis,6.13315887424586,4.68530770931116,0.439679562270225,1.00817160266447,76.4,7.2,16.4
Liotyphlops.beui,2.82687239674345,0.08581104040936,0.458752803112327,2.28230855322176,3,16.2,80.7
Liotyphlops.caissara,2.34452761483842,0.616320671469221,0.578056805622786,1.15015013774642,26.3,24.7,49.1
Liotyphlops.schubarti,1.58663558918343,0.898814383510546,0.0895301222328533,0.598291083440033,56.6,5.6,37.7
Liotyphlops.ternetzii,3.16686535275272,0.138360236902709,0.493174827996449,2.53533028785356,4.4,15.6,80.1
Liotyphlops.trefauti,6.90169403873834,5.19915732229109,0.375315678210647,1.3272210382366,75.3,5.4,19.2
Liotyphlops.wilderi,2.51233770773793,1.61619559014739,0.1682551660677,0.727886951522839,64.3,6.7,29
Lygophis.anomalus,6.11794928544597,5.41578908994535,0.131161053819943,0.570999141680682,88.5,2.1,9.3
Lygophis.dilepis,3.71580789263027,0.065679462355427,1.14372560673061,2.50640282354423,1.8,30.8,67.5
Lygophis.flavifrenatus,3.87020562204754,1.58897159973616,1.21718354193333,1.06405048037805,41.1,31.5,27.5
Lygophis.meridionalis,2.6750306554264,0.160518289598454,0.566302917408882,1.94820944841906,6,21.2,72.8
Lygophis.paucidens,5.86019837223964,4.6176279290656,0.137791629357977,1.10477881381607,78.8,2.4,18.9
Manciola.guaporicola,1.6450910474126,0.719443671594494,0.405178068003836,0.520469307814269,43.7,24.6,31.6
Mastigodryas.bifossatus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Mastigodryas.boddaerti,3.41603866672513,3.15737559491357,0.0567830901456714,0.201879981665888,92.4,1.7,5.9
Mesoclemmys.hogei,2.54597844241255,0.627727752983697,0.173580295828742,1.74467039360011,24.7,6.8,68.5
