Species,Bio01_past,Bio04_past,Bio07_past,Bio11_past,Bio15_past,Bio17_past,Bio01_present,Bio04_present,Bio07_present,Bio11_present,Bio15_present,Bio17_present
Ameiva parecis,25.71975,67.4925,2.125,25.05,77.29075,35.7,2977.50104423658,648.982312348897,132.000418142348,2968.50048745058,729.000211727463,519.973115724834
Ameivula abaetensis,25.95925,155.876,4.425,23.9375,40.983,101.075,2983.00034900542,1506.73664191686,126.996163022643,2960.00055811005,380.020612240503,1106.06139666585
Ameivula abalosi,23.80625,426.2915,12.35,18.21675,76.0845,24.5,2956.00125296505,4149.97061839783,214.000000149828,2898.00139233929,710.989544202919,273.032056552788
Ameivula cipoensis,23.07925,179.15475,5.275,20.58325,90.4425,28.25,2945.0011173268,1849.99513624526,146.999582145827,2918.00118703453,885.994427396788,401.990398286274
Ameivula confusioniba,27.581375,149.403625,4.6875,26.16675,85.041,7.7875,2992.50208998246,1153.50192888281,135.499164879425,2982.00167224362,854.50536910034,48.5024370758342
Ameivula cyanura,26.35425,125.44875,4.4625,24.80825,89.369,9.225,2966.0025046178,1249.51272494679,137.499580243742,2946.00243440496,851.975865582013,125.050137116657
Ameivula jalapensis,27.438625,120.453125,3.7375,26.0335,82.106375,13.3125,2993.99853597096,964.504109265354,136.500418604329,2986.49769981667,824.997359295393,67.4998592636594
Ameivula littoralis,22.274,206.790375,5.9875,19.591625,73.266875,77.7625,2955.4988893817,2127.95309083322,152.499372418698,2926.49937721946,676.006803096926,880.535959048811
Ameivula mumbuca,27.20925,121.720625,3.7875,25.779125,84.543125,9.4375,2990.00083571481,985.512264112064,138.498955367218,2979.50069659625,839.497147559056,64.4960976960351
Ameivula nativo,24.62725,156.82625,4.5,22.575,42.23775,183.275,2972.00139509473,1619.92504401288,121.988287809603,2949.00278905583,261.999034089413,2325.03321516925
Ameivula nigrigula,27.523,124.96225,4.5,26.35,90.28775,4.325,3000.99553962146,1004.02022703798,147.99735300125,2985.99525981576,925.991082319951,33.0154711322578
Ameivula ocellifera,26.07075,128.89525,4.3,24.88325,75.29375,46.225,2981.99749433564,1175.99626969476,141.000001139409,2966.00041630796,720.998048181073,517.018793868238
Ameivula pyrrhogularis,28.8595,144.938375,3.95,27.479,88.827,46.875,3013.99986086344,1533.46702695834,135.499582097448,2997.00020893657,953.515062482504,269.481797352853
Ameivula venetacauda,27.42925,145.37125,4.625,26.1335,86.2985,6.35,2990.001532741,1069.00860743472,137.999303965158,2981.00083629698,854.007389454273,43.0030648697821
Ameivula xacriaba,25.22075,126.39,4.65,23.48325,99.004,9.225,2976.00083720895,1216.00140121549,145.000975655512,2958.00069781692,948.002373973342,95.9920576237387
Amerotyphlops amoipira,27.0105,124.96225,4.5,25.625,91.8915,4.4,2976.00083720895,1102.02749048525,145.000975655512,2958.00069781692,913.001957151752,63.0131136720024
Amerotyphlops arenensis,27.56275,93.81775,2.75,26.24175,87.7585,31.2,2989.0009752337,903.930451942105,100.985922219186,2976.00195073082,647.027450840703,569.011045227914
Amerotyphlops brongersmianus,25.899875,118.6835,3.725,24.754125,67.526125,80.75,2981.00160187095,1033.48683571419,130.995884735681,2969.00327296256,630.992062506854,917.569465789227
Amerotyphlops minuisquamus,25.88975,74.56675,2.125,25.0585,34.97625,447.3,2985.99986086115,454.01658087538,84.0032038646994,2979.00083561088,346.012816418607,4088.96557664586
Amerotyphlops paucisquamus,27.023,77.31575,2.3,26.3165,78.839,71.625,2995.00041841373,820.925037021857,101.991073035902,2987.00055767199,736.004048524407,651.033211077625
Amerotyphlops reticulatus,26.16475,86.367,2.7,25.225,66.52075,100.45,2985.99902539304,790.021870381385,115.000000333762,2976.9999994376,618.009896025326,1046.10382273208
Amerotyphlops yonenagae,27.26675,123.082625,4.5125,25.9875,91.089625,4.3625,2985.99916049425,1053.02385876162,145.498257613484,2969.49895049856,905.493793549857,48.0142924021301
Amnesteophis melanauchen,25.95825,146.472,4.2,24.01675,33.58075,163,2983.00069723543,1486.92635536035,113.992325724635,2962.00153447653,423.001139204114,2120.83068126125
Amphisbaena absaberi,27.2835,146.7815,4.9,25.28325,75.7965,41.975,2993.99958266685,1562.96839878277,144.001114052813,2969.0002787577,712.006684000466,586.975068856513
Amphisbaena acrobeles,27.0375,121.89675,3.8,25.70825,84.4455,8.85,2983.00027745015,989.006410315051,133.999722095933,2974.99999907527,838.999028022584,47.9967960605233
Amphisbaena alba,25.932375,114.69775,3.575,24.7875,63.3335,93.5375,2982.99923403112,1002.01818990109,128.001533322125,2971.00090522283,593.988505756367,1032.62817687416
Amphisbaena albocingulata,25.3415,282.403,7.925,21.38325,44.05375,149.4,2963.00320192561,2928.96911326573,166.000417076777,2924.00264577717,364.010715526207,1823.07293993517
Amphisbaena amazonica,26.4875,79.76925,2.375,25.66675,56.78475,198.15,2990.00167048753,696.970895423341,99.0018118010572,2982.00139273389,567.01143363634,1739.03589928999
Amphisbaena anaemariae,26.8395,119.6675,3.65,25.6335,89.7495,13.225,2981.99790785129,985.997778576338,148.997632503381,2970.99790740329,858.995538470835,134.999030066424
Amphisbaena angustifrons,21.1615,481.020625,13.9875,15.216625,64.083125,57.575,2932.00090399683,4605.94218765014,221.499304091442,2872.00132198878,595.987524946805,606.045869309339
Amphisbaena anomala,26.94175,80.99475,2.4,26.3165,67.99725,168.45,2996.99958180169,850.007395527252,113.998607071494,2987.00153249994,736.004048524407,1119.90593200726
Amphisbaena arda,27.523,124.96225,4.5,26.35,90.28775,4.325,3000.99553962146,1004.02022703798,147.99735300125,2985.99525981576,925.991082319951,33.0154711322578
Amphisbaena arenaria,27.3625,165.5085,4.925,25.11675,73.9155,27.6,2986.00236771843,1588.04040260511,139.001809721644,2962.0019496367,521.046493958558,462.981789505989
Amphisbaena bahiana,25.95825,146.472,4.2,24.01675,33.58075,163,2983.00069723543,1486.92635536035,113.992325724635,2962.00153447653,423.001139204114,2120.83068126125
Amphisbaena bassleri,25.1415,60.5065,1.825,24.3085,40.895,264.175,2979.00041787595,510.005706917912,94.0001393954558,2970.0005570674,376.99763592803,2815.74166647663
Amphisbaena bedai,26.2085,131.851,4.85,24.9915,78.9755,37.2,2975.99985823835,1152.99207219907,148.999443726803,2956.999997668,723.012114542024,539.966996924998
Amphisbaena bilabialatus,26.25,96.13375,2.925,25.15025,78.141,14.65,2984.00013937545,707.010593948467,140.999303986344,2978.9997216023,810.996799265245,160.994703191679
Amphisbaena bolivica,22.478,432.6495,12.475,16.4125,81.054125,23.675,2947.49853900764,4222.47786405372,214.499861120672,2888.50097400935,753.993236234351,273.514298546454
Amphisbaena borelli,19.29575,287.4965,8.225,15.374875,92.312625,19.3125,2938.00564242357,2869.50479547456,179.000070886155,2897.50578114781,846.487046588909,294.510230380023
Amphisbaena brasiliana,26.051,59.542875,1.8875,25.40825,63.80825,102.3875,2987.50041760655,826.51253488572,110.499025679452,2979.00041753826,636.499935893222,1199.57525074143
Amphisbaena brevis,26.5645,100.9835,3.925,25.5915,82.69,22.35,2982.9988857668,920.965193777779,146.997910920452,2969.99958191705,778.008495858265,311.991228193611
Amphisbaena caiari,26.502,53.32325,1.6,26.025,66.1935,81.525,2989.0002785811,503.997776819609,108.999443156598,2983.0005571428,599.997352721056,1084.00317917051
Amphisbaena camura,24.8915,348.12625,9.925,20.5,71.9375,32.15,2968.99972018048,3530.93108507928,188.998468347069,2920.00139201929,679.982579667323,411.018827532706
Amphisbaena carli,25.255125,111.6355,3.85,24.054125,92.314,9.1125,2963.00209036002,1126.98413431954,151.499093820065,2947.00250782057,881.503768596516,104.493661064883
Amphisbaena carvalhoi,25.91875,138.022,4.025,24,76.77925,40.725,2962.00487621596,1330.95429637239,127.997209216158,2942.00557303421,561.028257956589,463.071603356362
Amphisbaena cegei,17.4915,187.7125,5.55,14.95825,86.11975,59.825,2902.01142100344,1940.05030864658,160.991508589151,2874.01058476112,852.941098933494,190.265921479192
Amphisbaena cerradensis,24.8145,142.11175,4.8,22.7835,75.0255,52.7,2969.99944507121,1511.94836144867,152.998607800311,2946.00000177061,746.006550012969,504.970049755975
Amphisbaena crisae,27.42925,121.24725,3.8,25.98325,81.37025,13.1,3004.99888560001,1056.96392052293,134.998468010861,2994.99930339315,821.993457601864,75.0036189631439
Amphisbaena cuiabana,27.11675,122.4085,4.65,25.61675,77.69925,33.425,2991.99707476094,1272.93649184977,141.999860341551,2970.99846737465,714.005288820729,449.995267197453
Amphisbaena cunhai,26.621,50.0545,1.6,26.1585,61.9385,102.7,2991.9997214497,465.996660100979,103.000418309949,2987.99958225425,612.988025289658,1172.05429479952
Amphisbaena darwini,19.878125,454.898,13.1375,14.525125,48.643375,102.9125,2916.00083470202,4409.46359154017,215.998886082587,2862.50404059557,451.496159722314,1123.00200629281
Amphisbaena dubia,20.904375,281.015,7.6875,17.445875,32.795125,255.9125,2917.50543158068,2719.96853935235,156.49909463237,2883.50543160578,325.0004810012,2873.40199864249
Amphisbaena frontalis,27.523,124.96225,4.5,26.35,90.28775,4.325,3000.99553962146,1004.02022703798,147.99735300125,2985.99525981576,925.991082319951,33.0154711322578
Amphisbaena fuliginosa,26.207375,74.638125,2.35,25.35825,60.16275,155.4,2986.99916421133,668.004601045444,106.0014631652,2978.9988857323,583.997631397754,1511.0270819748
Amphisbaena gracilis,18.73975,468.205875,13.5125,13.108375,13.69725,254.175,2899.00013805824,4506.97241747811,217.499860970367,2842.00132271847,140.000412583219,2611.52074158892
Amphisbaena hastata,27.0105,121.203,4.525,25.625,91.8915,4.4,2971.00278136704,1102.02749048525,142.999162225717,2953.00264118137,884.996504779763,63.0131136720024
Amphisbaena heathi,28.296,80.007,2.4,27.18325,93.288,24.025,2993,723.930616443578,68.9887137823886,2983.00069659484,740.012119101045,450.011025289347
Amphisbaena heterozonata,20.0585,474.285,13.775,13.8165,58.24425,55.275,2926.99777835082,4564.96883342796,219.998886306149,2863.99401737231,541.993233981838,621.016598505669
Amphisbaena hiata,23.29375,424.6825,12.475,18.0085,44.28025,138.4,2945.00111356341,4108.96659534786,200.99944299199,2892.00153123536,438.982861629484,1538.09170021419
Amphisbaena hogei,21.59175,238.38325,6.475,18.55025,57.65,145.175,2935.00097230595,2348.97715533789,148.997908280072,2903.00125114365,458.011795712592,2058.78906984067
Amphisbaena ibijara,28.464625,125.105375,3.425,27.32075,85.8535,55.425,3010.49979159148,1356.94134260112,128.995544848741,2995.50041815202,933.006417453861,288.489468450924
Amphisbaena ignatiana,27.0105,121.203,4.525,25.625,91.8915,4.4,2971.00278136704,1102.02749048525,142.999162225717,2953.00264118137,884.996504779763,63.0131136720024
Amphisbaena infraorbitale,23.17625,194.839375,5.7,20.616875,79.53525,56.5875,2951.00048805257,1994.96643515718,144.996932585484,2922.00108015373,734.489235681894,694.547680671656
Amphisbaena kingii,18.551125,511.7125,14.8125,12.479125,41.483875,75.65,2902.99958140391,4795.46359201095,227.999373155004,2840.50153058658,409.991702966155,801.030500485031
Amphisbaena kisteumacheri,26.24175,122.77675,4.55,24.60825,100.09275,3.85,2988.99707060932,1167.0139643526,145.999441586822,2971.99665206077,976.990668193443,42.0068314204122
Amphisbaena kraoh,27.86475,126.892,3.925,26.35,86.82825,11.4,2996.99986009493,950.994711807185,137.999582677667,2989.99972091549,876.994015861863,55.0006963849103
Amphisbaena leeseri,27.27925,238.0065,6.85,23.9,61.4855,70.5,2983.99944183057,2425.95493580062,152.999164617089,2947.99985977452,546.005982482673,934.005613606609
Amphisbaena leucocephala,24.2145,140.7155,4.175,22.35,41.47725,180.075,2970.00125673412,1468.93514996398,115.989124230709,2949.00223290948,229.01005193337,2448.09407267495
Amphisbaena littoralis,29.10825,69.0525,2.175,28.20825,109.43825,12.4,3006.99623782346,689.968820762882,125.978825115231,2997.99637683372,1059.93685840592,78.0694196956974
Amphisbaena lumbricalis,23.599,198.19325,5.775,21.070875,75.35625,65.075,2954.50188286099,2022.42229446538,144.990240276302,2928.00292861645,678.481426343618,802.567264526611
Amphisbaena maranhensis,27.36875,140.488,4.35,25.7835,76.83575,26.35,2999.99832869708,1101.99248361866,127.998189439408,2987.99832869708,789.003762836035,95.0137803034158
Amphisbaena maximus,25.036375,116.09175,4.05,23.625,91.92575,12.9625,2969.99965174369,1199.48803283515,153.498467738785,2953.99972086541,882.00334944049,145.989413177124
Amphisbaena mensae,26.8395,119.6675,3.65,25.6335,89.78625,13.4,2981.99790785129,985.997778576338,152.997909770268,2970.99790740329,858.995538470835,134.999030066424
Amphisbaena mertensii,24.4,269.0615,7.4,20.6165,43.72075,156.45,2954.00027865808,2678.94308208904,160.998049455494,2915.99916132929,368.004869642662,1859.9296993419
Amphisbaena metallurga,23.58775,166.3915,5.1,21.25,92.7455,20.05,2938.00390048532,1787.99694535745,145.000137816633,2911.00403967958,868.005561444719,333.986795933352
Amphisbaena microcephalum,22.945875,362.72175,10.375,18.325125,55.497625,95.9125,2947.50090437005,3633.4290009834,189.498259476671,2899.50424787197,491.49017319995,1175.53290339723
Amphisbaena miringoera,26.5825,111.04675,3.65,25.258375,77.130125,18.125,2995.49944411852,892.492136510216,131.498885598006,2986.99944420682,770.9946421658,123.010436398941
Amphisbaena mitchelli,27.367,80.99475,2.425,26.65,67.99725,173.95,2996.99958180169,769.950136830606,106.988859966302,2988.99986046339,669.992352653577,1603.75355936718
Amphisbaena munoai,19.854,443.875,12.675,14.5585,12.673,291.925,2910.00166967603,4277.97602005377,209.995261176473,2855.00139179529,151.995260388398,3041.00832770821
Amphisbaena neglecta,26.42925,117.461125,3.8,25.387625,82.323875,22.425,2982.49958227425,980.997840132283,145.000348732401,2970.00153206915,808.000767312557,277.492199284381
Amphisbaena nigricauda,23.90425,167.09425,4.85,21.7835,74.829,61.875,2959.00209113594,1685.98497095353,137.999441049329,2934.00237002964,638.955393775078,888.225850287356
Amphisbaena octostegum,25.95825,146.472,4.2,24.01675,33.58075,163,2983.00069723543,1486.92635536035,113.992325724635,2962.00153447653,423.001139204114,2120.83068126125
Amphisbaena persephone,25.4645,110.8845,3.7,24.38325,92.15825,8.225,2965.0018114852,1042.9955552953,151.998745622345,2951.00208966231,871.004604117915,85.9991638455642
Amphisbaena plumbea,14.479,634.75975,17.825,7.221,27.384,39,2870.99958115141,5879.46703871429,278.999582162088,2800.50000186028,301.018861872285,495.01293269117
Amphisbaena polystegum,26.20325,94.750125,2.825,25.2,66.722,80.75,2987.00020893398,892.024868047886,119.000488038276,2977.99811712656,646.015747511855,833.252512054014
Amphisbaena pretrei,26.331,145.54475,4.4,24.36675,76.77925,38.8,2983.00000077541,1468.93514996398,129.999164753005,2960.00111627833,601.018347480015,556.971375243174
Amphisbaena prunicolor,22.547125,328.691875,9.25,18.58325,24.5535,276.475,2936.50041474995,3190.4617667858,172.998955682017,2894.50055512419,234.99783603697,3216.42466114383
Amphisbaena ridleyi,27.958,51.8865,1.6,27.267,89.1705,50.3,2992,338.991647741952,24.9998610091494,2987.00013921543,765.003622351912,525.011978569728
Amphisbaena roberti,24.8585,227.6745,6.3,21.35,58.4775,123.475,2959.0002766981,2285.96658592104,152.999025449647,2924.00264577717,549.99816896953,1447.91703600127
Amphisbaena sanctaeritae,24.05425,192.94875,5.375,21.18325,75.47925,68.525,2954.99679438666,1981.97830395472,155.998049827308,2923.99762979816,737.002503174339,684.990960573284
Amphisbaena saxosa,26.8395,119.6675,3.65,25.6335,89.78625,13.4,2981.99790785129,985.997778576338,152.997909770268,2970.99790740329,858.995538470835,134.999030066424
Amphisbaena scutigerum,22.547875,209.800125,6.05,19.887375,70.06325,90.8375,2955.99972382604,2150.44786108877,146.994839213501,2929.00000334153,616.003514916028,1198.92187706348
Amphisbaena silvestrii,26.22925,91.979,3.1,25.4165,82.49125,17.9,2979.0011144806,715.982457452384,140.000557309195,2971.00153206515,824.998467799034,246.983983746857
Amphisbaena slateri,25.22075,62.4885,1.775,24.4415,39.00725,328.675,2986.00013873328,438.998888565312,93.9991650512581,2979.00013863328,474.9927627491,2463.83331700856
Amphisbaena slevini,26.749,53.21475,1.525,26.295625,44.070375,315.625,2995.49937335747,507.005993676971,79.0006965314394,2990.99930367205,426.507459640693,2812.30808501284
Amphisbaena steindachneri,25.541875,103.543375,3.675,24.320625,77.5235,45.0375,2977.99839957631,1255.4414644586,140.49812068811,2958.49923477431,713.003760464553,593.496236446013
Amphisbaena supernumeraria,27.2415,148.945,4.45,25.21675,85.20275,32.6,2985.99665335647,1675.88061562414,150.996235781183,2960.99818586216,728.005249299837,332.999611551529
Amphisbaena talisiae,25.744,119.08575,4.2,24.2165,76.91725,43.45,2985.99777403398,1415.94083901337,141.998887768989,2962.99888784659,693.008637825352,593.994692309929
Amphisbaena trachura,21.59175,358.43025,9.925,16.775,23.876,285.325,2925.99985781375,3425.96293739036,178.998607877683,2879.00501147963,228.998323140346,2949.00818121181
Amphisbaena tragorrhectes,26.76675,115.197,3.075,25.69175,54.302,261.325,2996.99832902757,894.040957879256,107.003900294912,2988.99777168239,591.005852395132,1788.95820016989
Amphisbaena uroxena,23.86225,138.92125,4.4,21.942,83.2965,29.875,2947.00223179512,1540.98746250896,134.99804971078,2923.00237125738,679.975477863808,446.028838461928
Amphisbaena vanzolinii,25.9855,95.328,2.525,25.04975,62.80625,161.35,2982.00181107483,792.003071281316,115.999861035971,2975.00167170738,542.983422635109,1813.09930558197
Amphisbaena varia,25.09375,62.30425,1.85,24.23325,41.459875,290.1,2980.49986062195,589.000485454277,92.000904882543,2971.99561289708,418.504907253659,3020.47134090314
Amphisbaena vermicularis,27.5355,131.2135,4.275,26.175125,90.3335,16.0625,2993.99735071355,1165.99965013977,135.999582929448,2978.00139077335,884.498044138324,119.999166779003
Amphisbaena wiedi,24.2145,148.79,4.425,22.35,42.23775,142.4,2965.00111344268,1499.9956774776,122.988704787924,2943.00613151215,261.999034089413,2235.08793882689
Amphisbaena wuchereri,24.166875,166.77475,4.8,21.812625,70.709,69.325,2969.99693878332,1682.97586579107,131.998537082236,2944.4974272219,579.450711749322,882.073652685421
Anilius scytale,26.16875,75.02225,2.35,25.3,60.38275,165.225,2986.00055707776,654.016857211027,105.999442609813,2978.00055726058,581.002367563155,1612.38344412684
Anisolepis grilli,21.78525,279.39225,7.65,18.475,32.21925,252.775,2932.00013870846,2758.95584609651,159.993308954532,2899.00139189168,283.98689387791,2868.82792249816
Anisolepis longicauda,23.14175,434.1245,12.775,17.675,53.51675,92.225,2943.00097445535,4140.9741120129,206.998607258278,2889.0013921039,498.990385305393,1149.05018137832
Anisolepis undulatus,19.947,412.701625,11.4875,15.037625,11.867625,330.85,2914.50069703134,3911.44914173149,192.994145339663,2863.00229890176,136.000273981982,3271.4593558317
Anolis auratus,26.0585,75.936875,2.4125,25.175,51.493625,236.1625,2986.99979024521,644.522695882252,97.9990242735483,2978.99958226686,499.001534757554,2384.02279997504
Anolis bombiceps,25.45625,60.942,1.8,24.675,17.5605,616.425,2982.99986084115,483.00556820587,82.0011141742025,2974.9997216023,189.994431339935,5729.14246849791
Anolis brasiliensis,27.20825,115.80275,3.65,25.85,76.83575,24.975,2994.9993033828,953.006132106623,130.000279693701,2985.99707261421,781.995685247923,125.003610999521
Anolis chrysolepis,26.2095,77.334875,2.4375,25.38325,65.164375,118.725,2986.9997216269,696.497011614787,110.497283857278,2979.00083540058,626.495264271899,1241.99963896507
Anolis fuscoauratus,26.24775,73.86625,2.3,25.40825,58.9065,163.975,2987.00083532688,667.009330463443,104.998886067395,2979.99916402512,576.025923012622,1587.97299679287
Anolis meridionalis,26.129,117.37175,3.775,25.075,76.6505,35.475,2982.0000000194,989.006410315051,141.000001139409,2970.000556284,745.002094090337,407.969221864487
Anolis nasofrontalis,24.599875,162.07125,4.7375,22.4875,56.5335,131.625,2970.50104657931,1633.4279106039,125.488565801594,2948.00209244469,431.492125792876,1749.09990836858
Anolis neblininus,25.1665,77.178125,2.2875,24.425,24.4915,585.05,2984.4987466035,484.501397574867,87.9996519001918,2977.49867689578,251.014418715814,4970.46828659496
Anolis ortonii,26.19575,74.79175,2.35,25.3415,61.2495,164.275,2986.0013930423,652.005431720686,106.988859966302,2978.99944298621,584.995820457361,1587.97299679287
Anolis philopunctatus,26.76875,55.53925,1.65,26.29175,46.2475,266.25,2992.00041775093,524.020759328383,83.9983286080058,2986.99944255881,460.993180574359,2566.04008352574
Anolis phyllorhinus,26.33975,50.50275,1.675,25.89175,57.99175,120.275,2988.99986059435,550.012670420706,111.998468764047,2984.99958166166,578.000981287892,1306.0170889554
Anolis planiceps,26.082375,84.62775,2.8,25.129125,57.831125,131.7125,2986.50055646948,752.496168773069,103.498954670324,2975.50055656688,623.003831718721,1731.26280414549
Anolis pseudotigrinus,23.599,194.839375,5.7,21.070875,79.53525,56.5875,2963.49993210074,1994.96643515718,145.492053463085,2935.50055913076,734.489235681894,694.547680671656
Anolis punctatus,26.082375,74.006125,2.25,25.24575,57.08275,182.975,2985.99993026428,620.473338267635,102.997493213981,2978.00062689032,555.002786891681,1777.44394596051
Anolis scapularis,25.000125,178.31125,5.4,22.2375,63.2095,124.8,2971.50090488276,2087.45566406533,136.500279506003,2938.50201923036,535.496169804475,1487.39212657062
Anolis scypheus,25.095875,67.738625,1.925,24.179125,25.68775,519.7375,2980.0000000303,580.499164357141,85.9999998026059,2970.99575321253,250.998468083634,4862.54263361681
Anolis tandai,26.34375,55.79275,1.775,25.75825,63.2595,102.7,2988.00013919145,524.020759328383,104.998886319994,2981.0002784137,593.995407560328,1172.05429479952
Anolis trachyderma,26.05425,57.58375,1.675,25.36675,36.3705,328.45,2985.000000108,442.997078075058,87.9995824144608,2978.00055706861,365.994016146813,3040.09785273478
Anolis transversalis,25.99375,60.087,1.8,25.3,32.55375,416.075,2985.99735502193,442.997078075058,85.9973539328684,2978.9997216451,314.007245511808,4019.01755212565
Anolis williamsii,25.51475,155.846,4.375,23.35,40.3335,102.5,2983.00000077541,1491.51544891932,128.998604483843,2959.99999994176,338.032201623966,1166.01897059961
Anotosaura collaris,24.698,151.701875,4.5,22.52925,71.64325,57.2625,2972.00118518223,1540.48921300864,131.996303771832,2948.50202280105,579.450711749322,722.02200253436
Anotosaura vanzolinia,27.2415,138.022,4.025,25.21675,85.20275,32.6,2981.00097503937,1330.95429637239,133.996373341975,2960.99818586216,728.005249299837,332.999611551529
Apostolepis albicollaris,25.16875,119.6675,3.85,23.375,84.9435,22.75,2964.99749283132,1187.99640904792,150.999163569107,2944.99749235932,823.997499769183,281.003758863207
Apostolepis ambiniger,23.801125,358.822125,10.2625,18.61675,69.98225,45.75,2953.00299369734,3559.45724948181,194.000836451234,2902.00118286793,640.492883953143,521.040291113442
Apostolepis ammodites,25.69475,124.60175,4.0625,24.49575,88.571,14.6,2974.00146303904,1084.99338204846,146.000488081249,2957.99992912207,855.502230888053,153.993035774965
Apostolepis arenaria,27.731375,135.03775,4.5625,26.27075,90.000625,6.5,2996.00006926684,1204.03004150701,136.001811183116,2977.50020785487,949.991493379735,77.5112229396307
Apostolepis assimilis,25.16875,180.81375,5.4,22.42525,75.0255,55.4,2963.99874504575,1876.9798212277,151.998328860421,2936.00250592932,710.014900579602,675.989986607779
Apostolepis breviceps,24.695875,241.715125,7.0125,21.50425,67.659,58.625,2975.00090554853,2701.4412231919,165.498051153486,2936.00208886069,626.980924068545,627.047400171265
Apostolepis cearensis,27.523,139.16925,4.35,26.1335,87.7585,21.9,2994.99972267206,1175.95612664495,131.999998261768,2981.00083629698,880.002794741472,158.0179610956
Apostolepis cerradoensis,26.8395,119.6675,3.65,25.6335,89.78625,10.9,2981.99790785129,960.002929519112,148.997632503381,2970.99790740329,858.995538470835,123.985795654219
Apostolepis christineae,27.11675,122.4085,4.65,25.28325,75.7965,41.975,2991.99707476094,1363.95836490309,144.001114052813,2969.0002787577,714.005288820729,500.992612528933
Apostolepis dimidiata,24.110625,244.5765,6.775,20.408375,51.062,129.15,2952.50062532671,2562.45357673222,156.998816167365,2914.00194930961,437.514265886489,1543.80746112694
Apostolepis dorbignyi,25.230375,225.78225,6.6,22.34175,70.2325,64.9875,2971.50076618507,2340.69977788218,159.498607611495,2940.50153195178,619.511767668411,746.000964059714
Apostolepis flavotorquata,25.99075,122.395375,3.925,24.770625,82.670125,23.1375,2976.99839655632,1041.48935503386,146.000348211936,2959.50111341843,810.999584045544,251.481543364674
Apostolepis gaboi,27.413625,128.65675,4.5,26.283375,89.920125,4.3625,2993.50118423229,1000.5156118812,143.499442323187,2982.50062632083,895.500276528445,46.4999300784451
Apostolepis goiasensis,25.247875,131.301625,4.375,23.3,84.3965,28.75,2966.50006715121,1364.4904154244,149.499651689769,2946.49860589001,801.50306749146,310.98670165626
Apostolepis intermedia,27.06025,198.168,5.925,24.03325,62.7565,75.55,2978.9997187675,2077.93216310135,150.999582063448,2948.00013652685,535.007368576671,1166.95895245931
Apostolepis longicaudata,27.40725,122.794,3.85,25.9625,80.0435,15.8625,2992.99972107,997.513654432617,134.498607678833,2983.49958194774,805.500284541771,56.5039628966261
Apostolepis multicincta,20.853125,192.9355,5.6875,17.921,77.593875,71.9,2935.50877386121,2141.50803792546,154.49471103017,2902.50849493969,733.961985328752,590.116926481666
Apostolepis nelsonjorgei,27.501,122.214125,3.7875,26.09175,83.37875,13.1125,2995.49930249916,952.003625670569,138.000278874069,2986.99916349986,833.9954077003,67.4998592636594
Apostolepis niceforoi,25.88975,62.15875,1.925,25.1835,20.72825,598.65,2985.9997215771,409.00389926422,81.0008355623039,2979.99958236564,261.988442721002,5023.16315297292
Apostolepis nigrolineata,26.317625,74.58675,2.3,25.5,62.363625,161.05,2988.99986070864,689.017140544403,109.494285136785,2981.99965154406,617.001396744356,1462.25548708485
Apostolepis nigroterminata,26.127,72.334,2.4125,25.25425,68.701625,75.6,2984.00013928256,695.991510951497,120.999721474299,2973.99958191455,634.002161387357,874.983221199412
Apostolepis phillipsae,25.85525,103.60575,3.6625,24.53325,75.037125,64.7625,2977.9999993315,1280.46144121579,134.50048782159,2959.00097408976,681.00459554927,702.4784136648
Apostolepis polylepis,27.4635,124.86225,3.8875,25.995875,78.1205,21.0125,2994.49992944117,1009.01303246057,128.499583073448,2984.0001397381,789.502094255617,81.9999232829661
Apostolepis pymi,27.04375,85.057,2.5,26.4085,53.056,216.475,2999.99986075715,843.031609722175,97.9988834842454,2990.00013932921,567.01143363634,1967.95518608844
Apostolepis quirogai,22.348,369.829,10.525,17.69175,15.7895,356.55,2934.99985919399,3730.94153097664,191.997911831663,2887.99999839103,196.99776931997,3812.06443367984
Apostolepis serrana,26.9145,116.70425,3.475,25.54975,81.96625,13.575,2996.00125442165,966.002519643852,140.999443369788,2988.00097602395,815.000423386169,123.99986066532
Apostolepis striata,25.673,65.587,2,25.05,76.74425,37.95,2976.0008360337,631.986778791401,134.99902508384,2967.0008351543,711.004182885894,518.978954132759
Apostolepis tenuis,26.6,102.66925,3.6,25.39175,71.3035,78.8,2984.00013842964,1240.96213110394,121.001393025339,2964.0008345245,623.006265857258,918.955302210026
Apostolepis vittata,26.319625,157.14525,5.125,24.224875,72.055375,56.5625,2981.9987476568,1775.46112938451,147.498677081613,2953.50257640566,643.513577394487,758.983157373593
Arthrosaura kockii,26.58325,86.82325,2.5,25.825,56.26125,203.375,2991.99916387596,861.010452742845,109.986758795329,2984.00083591028,580.99484868934,1720.03523103027
Arthrosaura reticulata,26.2105,63.96925,1.95,25.45,49.80725,231.6,2988.0000000582,559.984961742109,94.9993038863502,2981.00013906224,495.000702230372,2244.00916754376
Arthrosaura synaptolepis,24.5125,97.6805,2.95,23.4915,32.99325,472.075,2963.0047361733,556.017556658756,90.0013926812634,2956.00403959267,391.010729216796,3456.05020774143
