inertia,OMI,Tol,Rtol,omi,tol,rtol
Crossodactylus_trachystomus,4.82227239147043,3.62085947429678,0.201485364022588,0.999927553151059,75.1,4.2,20.7
Cycloramphus_brasiliensis,1.79818048318021,0.780106554431143,0.0709729225446979,0.947101006204367,43.4,3.9,52.7
Cycloramphus_carvalhoi,2.2961642147646,1.49452927140455,0.363291058068735,0.438343885291315,65.1,15.8,19.1
Cycloramphus_dubius,2.50164122521927,1.60746278354635,0.303529084531389,0.590649357141531,64.3,12.1,23.6
Cycloramphus_granulosus,3.06224899320098,0.60197000646738,0.914610683457982,1.54566830327562,19.7,29.9,50.5
Megaelosia_jordanensis,5.43273483609478,4.42318000561638,0.900251464429092,0.109303366049308,81.4,16.6,2
Cycloramphus_stejnegeri,1.70029252534274,0.827310406286695,0.0552707131016079,0.817711405954439,48.7,3.3,48.1
Ischnocnema_gualteri,1.78225257653152,0.732588722583188,0.0698339661182856,0.979829887830048,41.1,3.9,55
Ischnocnema_hoehnei,1.85871631171128,0.308354783843573,0.0738832516360581,1.47647827623165,16.6,4,79.4
Ischnocnema_izecksohni,3.94397682795132,3.15795908555113,0.233712585008525,0.552305157391666,80.1,5.9,14
Ischnocnema_holti,2.2961642147646,1.49452927140455,0.363291058068735,0.438343885291315,65.1,15.8,19.1
Ischnocnema_nigriventris,2.26475671916378,2.26475671916378,0,0,100,0,0
Ischnocnema_octavioi,1.37085355237701,0.737986277621772,0.0348905837882376,0.597976690967003,53.8,2.5,43.6
Ischnocnema_pusilla,2.05254988753545,0.65276652803539,0.247153370170737,1.15262998932932,31.8,12,56.2
Ischnocnema_spanios,1.63831205537396,0.841518494972901,0.329347123163775,0.467446437237286,51.4,20.1,28.5
Holoaden_luederwaldti,3.11191206920657,1.10732975258204,0.867548996194789,1.13703332042974,35.6,27.9,36.5
Hylodes_ornatus,2.13581064611944,1.02965407417332,0.553281655891087,0.552874916055033,48.2,25.9,25.9
Hylodes_charadranaetes,1.70060349925148,0.584305435181279,0.00405121927412654,1.11224684479607,34.4,0.2,65.4
Hylodes_glaber,2.2961642147646,1.49452927140455,0.363291058068735,0.438343885291315,65.1,15.8,19.1
Hylodes_regius,4.6139625097308,2.70862665398742,1.15042795009962,0.754907905643758,58.7,24.9,16.4
Hylodes_magalhaesi,2.78624479080292,1.46202940180165,0.875660735014317,0.448554653986951,52.5,31.4,16.1
Hylodes_mertensi,2.26475671916378,2.26475671916378,0,0,100,0,0
Megaelosia_lutzae,2.3832405639017,1.66064923234817,0.343554042183939,0.37903728936959,69.7,14.4,15.9
Megaelosia_massarti,2.60642461837236,2.5671083490113,0.0113685261273223,0.0279477432337398,98.5,0.4,1.1
Megaelosia_bocainensis,0.826452570119886,0.782364988426078,0.000679948469104294,0.043407633224704,94.7,0.1,5.3
Paratelmatobius_mantiqueira,0.971219403054371,0.668763178660337,0.082767136387756,0.219689088006277,68.9,8.5,22.6
Paratelmatobius_poecilogaster,2.60642461837236,2.5671083490113,0.0113685261273223,0.0279477432337398,98.5,0.4,1.1
Physalaemus_atlanticus,4.50474452236658,4.50474452236658,0,0,100,0,0
Physalaemus_jordanensis,1.53956308689187,1.01115663648831,0.118571978247071,0.409834472156489,65.7,7.7,26.6
Proceratophrys_palustris,1.61892433264427,1.43537661642451,0.000903980178457069,0.182643736041295,88.7,0.1,11.3
Aplastodiscus_eugenioi,2.3671252880522,0.429279328220674,0.161570998894837,1.77627496093669,18.1,6.8,75
Hypsiboas_latistriatus,6.53078190834256,5.65473729927327,0.370001421073386,0.506043187995909,86.6,5.7,7.7
Adenomera_ajurauna,2.61325404830969,1.84740455143849,0.211346998874515,0.554502497996688,70.7,8.1,21.2
Leptodactylus_cupreus,3.75788083378536,3.44279979527375,0.151838336669549,0.16324270184206,91.6,4,4.3
Melanophryniscus_peritus,0.971219403054371,0.668763178660337,0.082767136387756,0.219689088006277,68.9,8.5,22.6
Scinax_insperatus,1.1501300810497,1.06253529997841,0.0456950470308703,0.041899734040422,92.4,4,3.6
Dendropsophus_bromeliaceus,2.50738344221475,2.34637184438599,0.0162476065940112,0.14476399123475,93.6,0.6,5.8
Crossodactylus_timbuhy,2.99568210558799,1.72632570551225,0.150627528277387,1.11872887179835,57.6,5,37.3
Ischnocnema_abdita,2.85527431708989,1.4308693629815,0.000317236592348091,1.42408771751605,50.1,0,49.9
Hylodes_vanzolinii,2.2084623238508,2.09284309550297,0.0692135176762634,0.0464057106715674,94.8,3.1,2.1
Dendropsophus_ruschii,6.91272645190281,6.09615698621888,0.661029130859002,0.155540334824926,88.2,9.6,2.3
Scinax_heyeri,2.99568210558799,1.72632570551225,0.150627528277387,1.11872887179835,57.6,5,37.3
Scinax_kautskyi,4.47885974020978,2.062330087991,1.07323925003603,1.34329040218276,46,24,30
Scinax_v.signatus,3.1065241153498,1.3546986476558,0.402695583521587,1.34912988417241,43.6,13,43.4
Crossodactylodes_bokermanni,2.32929045476432,0.897974048286154,0.0537290295377068,1.37758737694046,38.6,2.3,59.1
Hylodes_babax,1.73805687625198,1.51242555724394,0.123784709878683,0.101846609129352,87,7.1,5.9
Proceratophrys_moehringi,4.03126979150188,1.77096983635015,0.801853116855632,1.4584468382961,43.9,19.9,36.2
Proceratophrys_phyllostoma,1.03728435558375,0.732527667151799,0.0196642474511438,0.285092440980808,70.6,1.9,27.5
Bokermannohyla_caramaschii,3.4362630210114,1.29686003725732,0.162012888111317,1.97739009564276,37.7,4.7,57.5
Holoaden_pholeter,1.47503507790869,0.725098528849622,0.000129519201322239,0.749807029857742,49.2,0,50.8
Scinax_belloni,1.4535901133908,0.295572734093361,0.0262796486479421,1.1317377306495,20.3,1.8,77.9
Boana_paranaiba,3.48603974259733,3.01783184156369,0.0554453514980035,0.412762549535637,86.6,1.6,11.8
Scinax_centralis,2.57647767755868,2.57647767755868,0,0,100,0,0
Vitreorana_baliomma,6.52093645368573,4.88308994441652,0.424473233473185,1.21337327579603,74.9,6.5,18.6
Phyllodytes_megatympanum,3.83665691013804,3.65276245465847,0.0567979958445295,0.127096459635049,95.2,1.5,3.3
Sphaenorhynchus_botocudo,2.92011261489551,2.68909721416658,0.00471395117962776,0.2263014495493,92.1,0.2,7.7
Bokermannohyla_capra,6.85299505763039,5.01287264532891,0.0867660468063516,1.75335636549512,73.1,1.3,25.6
Ololygon_strigilata,4.70555978409582,4.4606816562808,0.0788367058065801,0.166041422008444,94.8,1.7,3.5
Scinax_juncae,4.69755467272923,3.58386648655329,0.0619449239745862,1.05174326220136,76.3,1.3,22.4
Dendrophryniscus_proboscideus,4.23882684428121,2.95801485276289,0.154340610747099,1.12647138077122,69.8,3.6,26.6
Xenohyla_eugenioi,4.81690085177869,4.21167600883337,0.0418245875408719,0.563400255404449,87.4,0.9,11.7
Hypsiboas_exastis,3.82300850888831,3.58022875914759,0.0562253093208879,0.186554440419832,93.6,1.5,4.9
Aplastodiscus_ibirapitanga,4.40383321658425,3.66044131916727,0.188303341926363,0.555088555490615,83.1,4.3,12.6
Dendropsophus_novaisi,2.82381819291761,2.69454438329085,0.0599497401387641,0.0693240694879914,95.4,2.1,2.5
Aplastodiscus_sibilatus,6.30654859576325,5.23160949226525,0.064534469477919,1.01040463402008,83,1,16
Aplastodiscus_weygoldti,4.19600148409935,3.55063921319911,0.035320187599872,0.610042083300367,84.6,0.8,14.5
Agalychnis_aspera,7.22442798619558,6.34831801571135,0.54281176677905,0.333298203705185,87.9,7.5,4.6
Phyllodytes_melanomystax,7.73435318142915,5.99018305228844,0.460972664532934,1.28319746460778,77.4,6,16.6
Phyllodytes_tuberculosus,4.97087924547312,4.43820377259663,0.00353586561529753,0.529139607261194,89.3,0.1,10.6
Sphaenorhynchus_bromelicola,5.22142179366171,5.22142179366171,0,0,100,0,0
Adelophryne_pachydactyla,5.95127289205896,4.81635496134376,0.0697562806644069,1.0651616500508,80.9,1.2,17.9
Cycloramphus_migueli,3.83665691013804,3.65276245465847,0.0567979958445295,0.127096459635049,95.2,1.5,3.3
Eleutherodactylus_bilineatus,5.92694178436656,4.49443491744233,0.299526410959494,1.13298045596474,75.8,5.1,19.1
Pristimantis_paulodutrai,5.90001266530155,4.43347954038898,0.359172104735142,1.10736102017743,75.1,6.1,18.8
Pristimantis_vinhai,5.92472555417449,4.31469439577432,0.301807507852673,1.3082236505475,72.8,5.1,22.1
Leptodactylus_hylodes,9.54577056210563,9.54577056210563,0,0,100,0,0
Leptodactylus_viridis,4.12295931476512,3.49623702077403,0.0865253666532816,0.540196927337808,84.8,2.1,13.1
Chiasmocleis_cordeiroi,4.70573052485477,4.70573052485477,0,0,100,0,0
Chiasmocleis_crucis,4.70573052485477,4.70573052485477,0,0,100,0,0
Phyllodytes_wuchereri,4.89628841759346,4.34160431599372,0.0812173456539716,0.473466755945771,88.7,1.7,9.7
Physalaemus_erikae,5.11343173309266,3.89267786307148,0.431040330803737,0.789713539217435,76.1,8.4,15.4
Phyllodytes_maculosus,5.49707786232741,3.88095272820556,0.269321621552135,1.34680351256972,70.6,4.9,24.5
Frostius_erythrophthalmus,5.324586886075,4.05672212562384,0.0504052785864553,1.2174594818647,76.2,0.9,22.9
Crossodactylus_cyclospinus,5.0355229906832,4.85768090100682,0.118499667148022,0.0593424225283617,96.5,2.4,1.2
Phasmahyla_timbo,6.02017903264,5.25144629739758,0.00160159414214626,0.767131141100277,87.2,0,12.7
Phasmahyla_spectabilis,3.17995422776368,2.56659613030705,0.0947506148414425,0.518607482615188,80.7,3,16.3
Dendropsophus_studerae,4.06754552846017,3.92164744500858,0.0274680268776507,0.118430056573941,96.4,0.7,2.9
Agalychnis_granulosa,8.32333455098926,6.36864113816111,0.551502861978608,1.40319055084954,76.5,6.6,16.9
Phyllodytes_edelmoi,6.32722762245819,5.31777328066835,0.328394167127234,0.68106017466261,84,5.2,10.8
Phyllodytes_gyrinaethes,4.60892148634537,3.64525537358068,0.0232467156441009,0.940419397120583,79.1,0.5,20.4
Physalaemus_caete,9.15807669337182,8.51184194730195,0.521991139090194,0.124243606979682,92.9,5.7,1.4
Scinax_skuki,13.6788240157561,13.2071680617353,0.290128447608967,0.181527506411841,96.6,2.1,1.3
Ameerega_picta,2.8022714168255,2.75369907538908,0.0167479383941814,0.0318244030422442,98.3,0.6,1.1
Rhinella_arenarum,6.16842706655306,4.21265130845933,0.392662389974952,1.56311336811878,68.3,6.4,25.3
Rhinella_dorbignyi,6.75501651696953,6.07032375765694,0.0333927162701486,0.651300043042445,89.9,0.5,9.6
Hypsiboas_pulchellus,6.37015433550037,5.15205452956683,0.242153049521576,0.975946756411962,80.9,3.8,15.3
Leptodactylus_mystacinus,3.8419088361631,0.00527133553378541,1.4183147492382,2.41832275139111,0.1,36.9,62.9
Leptodactylus_latrans,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Odontophrynus_americanus,3.79663940789435,0.0440499647316632,1.4383765238488,2.31421291931389,1.2,37.9,61
Odontophrynus_maisuma,5.77235228430839,3.65475913251817,0.285803995460152,1.83178915633007,63.3,5,31.7
Rhinella_mirandaribeiroi,2.61232613573458,1.51026738112913,0.22760471797906,0.874454036626389,57.8,8.7,33.5
Aplastodiscus_perviridis,3.53221705814963,0.529931169942195,1.64736924078526,1.35491664742218,15,46.6,38.4
Sphaenorhynchus_surdus,6.36426033871679,5.14361852512353,0.34650074776447,0.874141065828793,80.8,5.4,13.7
Melanophryniscus_tumifrons,6.90940782162054,5.88446369439947,0.181115619412236,0.843828507808836,85.2,2.6,12.2
Rhinella_fernandezae,6.72359557313453,5.32274758897372,0.394664794288143,1.00618318987266,79.2,5.9,15
Rhinella_granulosa,4.14592022125335,0.00934535936615171,0.726913674963316,3.40966118692388,0.2,17.5,82.2
Rhinella_icterica,3.71512686024896,0.131403526127562,1.27478686249827,2.30893647162313,3.5,34.3,62.1
Rhinella_schneideri,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Melanophryniscus_atroluteus,6.83425298506614,6.14733170843873,0.0449699212674971,0.641951355359916,89.9,0.7,9.4
Vitreorana_uranoscopa,3.69733946082813,0.353878297491567,1.48757072506434,1.85589043827223,9.6,40.2,50.2
Hypsiboas_albopunctatus,3.40462592599203,0.0474988260298059,0.450999033571421,2.9061280663908,1.4,13.2,85.4
Hypsiboas_caingua,3.57437715792869,1.86701941582403,1.11558626540672,0.591771476697931,52.2,31.2,16.6
Hypsiboas_crepitans,3.66818360408321,0.245140618198228,1.55514321395529,1.86789977192969,6.7,42.4,50.9
Dendropsophus_elianeae,1.01491221504585,0.567854315172711,0.10205827737401,0.344999622499129,56,10.1,34
Hypsiboas_faber,4.10060661009544,0.0029425634419592,0.385105916243433,3.71255813041005,0.1,9.4,90.5
Hypsiboas_geographicus,3.5952915700565,0.484500182644283,1.19637904314848,1.91441234426374,13.5,33.3,53.2
Hypsiboas_guentheri,5.58577791155519,3.29849148560002,0.552464131044044,1.73482229491113,59.1,9.9,31.1
Scinax_uruguayus,6.37484306464762,5.44181817148938,0.248280778605267,0.684744114552978,85.4,3.9,10.7
Hypsiboas_leptolineatus,6.91626092674299,5.97401882640457,0.155512635230966,0.786729465107462,86.4,2.2,11.4
Dendropsophus_microps,4.32596262079289,0.284132949646937,1.73131274534943,2.31051692579653,6.6,40,53.4
Dendropsophus_nanus,3.41240513830103,0.0384714320962316,0.51361057445613,2.86032313174867,1.1,15.1,83.8
Dendropsophus_minutus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Hypsiboas_punctatus,3.41734269554492,0.752829086884132,0.905389740978123,1.75912386768266,22,26.5,51.5
Hypsiboas_raniceps,2.21252575862097,0.14299200874548,0.172040646473987,1.8974931034015,6.5,7.8,85.8
Dendropsophus_rubicundulus,1.94138051292064,1.07530057499279,0.277022207027867,0.58905773089998,55.4,14.3,30.3
Dendropsophus_sanborni,4.68832961743173,2.94154766473598,0.813148225536725,0.933633727159025,62.7,17.3,19.9
Lysapsus_limellum,4.14644329864621,2.46851703319148,0.724706366208254,0.953219899246475,59.5,17.5,23
Itapotihyla_langsdorffii,3.84144822196132,0.251513701561528,1.10921326568001,2.48072125471979,6.5,28.9,64.6
Trachycephalus_imitatrix,4.51377710953945,2.4844423388232,0.96201442922157,1.06732034149468,55,21.3,23.6
Trachycephalus_typhonius,3.23324419362465,0.537086690493848,1.43222428797077,1.26393321516003,16.6,44.3,39.1
Pithecopus_hypochondrialis,3.15361242714968,0.542959151974061,1.04162456488186,1.56902871029376,17.2,33,49.8
Phyllomedusa_iheringii,6.51033617868346,6.39394940360754,0.0255088712744702,0.0908779038014492,98.2,0.4,1.4
Phyllomedusa_sauvagii,1.28990500114839,0.918338976329982,0.0352296361015791,0.336336388716827,71.2,2.7,26.1
Phyllomedusa_tetraploidea,2.88325787350537,0.568676703673091,1.30881426433726,1.00576690549503,19.7,45.4,34.9
Pseudis_paradoxa,1.74852986736625,0.639780787966172,0.0910038250863578,1.01774525431372,36.6,5.2,58.2
Pseudis_minuta,6.37633320558632,5.08891012490149,0.283377341831531,1.00404573885329,79.8,4.4,15.7
Scinax_acuminatus,1.25665995152818,0.956545314055006,0.0289222323120406,0.271192405161134,76.1,2.3,21.6
Scinax_berthae,4.47712334559616,2.76125879904493,0.753860664346662,0.962003882204567,61.7,16.8,21.5
Scinax_fuscomarginatus,3.24360049194423,0.0917025908145732,1.67808567048731,1.47381223064234,2.8,51.7,45.4
Scinax_fuscovarius,3.70376309598914,0.0340871424182267,1.47271609001529,2.19695986355562,0.9,39.8,59.3
Scinax_granulatus,5.52561505755373,3.99287465826054,0.452528469813311,1.08021192947988,72.3,8.2,19.5
Scinax_nasicus,2.53683521598736,0.231422737999186,0.217569415561469,2.08784306242671,9.1,8.6,82.3
Scinax_perereca,4.99054165736175,3.09492946872543,0.743974739090107,1.15163744954621,62,14.9,23.1
Scinax_squalirostris,3.70573055779435,0.0729654828180676,1.3214537886587,2.31131128631758,2,35.7,62.4
Scinax_x.signatus,3.45860021012908,0.321689825590816,1.36156726277505,1.77534312176321,9.3,39.4,51.3
Adenomera_diptyx,3.25535282032718,2.47595408633795,0.392684486188878,0.386714247800347,76.1,12.1,11.9
Adenomera_hylaedactyla,6.68799246394832,4.15178843941992,0.500322825619203,2.0358811989092,62.1,7.5,30.4
Ischnocnema_guentheri,3.68067702301234,0.532224833429385,1.03588308731806,2.1125691022649,14.5,28.1,57.4
Leptodactylus_elenae,2.28255407347861,1.39242604527709,0.199772803017529,0.690355225183988,61,8.8,30.2
Leptodactylus_chaquensis,2.42887605656766,1.18019624081435,0.280186426991822,0.96849338876149,48.6,11.5,39.9
Leptodactylus_furnarius,2.55667026967498,0.540996119629805,0.515338798387044,1.50033535165813,21.2,20.2,58.7
Leptodactylus_fuscus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Leptodactylus_gracilis,4.81222772719379,2.95889773224107,0.819281061125333,1.03404893382738,61.5,17,21.5
Leptodactylus_labyrinthicus,2.22358937751835,0.284048950530229,0.556315708917924,1.3832247180702,12.8,25,62.2
Leptodactylus_latinasus,7.09388704303772,6.84349868331,0.00675752740577673,0.243630832321939,96.5,0.1,3.4
Leptodactylus_plaumanni,6.12473161059506,5.01642226845439,0.231807511075086,0.876501831065586,81.9,3.8,14.3
Leptodactylus_podicipinus,2.12140707875601,0.391499772041532,0.125974815443464,1.60393249127101,18.5,5.9,75.6
Leptodactylus_syphax,3.47024515742593,1.38331150728715,0.551058228037874,1.53587542210091,39.9,15.9,44.3
Limnomedusa_macroglossa,6.1600803440738,5.21285897663273,0.174075074216191,0.773146293224879,84.6,2.8,12.6
Physalaemus_nattereri,2.2606545697831,0.710422773666443,0.569587444126563,0.980644351990095,31.4,25.2,43.4
Physalaemus_albonotatus,1.57118679477178,1.04640123302763,0.0624788711060083,0.46230669063814,66.6,4,29.4
Physalaemus_biligonigerus,5.28495604866372,3.90688628528148,0.518724601072755,0.859345162309489,73.9,9.8,16.3
Physalaemus_centralis,1.94069940026557,0.564928704681476,0.417514929172411,0.958255766411679,29.1,21.5,49.4
Physalaemus_cuvieri,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Physalaemus_marmoratus,2.77127387333732,0.790626577587037,0.696765042101187,1.2838822536491,28.5,25.1,46.3
Physalaemus_gracilis,5.65799336963379,4.37923662467199,0.330954524421564,0.947802220540228,77.4,5.8,16.8
Physalaemus_henselii,6.87076751492969,5.88046433027067,0.143981961968769,0.846321222690255,85.6,2.1,12.3
Physalaemus_riograndensis,6.10628340462337,4.47868630168309,0.357205048340017,1.27039205460026,73.3,5.8,20.8
Pleurodema_bibroni,6.85407031521047,6.18235482296394,0.0460389579071439,0.625676534339392,90.2,0.7,9.1
Proceratophrys_avelinoi,3.74766676687394,2.1183305075751,0.773054888318753,0.856281370980086,56.5,20.6,22.8
Proceratophrys_bigibbosa,7.09310606106199,6.21829481027058,0.0982634440721747,0.776547806719233,87.7,1.4,10.9
Pseudopaludicola_falcipes,3.67275276204082,0.713073934353065,1.72665958661947,1.23301924106828,19.4,47,33.6
Pseudopaludicola_mystacalis,3.51737512086266,0.071191734140266,0.924236873245316,2.52194651347708,2,26.3,71.7
Pseudopaludicola_saltica,2.09516033408118,0.830970376203339,0.28581169207972,0.978378265798125,39.7,13.6,46.7
Chiasmocleis_albopunctata,1.85934308168397,0.867586960839,0.359195111652235,0.632561009192732,46.7,19.3,34
Dermatonotus_muelleri,2.58461169305623,0.483781383703016,0.940292913992622,1.16053739536059,18.7,36.4,44.9
Elachistocleis_bicolor,5.00553712045505,3.32447928983485,0.650986767741577,1.03007106287863,66.4,13,20.6
Elachistocleis_ovalis,3.42435269113227,0.568817095489873,1.04076623793391,1.81476935770849,16.6,30.4,53
Rhinella_henseli,6.72420752894767,5.82795613968699,0.193873956168741,0.702377433091938,86.7,2.9,10.4
Rhinella_achavali,6.3329316397571,6.07344691327134,0.0196182567075296,0.239866469778235,95.9,0.3,3.8
Pithecopus_azureus,1.87648095408218,0.761901118859409,0.0590802965545718,1.0554995386682,40.6,3.1,56.2
