inertia,OMI,Tol,Rtol,omi,tol,rtol
Furnarius.figulus,4.34833242406069,1.52822151332859,0.618668507008747,2.20144240372335,35.1,14.2,50.6
Heliobletus.contaminatus,3.65506838627634,0.830839016122181,1.51297535813718,1.31125401201698,22.7,41.4,35.9
Herpsilochmus.pectoralis,7.99761316768878,5.90563020056094,0.361263724314854,1.73071924281298,73.8,4.5,21.6
Knipolegus.nigerrimus,3.10897686620396,0.473300396773843,0.345231276151869,2.29044519327825,15.2,11.1,73.7
Conopias.trivirgatus,3.46901226802895,0.026019920857789,1.71553826240509,1.72745408476608,0.8,49.5,49.8
Drymophila.ochropyga,3.37430743110667,0.155195708139762,0.444509338102399,2.77460238486451,4.6,13.2,82.2
Drymophila.squamata,3.95706920752737,0.749665111973591,0.959044847007846,2.24835924854593,18.9,24.2,56.8
Amazilia.lactea,3.49492974297387,0.2480596294191,1.39977763391616,1.84709247963861,7.1,40.1,52.9
Chaetura.spinicaudus,6.69160078137901,4.72512866630138,0.167420478535985,1.79905163654164,70.6,2.5,26.9
Piaya.cayana,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Piculus.aurulentus,3.96052024508062,0.997059975346021,1.67804555277567,1.28541471695893,25.2,42.4,32.5
Tigrisoma.fasciatum,3.9923483737446,1.67438111656346,1.20711376522254,1.1108534919586,41.9,30.2,27.8
Celeus.ochraceus,5.5198477220949,3.18347723572281,0.510609223146367,1.82576126322571,57.7,9.3,33.1
Nothura.minor,1.64369267642403,0.458799603137737,0.4440108543187,0.740882218967594,27.9,27,45.1
Piculus.chrysochloros,4.4739285592092,2.2222000035596,0.81923814232388,1.43249041332572,49.7,18.3,32
Pygochelidon.cyanoleuca,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Pygochelidon.melanoleuca,3.59143619703489,0.450877145201783,0.595912560923077,2.54464649091003,12.6,16.6,70.9
Cyanocorax.coeruleus,5.14783183263713,3.345460313828,0.673101340423022,1.12927017838611,65,13.1,21.9
Cyanocorax.chrysops,3.41995425865938,0.874904138358127,1.52316532052288,1.02188479977837,25.6,44.5,29.9
Cyanocorax.cristatellus,2.61998140738374,0.897158612169746,0.561105310851873,1.16171748436212,34.2,21.4,44.3
Donacobius.atricapilla,3.15662645476507,0.287887655558729,1.19800328024333,1.67073551896301,9.1,38,52.9
Hylophilus.amaurocephalus,3.17829849586577,1.14149063858466,0.560494265908531,1.47631359137258,35.9,17.6,46.4
Hemitriccus.striaticollis,5.18875548619817,2.38356863150704,0.36790455132378,2.43728230336735,45.9,7.1,47
Hemitriccus.griseipectus,8.36179486648739,6.75403061771492,0.539773651244675,1.0679905975278,80.8,6.5,12.8
Atticora.tibialis,2.95129940751219,0.383833265484813,0.270947813784222,2.29651832824315,13,9.2,77.8
Hirundinea.bellicosa,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Machetornis.rixosa,4.0125378169177,0.0026694180853463,1.69820807248416,2.3116603263482,0.1,42.3,57.6
Piprites.chloris,3.23469762622859,0.356996044939022,1.62740186126098,1.25029972002858,11,50.3,38.7
Serpophaga.griseicapilla,4.75986011574369,2.93745018581751,0.573272123426331,1.24913780649985,61.7,12,26.2
Tachycineta.meyeni,8.49779306130418,8.49779306130418,0,0,100,0,0
Terenura.sicki,7.37088929989935,5.88913693302601,0.366459903258218,1.11529246361512,79.9,5,15.1
Xolmis.dominicanus,5.80634442340954,4.4274535083105,0.470368744457265,0.908522170641766,76.3,8.1,15.6
Cnemotriccus.fuscatus,3.82751519375486,0.0257538805746557,2.01409652835163,1.78766478482857,0.7,52.6,46.7
Hylophilus.poicilotis,3.71635749802155,1.13058481780478,1.49831295222359,1.08745972799318,30.4,40.3,29.3
Laniocera.hypopyrra,4.73135631299921,3.11125993882509,0.455517765043763,1.16457860913036,65.8,9.6,24.6
Alopochelidon.fucata,3.50801035733572,0.521451336634054,1.52891276419898,1.45764625650269,14.9,43.6,41.6
Phyllomyias.fasciatus,4.03225487313404,0.000133003464868975,0.439372945260902,3.59274892440827,0,10.9,89.1
Phylloscartes.ventralis,3.39555433683334,0.511676121558332,1.52301943749626,1.36085877777875,15.1,44.9,40.1
Zimmerius.acer,8.15726767197081,6.37734339653882,0.509440137291589,1.27048413814041,78.2,6.2,15.6
Cranioleuca.vulpina,1.57384587151607,0.617236007523097,0.399748766967713,0.556861097025262,39.2,25.4,35.4
Capsiempis.flaveola,3.7478242250224,0.0595504626199161,1.94200308175187,1.74627068065062,1.6,51.8,46.6
Chordeiles.pusillus,4.02783149289386,1.91890991256843,0.373572450594504,1.73534912973093,47.6,9.3,43.1
Attila.phoenicurus,3.45169163562451,0.534808898160159,1.56675134111534,1.35013139634901,15.5,45.4,39.1
Antrostomus.rufus,3.91657020581774,0.00159295166474178,1.74071109575376,2.17426615839924,0,44.4,55.5
Amblyramphus.holosericeus,2.9246162227475,0.929871385439904,1.10484088275616,0.889903954551434,31.8,37.8,30.4
Ammodramus.humeralis,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Arremon.semitorquatus,2.80848919772782,0.302840677298211,0.439502118949609,2.06614640148,10.8,15.6,73.6
Myiothlypis.flaveola,3.62589176276444,1.12509426612468,0.657985423005993,1.84281207363377,31,18.1,50.8
Myiothlypis.leucoblephara,3.49390235380837,0.749129741465025,1.47330144422297,1.27147116812037,21.4,42.2,36.4
Campylorhynchus.turdinus,4.156314497767,1.55440983874681,1.01356984215846,1.58833481686173,37.4,24.4,38.2
Spinus.yarrellii,8.15726767197081,6.37734339653882,0.509440137291589,1.27048413814041,78.2,6.2,15.6
Caryothraustes.canadensis,4.77095619343306,2.30432632542315,0.516063672929693,1.95056619508021,48.3,10.8,40.9
Chrysomus.ruficapillus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Compsothraupis.loricata,5.36070567301689,3.08932498298916,0.215841847736929,2.0555388422908,57.6,4,38.3
Conirostrum.speciosum,3.79460604919373,0.0376904895748994,2.01979483754627,1.73712072207256,1,53.2,45.8
Coryphospingus.pileatus,4.52472487814159,1.633398700336,0.561962943374813,2.32936323443077,36.1,12.4,51.5
Cypsnagra.hirundinacea,2.27322592605688,0.926276038080554,0.331976402487189,1.01497348548913,40.7,14.6,44.6
Dacnis.nigripes,3.53981357205784,0.347843572497862,0.616325187044126,2.57564481251586,9.8,17.4,72.8
Emberizoides.ypiranganus,4.63860715823703,2.3145333515272,0.990254741449266,1.33381906526056,49.9,21.3,28.8
Euphonia.laniirostris,3.00907048751729,2.96803380401188,0.0132728973021288,0.0277637862032847,98.6,0.4,0.9
Leistes.superciliaris,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Islerothraupis.cristata,4.13693712686569,0.714425402013607,1.04077594636368,2.3817357784884,17.3,25.2,57.6
Tangara.palmarum,3.90737504170967,0.00966737664543703,1.96347929941106,1.93422836565317,0.2,50.3,49.5
Cantorchilus.leucotis,2.13640775190194,0.647592681141266,0.465190319671766,1.02362475108891,30.3,21.8,47.9
Cantorchilus.longirostris,4.24578401101725,0.554110579692676,1.28976274198645,2.40191068933812,13.1,30.4,56.6
Asemospiza.fuliginosa,3.69543708096137,0.143177059419151,1.29651340177832,2.2557466197639,3.9,35.1,61
Tangara.peruviana,3.59059429582231,0.627585430336988,1.28729558386488,1.67571328162044,17.5,35.9,46.7
Sporophila.plumbea,3.46580310802206,0.179967397166273,1.23924544259956,2.04659026825623,5.2,35.8,59.1
Microspingus.cabanisi,5.31645817312706,3.81895938570491,0.489091541991314,1.00840724543084,71.8,9.2,19
Pheugopedius.genibarbis,5.00036188270884,2.2492853854976,0.486236038378039,2.26484045883321,45,9.7,45.3
Agelasticus.cyanopus,2.72766047627555,0.338462545064218,0.736583825135553,1.65261410607578,12.4,27,60.6
Agelasticus.thilius,5.56331337877255,2.80305670536239,0.473641682515185,2.28661499089497,50.4,8.5,41.1
Anthus.hellmayri,3.93758440494388,0.864625845254312,1.43552821548545,1.63743034420412,22,36.5,41.6
Basileuterus.hypoleucus,2.12736607928012,0.881553815934422,0.265403926824449,0.980408336521246,41.4,12.5,46.1
Cacicus.chrysopterus,3.8667354032551,1.6558547680991,1.1314146338994,1.0794660012566,42.8,29.3,27.9
Cissopis.leverianus,3.44104987238405,0.0292060512138199,0.997927735587953,2.41391608558227,0.8,29,70.2
Catharus.fuscescens,2.80188806059856,0.879362027785296,0.787524289205538,1.13500174360773,31.4,28.1,40.5
Conirostrum.bicolor,5.4720947767259,2.37530344852839,1.14699696009563,1.94979436810188,43.4,21,35.6
Coryphospingus.cucullatus,3.48061229283913,0.536996765160133,1.53927234837452,1.40434317930447,15.4,44.2,40.3
Emberizoides.herbicola,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Euphonia.chlorotica,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Euphonia.cyanocephala,3.69064627012377,0.0748253878283701,1.53192416032498,2.08389672197042,2,41.5,56.5
Euphonia.pectoralis,3.68013808560173,0.0619175601896679,2.0400736855052,1.57814683990687,1.7,55.4,42.9
Gubernatrix.cristata,6.10034271516939,5.94053491673863,0.0100387471768814,0.14976905125387,97.4,0.2,2.5
Hemithraupis.flavicollis,4.84130676993785,1.90651948570427,0.887259654770353,2.04752762946323,39.4,18.3,42.3
Icterus.jamacaii,4.30868959603147,1.41409914533385,0.577917603147027,2.3166728475506,32.8,13.4,53.8
Mimus.saturninus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Molothrus.rufoaxillaris,3.33555448973886,0.422697541479651,1.38014449305788,1.53271245520133,12.7,41.4,46
Sporophila.hypochroma,1.76309752417906,0.582376844892578,0.291030564958521,0.889690114327961,33,16.5,50.5
Nemosia.pileata,3.37965912731097,0.802028633880698,0.802072374513155,1.77555811891711,23.7,23.7,52.5
Neothraupis.fasciata,2.21584125080673,0.693746734027071,0.495140786405402,1.02695373037425,31.3,22.3,46.3
Orchesticus.abeillei,2.84535716242527,0.247014107487499,0.546370336683351,2.05197271825442,8.7,19.2,72.1
Orthogonys.chloricterus,2.94785315888846,0.242794032825228,0.68182342556064,2.02323570050259,8.2,23.1,68.6
Paroaria.capitata,2.66217416243775,0.689184409447165,0.294154591260158,1.67883516173042,25.9,11,63.1
Pheucticus.aureoventris,1.28089398899711,1.04266665173035,0.0509795741634232,0.187247763103336,81.4,4,14.6
Polioptila.dumicola,2.73900413441686,0.286655521962811,0.596679067040685,1.85566954541336,10.5,21.8,67.7
Porphyrospiza.caerulescens,4.25695162129384,2.93409439718853,0.225745837092338,1.09711138701296,68.9,5.3,25.8
Psarocolius.decumanus,3.15658533492996,0.0965369179475212,1.43144300951507,1.62860540746737,3.1,45.3,51.6
Pseudoleistes.guirahuro,3.50103265849684,0.60203533700472,1.56732729381531,1.33167002767681,17.2,44.8,38
Pseudoleistes.virescens,5.58660161450638,3.69760092548999,0.655508230177282,1.23349245883911,66.2,11.7,22.1
Saltator.atricollis,2.74164833547079,0.868358882750955,0.628488609228115,1.24480084349172,31.7,22.9,45.4
Saltator.fuliginosus,3.78193604866361,0.145408850852285,2.33508750378487,1.30143969402646,3.8,61.7,34.4
Saltator.similis,3.59204308572184,0.101090417840895,1.09890747065851,2.39204519722243,2.8,30.6,66.6
Schistochlamys.melanopis,3.57492257724646,0.955308359123538,0.693075391272571,1.92653882685035,26.7,19.4,53.9
Schistochlamys.ruficapillus,3.94192466492079,0.795162972823959,0.840531920718836,2.30622977137799,20.2,21.3,58.5
Sicalis.citrina,2.72046690104148,1.30213659603293,0.414810787411035,1.00351951759751,47.9,15.2,36.9
Sicalis.columbiana,2.97705747424338,2.7894837346088,0.01168406832802,0.17588967130656,93.7,0.4,5.9
Sicalis.flaveola,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Sicalis.luteola,3.5660402321746,0.273697528595414,1.54222484842816,1.75011785515102,7.7,43.2,49.1
Sporophila.falcirostris,4.00963866530092,0.157214442079165,0.70547035958187,3.14695386363988,3.9,17.6,78.5
Sporophila.ardesiaca,3.57619947674361,0.984774689487719,0.435363864012819,2.15606092324307,27.5,12.2,60.3
Sporophila.caerulescens,3.67271921281134,0.0496625254366182,2.00871735840496,1.61433932896976,1.4,54.7,44
Sporophila.frontalis,3.92789808480159,0.139417205682641,1.64075010996692,2.14773076915202,3.5,41.8,54.7
Sporophila.leucoptera,3.49783760515796,0.797993954061321,0.882868731513033,1.81697491958361,22.8,25.2,51.9
Sporophila.lineola,3.11219481568046,0.0857299932210862,0.853811944606403,2.17265287785297,2.8,27.4,69.8
Sporophila.ruficollis,2.86640943185067,0.378496158573503,0.913148059975953,1.57476521330122,13.2,31.9,54.9
Tachyphonus.coronatus,3.52121143220522,0.142964248109503,1.60867166390269,1.76957552019302,4.1,45.7,50.3
Tachyphonus.rufus,3.6085555299937,1.13812641138324,0.705526267625071,1.7649028509854,31.5,19.6,48.9
Tangara.desmaresti,2.88553547568853,0.466557980117781,0.418947618025367,2.00002987754538,16.2,14.5,69.3
Turdus.flavipes,4.43473366492218,0.245889414759581,2.44356126032914,1.74528298983347,5.5,55.1,39.4
Turdus.leucomelas,3.67920529755516,0.0978938898014735,1.83280545504737,1.74850595270632,2.7,49.8,47.5
Xanthopsar.flavus,6.5658700076374,5.27369390629273,0.279008474488379,1.01316762685629,80.3,4.2,15.4
Coryphaspiza.melanotis,2.17389894062139,0.155700623980849,0.280753297513183,1.73744501912736,7.2,12.9,79.9
Amaurospiza.moesta,3.69432160857815,0.863029605516931,1.58208185893094,1.24921014413028,23.4,42.8,33.8
Amazona.amazonica,3.9657037097466,1.7152310652632,0.580736657268966,1.66973598721443,43.3,14.6,42.1
Ara.ararauna,1.95002109164648,1.19781741213706,0.271538966006687,0.48066471350273,61.4,13.9,24.6
Buteogallus.aequinoctialis,6.84642649242328,3.40927818837555,1.5223817870188,1.91476651702894,49.8,22.2,28
Leptodon.forbesi,8.35496632684645,6.8361230331939,0.513979048837951,1.0048642448146,81.8,6.2,12
Lipaugus.ater,2.62907131085858,0.628829222503735,0.225014932516943,1.77522715583791,23.9,8.6,67.5
Myiopsitta.monachus,5.11575995787633,3.97046247376475,0.569819692009691,0.575477792101884,77.6,11.1,11.2
Myrmoderus.ruficauda,5.38762961942975,3.31592258749298,0.352700867041766,1.71900616489501,61.5,6.5,31.9
Paroaria.coronata,6.38951536107032,4.56073096673386,0.424414948411157,1.4043694459253,71.4,6.6,22
Phalcoboenus.chimango,4.62847079037699,2.66054487696321,0.846944640164373,1.12098127324941,57.5,18.3,24.2
Phoenicopterus.chilensis,5.77235228430839,3.65475913251817,0.285803995460152,1.83178915633007,63.3,5,31.7
Pipile.jacutinga,3.5380769110633,0.0813696226412825,1.87095427606834,1.58575301235367,2.3,52.9,44.8
Psittacara.acuticaudatus,4.61791230132665,1.65126363777541,1.08931467103579,1.87733399251544,35.8,23.6,40.7
Pyrrhura.griseipectus,5.48141224628164,4.62743305790978,0.302293432867808,0.551685755504048,84.4,5.5,10.1
Scytalopus.speluncae,4.50037826510829,1.40175742341047,1.65035546506972,1.44826537662811,31.1,36.7,32.2
Sporophila.angolensis,3.99348338383624,3.6652804230056e-05,1.95914435723905,2.03430237379296,0,49.1,50.9
Sporophila.hypoxantha,3.50640254044025,0.588826146214329,1.61953217704017,1.29804421718575,16.8,46.2,37
