inertia,OMI,Tol,Rtol,omi,tol,rtol
Amazona.aestiva,3.87354027249815,0.0161533011078446,1.19837460213592,2.65901236925439,0.4,30.9,68.6
Anodorhynchus.glaucus,6.42421876129534,5.99008906542047,0.0143831229180577,0.419746572956816,93.2,0.2,6.5
Aramides.cajaneus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Arremon.flavirostris,2.41425242929551,0.114360438882049,0.210077399965397,2.08981459044806,4.7,8.7,86.6
Campylopterus.largipennis,3.56645695316252,2.62936951245525,0.0143304367269718,0.922757003980299,73.7,0.4,25.9
Cichlocolaptes.mazarbarnetti,4.60892148634537,3.64525537358068,0.0232467156441009,0.940419397120583,79.1,0.5,20.4
Columbina.cyanopis,2.41710006878392,2.41710006878392,0,0,100,0,0
Cotinga.maculata,4.08580809161159,1.96573701041385,0.389779831813149,1.73029124938458,48.1,9.5,42.3
Drymophila.genei,2.41984162065544,0.754810702036774,0.210607940515181,1.45442297810349,31.2,8.7,60.1
Elaenia.albiceps,3.78802152410304,0.0157827620506415,1.62548105808057,2.14675770397183,0.4,42.9,56.7
Eleothreptus.candicans,1.93916823154665,0.255508306986467,0.51702415454842,1.16663577001177,13.2,26.7,60.2
Formicivora.acutirostris,4.84881651039556,2.99431827287673,0.210689168232433,1.6438090692864,61.8,4.3,33.9
Glaucidium.mooreorum,6.07879627888073,6.07879627888073,0,0,100,0,0
Harpagus.diodon,3.87753150861531,0.00358426194545417,1.83252106773253,2.04142617893732,0.1,47.3,52.6
Mergus.octosetaceus,3.27044773824947,0.371637320643169,1.35859162189756,1.54021879570874,11.4,41.5,47.1
Myrmotherula.snowi,6.26779141842239,6.21283780739731,0.039166543754399,0.0157870672706792,99.1,0.6,0.3
Nothura.maculosa,3.83966320844171,0.101521271006227,1.99591028257082,1.74223165486467,2.6,52,45.4
Ortalis.guttata,1.75914824728484,1.52585380471397,0.0771062409575866,0.156188201613276,86.7,4.4,8.9
Ortalis.squamata,4.06885996160659,1.82597487482966,1.04874842955851,1.19413665721842,44.9,25.8,29.3
Philydor.novaesi,4.60892148634537,3.64525537358068,0.0232467156441009,0.940419397120583,79.1,0.5,20.4
Sporophila.cinnamomea,3.57121421154995,0.719919617710866,1.66453466640431,1.18675992743477,20.2,46.6,33.2
Sporophila.maximiliani,3.11846619138589,1.25218867082034,0.461910435961122,1.40436708460443,40.2,14.8,45
Sporophila.melanogaster,3.26967477030824,0.320746175629739,0.948794732589553,2.00013386208895,9.8,29,61.2
Sporophila.palustris,3.61088187192299,0.786536218116978,1.6875610267157,1.13678462709031,21.8,46.7,31.5
Synallaxis.cinerea,4.4940881439688,3.14991194124464,0.134911217920971,1.20926498480319,70.1,3,26.9
Taoniscus.nanus,2.1380727087042,1.20458226336017,0.447407750331285,0.486082695012743,56.3,20.9,22.7
Vireo.chivi,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Vireo.olivaceus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Porphyriops.melanops,4.10431154691073,0.00119917964648954,0.443232705043491,3.65987966222075,0,10.8,89.2
Celeus.galeatus,3.23373407048243,0.874293777007456,1.19462907100719,1.16481122246779,27,36.9,36
Guyramemua.affinis,2.78771143996605,1.98098084688594,0.154711811785397,0.652018781294714,71.1,5.5,23.4
Paraclaravis.geoffroyi,3.74803059173845,0.127355244617834,1.47781172280761,2.142863624313,3.4,39.4,57.2
Chaetura.meridionalis,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Chlorostilbon.lucidus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Fulica.armillata,3.92623203578099,1.31961577110974,0.955669358753871,1.65094690591738,33.6,24.3,42
Chelidoptera.tenebrosa,4.58438717691746,2.27472952580861,0.343874641329744,1.9657830097791,49.6,7.5,42.9
Chloroceryle.inda,3.57371548249452,0.283659306229561,1.34865592196828,1.94140025429668,7.9,37.7,54.3
Chlorostilbon.notatus,5.30721598472351,2.96099226548867,0.682155965865646,1.6640677533692,55.8,12.9,31.4
Chondrohierax.uncinatus,3.75714886268508,0.453909388132228,0.98980370867285,2.31343576588,12.1,26.3,61.6
Chordeiles.minor,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Chordeiles.nacunda,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Chrysolampis.mosquitus,3.87425165088906,1.33308810974549,0.503165226598458,2.03799831454511,34.4,13,52.6
Ciccaba.huhula,3.47766060031027,0.254241868811302,1.20967959391141,2.01373913758756,7.3,34.8,57.9
Ciccaba.virgata,3.79405404442858,0.0384759978022603,1.91543766534391,1.84014038128241,1,50.5,48.5
Ciconia.maguari,4.01790927461766,1.62163080852584,1.22914429436348,1.16713417172834,40.4,30.6,29
Circus.buffoni,3.67567980401544,0.0469963297602572,1.48869133148942,2.13999214276576,1.3,40.5,58.2
Circus.cinereus,6.40249205329905,5.88396216071907,0.0242537947660159,0.494276097813961,91.9,0.4,7.7
Clytolaema.rubricauda,3.79200608134195,0.170711255619264,0.556575588218635,3.06471923750405,4.5,14.7,80.8
Coccycua.cinerea,4.02239991008941,1.35609531709006,1.52264479338764,1.14365979961171,33.7,37.9,28.4
Coccyzus.euleri,3.64261904702417,0.126592961195753,1.75799008730622,1.75803599852219,3.5,48.3,48.3
Coccyzus.americanus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Colaptes.campestris,3.73884755674652,0.0585411556485805,1.91690001977009,1.76340638132785,1.6,51.3,47.2
Colaptes.campestroides,6.09512533154084,4.97286698837967,0.296936357820087,0.825321985341076,81.6,4.9,13.5
Colaptes.melanochloros,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Colibri.serrirostris,3.05936663839057,0.433123722465189,0.988688177539973,1.63755473838541,14.2,32.3,53.5
Platyrinchus.mystaceus,3.99543838605643,3.21168362017829e-05,0.67213192715347,3.32327434206676,0,16.8,83.2
Columbina.picui,4.45583522694027,2.75220939241192,0.78310684735566,0.92051898717269,61.8,17.6,20.7
Columbina.squammata,3.66954649918565,0.0758340791949707,1.93558797042635,1.65812444956433,2.1,52.7,45.2
Coscoroba.coscoroba,3.6398843019694,1.105007714577,1.37720854389318,1.15766804349922,30.4,37.8,31.8
Coturnicops.notatus,5.21606081374606,2.99249066181712,0.874280723395925,1.34928942853302,57.4,16.8,25.9
Crax.blumenbachii,3.96727417514481,1.5921854122882,0.453045862443423,1.92204290041319,40.1,11.4,48.4
Crax.fasciolata,1.91573504125425,0.585133342792802,0.408566841262844,0.9220348571986,30.5,21.3,48.1
Crotophaga.major,3.54488784683845,0.179999229826777,1.68043002141151,1.68445859560016,5.1,47.4,47.5
Crypturellus.noctivagus,4.46424820495639,0.137420197116307,1.1529554295655,3.17387257827459,3.1,25.8,71.1
Crypturellus.obsoletus,3.53326536607688,0.122078470841779,1.84220448001691,1.5689824152182,3.5,52.1,44.4
Crypturellus.parvirostris,3.51019830044378,0.280340438198185,1.50280888876098,1.72704897348462,8,42.8,49.2
Crypturellus.undulatus,1.72494173898851,0.397866785243338,0.500398158271507,0.826676795473669,23.1,29,47.9
Crypturellus.variegatus,4.37559125072859,2.28712096848804,0.337445484482167,1.75102479775838,52.3,7.7,40
Cygnus.melancoryphus,3.98842242247636,1.69421322444559,1.24674402433365,1.04746517369712,42.5,31.3,26.3
Dendrocygna.viduata,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Cypseloides.fumigatus,3.72628348029065,0.00475714277102036,0.97478431471134,2.74674202280829,0.1,26.2,73.7
Cypseloides.senex,2.97594149479687,0.0864343654631522,0.570645518927796,2.31886161040593,2.9,19.2,77.9
Discosura.longicaudus,5.30727745552702,2.87135177413121,0.854988987195027,1.58093669420079,54.1,16.1,29.8
Fulica.leucoptera,6.72056214505423,5.7060832977435,0.1997660621538,0.814712785156932,84.9,3,12.1
Diopsittaca.cumanensis,3.61841696559564,0.942828410021275,0.705681880050713,1.96990667552366,26.1,19.5,54.4
Discosura.langsdorffi,4.01422602403877,1.70341476920694,0.613235965757269,1.69757528907456,42.4,15.3,42.3
Dromococcyx.pavoninus,2.81409126586536,0.148749820821045,1.28949517179924,1.37584627324508,5.3,45.8,48.9
Elanoides.forficatus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Eleothreptus.anomalus,3.97399317215843,1.04313780313468,1.42177002422955,1.50908534479421,26.2,35.8,38
Nycticryphes.semicollaris,4.5957644450184,1.0740198955037,1.64790611962162,1.87383842989309,23.4,35.9,40.8
Lophornis.chalybeus,3.29286928587667,0.346277101991474,0.349689292171349,2.59690289171385,10.5,10.6,78.9
Eudocimus.ruber,3.16357651411452,0.729290902997564,1.09937578515597,1.33490982596098,23.1,34.8,42.2
Eupetomena.macroura,3.72325247009547,0.0548797512626819,1.92495089029217,1.74342182854062,1.5,51.7,46.8
Eupsittula.aurea,3.29410558011018,0.676230848945402,0.885652522340158,1.73222220882462,20.5,26.9,52.6
Eupsittula.cactorum,5.64452207934212,3.944863710797,0.137214522418975,1.56244384612615,69.9,2.4,27.7
Falco.rufigularis,6.30292995381996,3.91722401719393,0.234547980408659,2.15115795621737,62.1,3.7,34.1
Florisuga.fusca,3.85206812582517,0.128907341167275,0.651019111968801,3.07214167268909,3.3,16.9,79.8
Fulica.rufifrons,5.40217505594718,2.87721149811271,0.469725291880728,2.05523826595374,53.3,8.7,38
Thlypopsis.pyrrhocoma,4.24461325067852,1.67639409184468,1.38651310354241,1.18170605529143,39.5,32.7,27.8
Gallinago.undulata,3.32593358194853,0.32905596443092,1.43012028797342,1.56675732954419,9.9,43,47.1
Gampsonyx.swainsonii,3.51412806950603,0.348211893966422,1.49793235330153,1.66798382223808,9.9,42.6,47.5
Geranoaetus.albicaudatus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Geranoaetus.melanoleucus,3.91593075163748,0.473411360933213,1.92779353372807,1.51472585697619,12.1,49.2,38.7
Glaucis.dohrnii,4.39572219960837,2.40498646744123,0.489481413904612,1.50125431826253,54.7,11.1,34.2
Glaucis.hirsutus,4.13579021296591,1.32444684810621,0.679329529766371,2.13201383509334,32,16.4,51.6
Spinus.magellanicus,3.5291234684286,0.391342537270585,1.4882922624998,1.64948866865822,11.1,42.2,46.7
Guira.guira,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Pionopsitta.pileata,4.25547662202373,0.890787807810891,2.1213161467274,1.24337266748545,20.9,49.8,29.2
Heliactin.bilophus,3.02800251889388,1.1564768373807,0.507403600107654,1.36412208140553,38.2,16.8,45.1
Pionus.maximiliani,3.96171368500403,0.00168086520849752,1.94741786648839,2.01261495330714,0,49.2,50.8
Pionus.reichenowi,5.80046860041137,3.88096338077141,0.459090465191584,1.46041475444838,66.9,7.9,25.2
Heliomaster.furcifer,4.2873348778559,1.62010423512334,1.53954440259781,1.12768624013474,37.8,35.9,26.3
Heliomaster.squamosus,3.47493228936862,1.35109648077452,0.485294549834573,1.63854125875953,38.9,14,47.2
Heliothryx.auritus,3.36390571126035,0.718376854736324,0.523211170309775,2.12231768621425,21.4,15.6,63.1
Hoploxypterus.cayanus,3.56314284566649,0.175964131184937,1.67052410726808,1.71665460721347,4.9,46.9,48.2
Hydropsalis.maculicaudus,2.66984111203724,0.937851980821187,0.465843587668398,1.26614554354765,35.1,17.4,47.4
Hydropsalis.torquata,4.05584281528183,0.0248413432005334,2.4033775514172,1.6276239206641,0.6,59.3,40.1
Ibycter.americanus,3.49178515241804,3.32175226169316,0.0582394711502191,0.111793419574663,95.1,1.7,3.2
Hylocharis.chrysura,2.70590671815475,0.29970687198177,0.775868271100302,1.63033157507268,11.1,28.7,60.3
Hylocharis.cyanus,3.98631205061096,0.750436458384493,1.09646483976031,2.13941075246615,18.8,27.5,53.7
Ictinia.mississippiensis,1.03048862442973,0.889100271607431,0.021955905122446,0.119432447699854,86.3,2.1,11.6
Ictinia.plumbea,3.29200317734847,0.703889499999185,0.84567555140928,1.74243812594001,21.4,25.7,52.9
Pyriglena.leuconota,8.25644644983758,6.57331773031996,0.486300990963588,1.19682772855403,79.6,5.9,14.5
Ixobrychus.exilis,4.78735450699899,0.372803165049619,0.801082064938925,3.61346927701045,7.8,16.7,75.5
Ixobrychus.involucris,4.13727485913231,1.0038533482859,1.39499450914219,1.73842700170422,24.3,33.7,42
Jacamaralcyon.tridactyla,2.31952638028179,0.492863448973363,0.436097463648383,1.39056546766004,21.2,18.8,60
Jacana.jacana,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Sittasomus.griseicapillus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Anabacerthia.amaurotis,4.18544214616465,1.45122507657539,1.47348380522531,1.26073326436396,34.7,35.2,30.1
Alectrurus.risora,3.08943612186902,0.79778343105918,0.630519421187208,1.66113326962263,25.8,20.4,53.8
Antilophia.galeata,1.84685407931147,0.564998956962627,0.430718665162359,0.851136457186484,30.6,23.3,46.1
Malacoptila.striata,2.79641948406022,0.25449912650307,0.921796224246806,1.62012413331034,9.1,33,57.9
Myiothlypis.leucophrys,2.41378678758859,1.380448015846,0.127490275732335,0.905848496010256,57.2,5.3,37.5
Batara.cinerea,4.32350695995261,1.70971025678319,1.39374399937083,1.22005270379859,39.5,32.2,28.2
Mareca.sibilatrix,6.06427188265355,4.97997000751472,0.2618461691098,0.822455706029025,82.1,4.3,13.6
Cacicus.solitarius,3.11915732868953,0.555048576939754,0.205990195563247,2.35811855618653,17.8,6.6,75.6
Calyptura.cristata,2.31567460524192,0.525266369593185,0.136445671726327,1.65396256392241,22.7,5.9,71.4
Carpornis.cucullata,3.6392100123816,0.490960640582424,1.31612284455204,1.83212652724714,13.5,36.2,50.3
Casiornis.rufus,1.738202891086,0.387218555152805,0.455501538773707,0.895482797159492,22.3,26.2,51.5
Casiornis.fuscus,8.05337947999069,6.38704777272737,0.449842377635947,1.21648932962737,79.3,5.6,15.1
Cercomacroides.laeta,6.69703462215499,5.6346289903163,0.440092779480566,0.62231285235812,84.1,6.6,9.3
Clibanornis.dendrocolaptoides,4.29368310118916,2.50977810817239,0.872231380851749,0.911673612165017,58.5,20.3,21.2
Colonia.colonus,3.63923982450391,0.00450965709366763,0.674376095396586,2.96035407201366,0.1,18.5,81.3
Pogonotriccus.eximius,3.24189344369166,0.234803636747009,1.22945664176566,1.77763316517899,7.2,37.9,54.8
Cranioleuca.semicinerea,6.01922514730989,4.07555847327657,0.171801257998971,1.77186541603434,67.7,2.9,29.4
Cyanocorax.cyanopogon,4.47218366876719,1.61555719559179,0.518103205706412,2.33852326746899,36.1,11.6,52.3
Anumara.forbesi,7.68573966652141,5.44788966743969,0.692652407503999,1.54519759157771,70.9,9,20.1
Cyanoloxia.brissonii,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Cyanoloxia.glaucocaerulea,3.80505411377652,1.22510108822492,1.49948389698977,1.08046912856183,32.2,39.4,28.4
Dacnis.cayana,4.53059504267761,4.53059504267761,0,0,100,0,0
Phleocryptes.melanops,5.20150709665635,1.86410540365144,1.41341375223201,1.9239879407729,35.8,27.2,37
Dysithamnus.stictothorax,3.92872273380281,0.0684155521234177,1.21181490142544,2.64849228025395,1.7,30.8,67.4
Drymophila.rubricollis,3.45276845019619,1.51005715040637,1.0282200374095,0.914491262380321,43.7,29.8,26.5
Elaenia.parvirostris,3.80311976447714,0.936091130128247,1.69540206817508,1.17162656617382,24.6,44.6,30.8
Griseotyrannus.aurantioatrocristatus,4.18655577918,2.72299433999889,0.716429161182701,0.747132277998401,65,17.1,17.8
Euphonia.violacea,3.81441782910984,0.018127358967206,1.98940211962799,1.80688835051464,0.5,52.2,47.4
Fluvicola.albiventer,3.41495917624891,1.21984765166118,0.567293375288528,1.6278181492992,35.7,16.6,47.7
Formicivora.iheringi,4.85239841173297,3.65046820090651,0.132626144593291,1.06930406623317,75.2,2.7,22
Furnarius.rufus,3.65790732940841,0.0752181161416857,1.19811986445426,2.38456934881246,2.1,32.8,65.2
Geositta.cunicularia,6.94205073203787,5.06199556552741,0.515336529593332,1.36471863691712,72.9,7.4,19.7
Herpsilochmus.sellowi,5.73744248921309,3.88900220133961,0.186123747160512,1.66231654071297,67.8,3.2,29
Hemitriccus.obsoletus,5.19125096116955,3.16195270483848,0.985753948269837,1.04354430806124,60.9,19,20.1
Hemitriccus.diops,3.44885677327652,0.0757761483315534,1.28913974937564,2.08394087556932,2.2,37.4,60.4
Hemitriccus.furcatus,2.85987177424421,0.325889538995868,0.145725369781848,2.3882568654665,11.4,5.1,83.5
Herpsilochmus.atricapillus,3.12728068955822,0.674126167456782,0.765694711222158,1.68745981087928,21.6,24.5,54
Hemitriccus.kaempferi,4.45164955257922,2.70201062265221,0.413353447978772,1.33628548194824,60.7,9.3,30
Hemitriccus.nidipendulus,2.99028536591205,0.647263886344459,0.525022363920241,1.81799911564735,21.6,17.6,60.8
Castanozoster.thoracicus,3.62344749426357,0.94575040271649,1.27347848805933,1.40421860348775,26.1,35.1,38.8
Hylopezus.nattereri,4.75431040924098,2.6514263903038,0.875587250072933,1.22729676886424,55.8,18.4,25.8
Hylopezus.ochroleucus,5.66485435541989,3.7084788654075,0.153091372062149,1.80328411795025,65.5,2.7,31.8
Hymenops.perspicillatus,4.90500181578864,1.70892525411786,1.30088343334362,1.89519312832716,34.8,26.5,38.6
Larus.cirrocephalus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Larus.maculipennis,5.07497877350172,1.01156558673432,1.63538582603105,2.42802736073635,19.9,32.2,47.8
Laterallus.leucopyrrhus,4.77046870592085,1.06416352148691,2.09334278370001,1.61296240073393,22.3,43.9,33.8
Laterallus.melanophaius,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Laterallus.xenopterus,1.9638816754313,0.263943568852715,0.533443733180189,1.16649437339839,13.4,27.2,59.4
Leptotila.rufaxilla,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Leucochloris.albicollis,3.48158858294608,0.26636818255623,1.52652694360521,1.68869345678463,7.7,43.8,48.5
Limosa.haemastica,5.57455351285153,3.31945197803981,0.437006901143452,1.81809463366826,59.5,7.8,32.6
Lophornis.magnificus,3.8284374987013,0.0241289815966789,1.55970465965253,2.24460385745209,0.6,40.7,58.6
Myrmoderus.loricatus,3.72374986505202,1.36507885234977,0.686238181443135,1.67243283125912,36.7,18.4,44.9
Rhopias.gularis,3.10275631004707,0.204380035403314,1.46605014352405,1.43232613111971,6.6,47.2,46.2
Stigmatura.bahiae,6.80986478351814,4.62196190777218,0.181389257401164,2.00651361834479,67.9,2.7,29.5
Pseudopipra.pipra,4.46701543397239,2.15571219409789,0.929627959833023,1.38167528004148,48.3,20.8,30.9
Ceratopipra.rubrocapilla,5.48631654763237,3.14022573357702,0.893422831018329,1.45266798303702,57.2,16.3,26.5
Philohydor.lictor,4.43101498154925,2.16735796994173,0.620433917065573,1.64322309454195,48.9,14,37.1
Mesembrinibis.cayennensis,3.59610542469283,0.00724442318873628,0.747414742235724,2.84144625926837,0.2,20.8,79
Microspingus.lateralis,2.34875973393636,1.02515310968567,0.10316297796198,1.22044364628871,43.6,4.4,52
Sporophila.nigricollis,3.53065266575495,0.20588321279007,1.57931545172926,1.74545400123562,5.8,44.7,49.4
Tangara.ornata,3.58388302012644,0.480666614705303,0.567993114022741,2.5352232913984,13.4,15.8,70.7
Tangara.sayaca,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Notharchus.swainsoni,2.82032657717242,0.0630394611280104,0.387024757040466,2.37026235900395,2.2,13.7,84
Xenops.rutilus,3.98950790022244,2.58214634018622e-05,0.514273256540839,3.4752088222182,0,12.9,87.1
Macropsalis.forcipata,4.30480014798428,0.861388622904894,1.57721530621275,1.86619621886664,20,36.6,43.4
Megascops.choliba,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Megascops.atricapilla,3.02056425773095,0.0370033313247749,0.952586401564074,2.0309745248421,1.2,31.5,67.2
Megascops.sanctaecatarinae,6.1866558230684,4.93486040940273,0.274332303227904,0.977463110437775,79.8,4.4,15.8
Melanerpes.flavifrons,3.67294467007822,0.0542850194389075,1.93700967178216,1.68164997885716,1.5,52.7,45.8
Melanerpes.candidus,3.68996574755208,0.00970286139790586,1.04641554278583,2.63384734336834,0.3,28.4,71.4
Systellura.longirostris,4.02874530468013,0.266769649348329,0.429981373012258,3.33199428231954,6.6,10.7,82.7
Mitu.mitu,7.24389983736938,6.501909501636,0.244162806743937,0.497827528989438,89.8,3.4,6.9
Neocrex.erythrops,5.19408029262307,2.30877723451065,1.3059610086157,1.57934204949671,44.5,25.1,30.4
Neomorphus.geoffroyi,4.27602157440098,1.74508441402238,0.450927769405936,2.08000939097267,40.8,10.5,48.6
Micrastur.mintoni,5.16116662141668,3.19913379341045,0.754750442106287,1.20728238589994,62,14.6,23.4
Micrastur.mirandollei,4.15752377894261,3.48662794683474,0.209552499756645,0.461343332351222,83.9,5,11.1
Micrastur.semitorquatus,3.96237196630499,0.00130376181221397,1.98049232523421,1.98057587925856,0,50,50
Micropygia.schomburgkii,3.00898861710136,1.01094319924506,0.607139926565242,1.39090549129106,33.6,20.2,46.2
Milvago.chimachima,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Momotus.momota,3.49925716393027,1.7392310074889,0.400194222906261,1.35983193353511,49.7,11.4,38.9
Monasa.morphoeus,4.8617673137352,3.15378291168717,0.414631685082114,1.29335271696591,64.9,8.5,26.6
Monasa.nigrifrons,4.64164351259913,2.55974615580704,0.383752664198092,1.698144692594,55.1,8.3,36.6
Nomonyx.dominicus,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Nonnula.rubecula,3.3036916020309,0.0531898888959795,1.38408828667895,1.86641342645597,1.6,41.9,56.5
Nothura.boraquira,4.95393026988746,3.07462662377465,0.253103908080581,1.62619973803224,62.1,5.1,32.8
Numenius.borealis,6.66851386583961,5.35026764887219,0.353577191907604,0.96466902505981,80.2,5.3,14.5
Nyctibius.aethereus,2.86419237454759,0.0477171696308102,0.650945087906316,2.16553011701047,1.7,22.7,75.6
Nyctibius.leucopterus,4.51576666485919,2.94907636847508,0.215445068682398,1.35124522770171,65.3,4.8,29.9
Nyctipolus.hirundinaceus,6.2815960262719,4.26491018086057,0.249554299306959,1.76713154610437,67.9,4,28.1
Nystalus.chacuru,3.62572912378565,0.00746741820512241,0.7237227902813,2.89453891529922,0.2,20,79.8
Nystalus.maculatus,4.87102148355353,2.2634673792596,0.438560970271766,2.16899313402216,46.5,9,44.5
Odontophorus.capueira,3.89855821449939,0.00719662761319786,2.28809046596758,1.60327112091862,0.2,58.7,41.1
Oxyura.vittata,6.17331659613718,5.65054089483735,0.0672646517757696,0.455511049524062,91.5,1.1,7.4
Pardirallus.nigricans,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Pardirallus.sanguinolentus,4.81918727154977,2.18026159010416,1.39049846666575,1.24842721477987,45.2,28.9,25.9
Porphyrio.flavirostris,2.31973649947232,0.246127684887122,0.387283092643335,1.68632572194187,10.6,16.7,72.7
Patagioenas.maculosa,4.04868456312856,2.14148043810685,1.00576887232518,0.901435252696526,52.9,24.8,22.3
Penelope.superciliaris,3.92504153020596,0.00588290990203791,2.05531596439699,1.86384265590693,0.1,52.4,47.5
Patagioenas.picazuro,3.66717057616649,0.075446337248806,1.09240556050025,2.49931867841744,2.1,29.8,68.2
Patagioenas.plumbea,3.77623072256423,0.0971139060947748,1.18447465434669,2.49464216212276,2.6,31.4,66.1
Patagioenas.speciosa,3.38403089865591,0.0728009509796037,0.672672002260707,2.6385579454156,2.2,19.9,78
Vanellus.chilensis,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Penelope.obscura,4.32942076961651,1.36518244893145,1.5619400446336,1.40229827605146,31.5,36.1,32.4
Penelope.jacucaca,5.94732386625008,4.87423105221001,0.065864045047286,1.00722876899278,82,1.1,16.9
Phaethornis.eurynome,3.55472612701149,0.198714767530384,2.03234472279129,1.32366663668982,5.6,57.2,37.2
Veniliornis.affinis,5.52172451859739,3.45100921928957,0.495913425896289,1.57480187341153,62.5,9,28.5
Phaethornis.idaliae,3.83016837839524,1.45765532722453,0.470321989090043,1.90219106208066,38.1,12.3,49.7
Phaethornis.malaris,6.01006647978435,3.91530105912852,0.463938741615562,1.63082667904027,65.1,7.7,27.1
Phaethornis.pretrei,2.92731952434952,0.213499691403514,1.16978595430123,1.54403387864477,7.3,40,52.7
Phaethornis.ruber,4.01158838898186,1.14277877050694,0.636561018361243,2.23224860011368,28.5,15.9,55.6
Phaethornis.squalidus,3.18611729203646,0.35680794951352,0.513906950361218,2.31540239216172,11.2,16.1,72.7
Phaetusa.simplex,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Phimosus.infuscatus,3.49533062539354,0.289517273876767,1.45699571343144,1.74881763808533,8.3,41.7,50
Phacellodomus.ferrugineigula,3.97346853541668,0.723259109235423,1.46277296323161,1.78743646294964,18.2,36.8,45
Phacellodomus.rufifrons,3.89924481232945,1.03822856728686,0.770906812728551,2.09010943231405,26.6,19.8,53.6
Piculus.flavigula,3.45860622328427,0.703275862071075,0.431386119004322,2.32394424220888,20.3,12.5,67.2
Picumnus.albosquamatus,1.69750944818907,0.442757691677182,0.517811105259029,0.73694065125286,26.1,30.5,43.4
Picumnus.cirratus,2.61703108962137,0.294695867175901,0.909221624668014,1.41311359777745,11.3,34.7,54
Picumnus.exilis,5.86671090278186,3.96061143172597,0.365865571513839,1.54023389954205,67.5,6.2,26.3
Picumnus.fulvescens,7.35149437742168,5.80097895579552,0.418657159220583,1.13185826240557,78.9,5.7,15.4
Picumnus.nebulosus,5.80960994199558,4.64087628184757,0.296506084462957,0.872227575685058,79.9,5.1,15
Picumnus.temminckii,4.53644213951547,2.55148940091007,0.876670004250172,1.10828273435522,56.2,19.3,24.4
Picumnus.pygmaeus,6.99643403302068,4.77988446311723,0.252872201897992,1.96367736800546,68.3,3.6,28.1
Pilherodius.pileatus,1.99274885805699,0.517259031362436,0.443841107025966,1.03164871966859,26,22.3,51.8
Pipile.cumanensis,1.14161566509521,1.14161566509521,0,0,100,0,0
Plegadis.chihi,3.58298437961501,0.817152303784422,1.55493526968144,1.21089680614915,22.8,43.4,33.8
Pluvialis.dominica,6.12811148065368,4.38610397600169,0.519993409543784,1.22201409510821,71.6,8.5,19.9
Podiceps.major,6.563252058353,4.64661418761397,0.543410456553675,1.37322741418535,70.8,8.3,20.9
Porzana.albicollis,4,1.67546875278688e-33,1.11845632955057,2.88154367044943,0,28,72
Primolius.maracana,3.70288538005551,0.0145167469413782,0.83457380623826,2.85379482687587,0.4,22.5,77.1
Psittacara.leucophthalmus,3.61745351741878,0.0747320946122803,1.72664943898967,1.81607198381683,2.1,47.7,50.2
Pteroglossus.aracari,3.2156263629788,0.26878900485092,0.746604278729455,2.20023307939843,8.4,23.2,68.4
Pteroglossus.bailloni,3.37267406737331,0.0983592512753008,2.06108159069169,1.21323322540632,2.9,61.1,36
Pteroglossus.castanotis,3.02350626437157,0.508177459658878,0.612981262525271,1.90234754218742,16.8,20.3,62.9
Pteroglossus.inscriptus,7.72238400678161,5.93318576764991,0.448619431947845,1.34057880718385,76.8,5.8,17.4
