Species,Bio01_range_past,Bio04_range_past,Bio07_range_past,Bio11_range_past,Bio15_range_past,Bio17_range_past,Bio01_range_present,Bio04_range_present,Bio07_range_present,Bio11_range_present,Bio15_range_present,Bio17_range_present
Anodorhynchus glaucus,3.18125,135.3375,4.25,3.93325,35.80775,313.275,55.0006958604399,1780.0098972152,65.000835198918,56.9993022953099,388.988850877666,4741.92103177988
Anodorhynchus hyacinthinus,4.05625,273.53025,7.7,5.142,57.039,353.725,102.99136405466,3028.92131526087,157.998050518918,105.99916926939,652.997224259935,4454.96929764513
Anodorhynchus leari,1.4355,39.297,0.45,2.3835,39.64775,54.925,73.9984678779401,946.959721473547,51.988994210805,84.9934496709702,644.948764957727,1280.96859880471
Anopetia gounellei,5.30825,98.422,3,6.15,64.08625,72.75,142.99121774205,1645.94634820766,136.999022420894,151.99107926613,914.9764560738,1317.36955440718
Anthracothorax nigricollis,13.7755,463.17525,13.475,15.159,116.3505,1164.35,343.98203838429,4698.92968787415,212.999025768047,353.98231778002,1134.9498599277,32678.389094369
Anthracothorax viridigula,4.63725,77.04075,2.15,4.55,52.23225,368.025,163.98370103992,1175.98078559121,113.9995821578,157.98425873698,687.973672030775,5284.96656843733
Anthus chacoensis,11.335,315.104,8.85,13.67475,63.4555,309.65,198.97590404145,3390.9650387322,124.992209674411,217.9771581548,663.990940556804,4315.98098756981
Anthus furcatus,18.70625,633.06325,17.625,22.3415,124.57875,386.85,398.9788038504,6892.88926464837,259.994846710154,462.98019430911,1297.95275776872,7524.10402666838
Anthus hellmayri,21.2605,479.85975,13.5,23.11675,118.13375,405.575,323.97645710834,5762.85757231635,255.988167110254,366.97910246211,1350.96921197471,5645.84387300086
Anthus lutescens,17.9355,610.59225,17.175,22.39175,104.87575,467.05,316.96530728791,6260.88003667241,278.998327814411,356.96962591772,1119.96333789148,11043.7310439908
Anthus nattereri,7.49575,332.7355,9.275,8.90825,81.11125,399.425,155.98482097199,3439.9626468992,166.988731025367,158.98454241368,839.989555085555,6251.72687553776
Antilophia bokermanni,0,0,0,0,0,0,54.9998634874901,629.96910733226,23.997910441727,59.9993070566802,158.001265450088,228.000007533693
Antilophia galeata,6.81225,259.6355,7.2,8.23375,67.7975,239.3,166.99471711532,2989.92688023694,102.993324855743,182.99569191024,733.996243688615,4075.56705343242
Antrostomus rufus,18.61475,435.1915,12.825,23.03375,101.08925,653.325,316.9685165949,4761.91019825864,214.996798745546,354.96948673628,1055.0037346459,12422.6112503638
Antrostomus sericocaudatus,14.6,347.47775,10.175,15.66675,74.653,382.125,324.9561454337,3867.92147549915,159.997492960518,336.95544932185,790.986900331641,8790.62071663353
Anumara forbesi,4.20175,96.003,2.85,5.4415,36.9395,100.95,127.00098603761,1557.99751053428,131.997632875392,140.0032143673,434.988305076805,1640.82559405336
Anumbius annumbi,17.0335,579.064,15.775,23.058,91.309,415.35,301.96101217737,5902.92811016153,235.989845566194,352.9635179579,1019.96434317109,6419.72508165691
Aphantochroa cirrochloris,10.148,297.502,8.125,13.15,94.0965,365.525,201.97729377651,3493.97893599494,167.999442227366,218.98328610835,1027.98690294905,5625.83355123904
Ara ararauna,15.2205,256.24725,7,17.43375,91.1575,912.3,341.98384911675,3107.88664363366,177.991646327637,349.98371073447,928.995123352358,32604.6786244753
Ara chloropterus,19.34575,304.56475,8.775,20.07525,86.17075,1020.675,347.98426734473,3448.90418864436,174.984127527747,353.98231778002,1010.97938058169,21591.5099755956
Ara severus,19.1205,139.115,4.375,20.07525,100.58925,1300.825,342.98398843264,2047.89695638074,169.992203990701,351.98190018982,1069.95445692999,32718.9433148681
Aramides cajaneus,19.2875,528.01425,15.025,23.46675,104.87575,1276.075,347.98426734473,5477.80911662802,245.993596568307,356.96962591772,1122.94356399919,32736.9793854328
Aramides mangle,8.9895,228.969,6.2,11.49975,95.03175,344.7,207.97994446042,2975.88137092942,151.997491703686,222.98537986103,1068.94884687131,4659.73068453856
Aramides saracura,7.23325,278.671,8.125,9.3165,79.47625,399.425,169.97841137808,3408.99582514852,175.998886170828,172.98705165681,822.985651402446,6342.65186875431
Aramides ypecaha,11.40625,448.46275,12.675,15.875,91.409,424.25,153.9841190741,4609.96139516452,147.000001790171,186.9830050563,940.988298844376,6465.72647186985
Aratinga auricapillus,8.84575,201.401,5.075,11.633,81.565,362.775,181.97868741534,2725.84588515001,148.992066139524,197.98579601319,898.956241006221,6008.68238165223
Aratinga jandaya,4.21875,120.0085,3.45,4.63325,67.72125,227.65,113.99024939645,1724.93743987971,147.997771786985,114.98983123506,826.940644203293,3572.69450699868
Aratinga maculata,1.3205,52.759,1.6,1.54175,16.35675,128.45,56.9949823101697,789.948734444078,73.994148424589,54.9954004907199,236.998329418646,2184.89988425526
Aratinga nenday,5.51675,306.0445,8.275,8.9415,42.22075,160.15,64.9988871109999,3094.97047088468,94.993314375761,98.00014041448,477.007528268135,2710.00479057747
