Species,Bio01_range_past,Bio04_range_past,Bio07_range_past,Bio11_range_past,Bio15_range_past,Bio17_range_past,Bio01_range_present,Bio04_range_present,Bio07_range_present,Bio11_range_present,Bio15_range_present,Bio17_range_present
Agalychnis_lemur,0.695999999999998,4.55675,0.125,0.77525,4.12225,47.95,96.9860713683597,525.975209717774,70.996378893723,97.9857928060701,251.016576333799,4373.69582472977
Agalychnis_litodryas,1.95025,29.66075,0.725,1.65825,46.7705,287.275,253.98426650773,856.918269260416,80.9923415427999,264.98301337687,845.931613577732,21774.5000069072
Agalychnis_medinae,0.0209999999999972,4.38750000000001,0.25,0.0582499999999975,9.84875,10.875,140.98161370268,752.870589368844,88.9877423387847,135.98300674496,365.979933416346,1507.80926747295
Agalychnis_psilopygion,0.600000000000001,45.94525,1.3,0.0502499999999984,69.98125,949.7,221.00139403969,709.998618904701,64.994150978666,221.00055830139,910.932445801518,32305.3679245281
Agalychnis_spurrelli,3.33975,35.15475,1.05,3.4,58.34575,1183.25,271.98496305579,856.918269260416,93.9983287981814,281.98329203578,847.893034013477,32317.9134582273
Allobates_alessandroi,7.9125,31.27975,0.85,8.3665,14.64525,225.975,297.98496363215,862.913670831875,64.9906721589439,304.98412854462,477.935524722313,7398.930521348
Allobates_algorei,2.979,16.36975,0.45,2.9085,5.41525,21.275,259.97729872723,1053.93717241203,93.9956803220232,253.97757750077,445.973535074284,5347.41619393942
Allobates_bromelicola,0,0,0,0,0,0,140.98161370268,752.870589368844,88.9877423387847,135.98300674496,266.989136823781,696.160794035283
Allobates_brunneus,3.32525,85.423,2.675,3.825,66.7935,703.65,175.98077795904,1069.92298952221,129.999303680168,175.98091685627,693.993037348679,12279.6111135387
Allobates_caeruleodactylus,0,0,0,0,0,0,12.9999999804299,146.009612548315,21.0005580076708,11.9998606289801,71.010167758202,896.0737563789
Allobates_caribe,0,0,0,0,0,0,62.98955230197,264.969214021076,68.9887167802752,63.98955228256,125.994010668128,2049.85234623994
Allobates_cepedai,0,0,0,0,0,0,209.9834249058,984.94666386794,45.997492960729,205.98398169339,316.968102539239,5693.5136590915
Allobates_conspicuus,4.30625,21.046,0.775,4.60025,58.3205,610.575,139.96880711732,594.950994283617,61.9927590796538,143.9682502167,580.979391746101,8349.58145753327
Allobates_crombiei,1.07325,32.7075,0.85,0.883499999999998,14.1645,91.925,26.99916434853,382.976311048405,35.9973522507609,24.9991644891302,184.012529247911,1310.03018887558
Allobates_femoralis,12.24825,126.81625,3.3,11.6835,91.65925,815,341.95572779198,1657.93898959004,129.000278758894,342.95461262816,1037.9935996603,17131.2975878002
Allobates_flaviventris,0.218999999999998,4.08925,0.35,0.241500000000002,4.06474999999999,11.225,10.9995820886502,217.011421545769,22.998606406071,13.0001390366597,68.997073263307,323.031036347555
Allobates_fratisenescus,0,0,0,0,0,0,265.97298039758,942.90611554417,51.9956816578209,268.97395480576,527.934397583598,10679.1915543225
Allobates_fuscellus,1.15625,18.57575,0.7,1.53325,60.08875,664.625,61.9894159967298,411.979393407568,63.9974934124831,68.9881630166801,584.995547085963,7323.0243681496
Allobates_gasconi,0.416249999999998,6.2345,0.25,0.408249999999999,23.3235,220.625,19.9990253302403,265.985240594114,23.9994433492024,21.9990253108404,263.992896695761,2941.15828106331
Allobates_goianus,2.02475,7.96225,0.325,2.2585,6.93725000000001,12.7,88.9895518232101,754.950545649772,59.994565382611,94.9896909016297,142.994702107182,327.998324786199
Allobates_granti,0.795750000000002,38.49,1.05,1.0585,13.2975,109.375,41.9967952543202,631.989835989343,99.0013935115523,40.9966559914801,232.00612692809,1951.83532337045
Allobates_humilis,3.1875,1.69425,0.05,3.14975,8.48399999999999,58.775,249.96990791817,912.934126970716,89.9947055820538,251.96781840547,356.97395848,2792.6329401796
Allobates_insperatus,7.28975,31.35875,0.75,6.9835,8.946,468.325,273.97270409837,857.900837460866,38.0012521691033,278.9708937515,346.993311449954,15312.4172412762
Allobates_juanii,0.24175,6.0475,0.25,0.358000000000001,0.637999999999998,9.02500000000003,263.98036042097,1097.92841823751,50.9990251070197,254.98579139984,316.968102539239,5693.5136590915
Allobates_kingsburyi,2.95,13.1525,0.375,2.9835,39.6555,366.95,287.96991612905,1118.85947037442,68.9917825105285,288.97061216572,536.929798194073,15330.6980298475
