"";"x"
"Bolitoglossa_platydactyla";1,32273127140282
"Pseudoeurycea_gigantea";-0,216596327719424
"Pseudoeurycea_naucampatepetl";0,373885344737707
"Pseudoeurycea_teotepec";0,134799969108198
"Pseudoeurycea_tlahcuiloh";0,66724166164272
"Pseudoeurycea_praecellens";-1,46252510849601
"Pseudoeurycea_brunnata";-5,4224845113447
"Pseudoeurycea_goebeli";5,32801938089715
"Pseudoeurycea_leprosa";-2,23280314788385
"Pseudoeurycea_nigromaculata";2,2058483254818
"Pseudoeurycea_smithi";1,19968335417735
"Pseudoeurycea_ahuitzotl";0,76468197138757
"Pseudoeurycea_galeanae";-0,366321623865859
"Pseudoeurycea_ruficauda";-0,592522342916553
"Pseudoeurycea_cafetalera";1,40323982551434
"Pseudoeurycea_cephalica";4,14519125563423
"Pseudoeurycea_quetzalanensis";-4,71357982577382
"Pseudoeurycea_mixcoatl";0,336640610722495
"Pseudoeurycea_altamontana";-1,00289910911676
"Pseudoeurycea_robertsi";-0,204568744540149
"Pseudoeurycea_melanomolga";4,85753433224239
"Pseudoeurycea_lineola";-0,731722785409015
"Bradytriton_silus";-0,346581625361592
"Oedipina_ignea";3,16107632155213
"Oedipina_alleni";5,29007820717163
"Oedipina_savagei";-5,50448180386238
"Oedipina_leptopoda";-3,05894869260696
"Oedipina_collaris";3,46664523600347
"Oedipina_stuarti";1,63323174929744
"Oedipina_taylori";2,58389059425582
"Oedipina_cyclocauda";0,282442038946993
"Oedipina_pseudouniformis";-0,206633345962897
"Oedipina_gracilis";-4,54296119734347
"Oedipina_pacificensis";-3,92587682552865
"Oedipina_uniformis";6,47553393583212
"Oedipina_alfaroi";0,071435075436212
"Oedipina_quadra";-0,149253585000679
"Oedipina_gephyra";5,34445611057406
"Oedipina_tomasi";-6,08209332638834
"Oedipina_paucidentata";-0,471798550254892
"Oedipina_altura";-0,743415363100009
"Oedipina_grandis";2,13403623831815
"Oedipina_poelzi";-1,36911860720971
"Oedipina_kasios";0,400770461011415
"Oedipina_carablanca";-1,11423091915541
"Oedipina_elongata";0,641317339604285
"Nototriton_abscondens";2,91156877539594
"Nototriton_gamezi";-4,06889712570359
"Nototriton_picadoi";0,636265497298854
"Nototriton_guanacaste";1,64220505107285
"Nototriton_tapanti";-1,61927691561337
"Nototriton_lignicola";-0,320558787368975
"Nototriton_barbouri";0,472212301474361
"Nototriton_limnospectator";0,831779019701996
"Nototriton_major";1,25157368366359
"Nototriton_richardi";-1,68763050131029
"Dendrotriton_sanctibarbarus";0,222014612841741
"Dendrotriton_kekchiorum";-0,666418604860576
"Chiropterotriton_magnipes";1,6356826165309
"Chiropterotriton_chiropterus";-0,0611775137573916
"Chiropterotriton_arboreus";-0,929592333123038
"Chiropterotriton_cracens";-5,33643354440613
"Chiropterotriton_multidentatus";5,34854342464928
"Chiropterotriton_terrestris";-0,677871216777536
"Chiropterotriton_priscus";0,666794860992989
"Chiropterotriton_mosaueri";0,416542117517611
"Chiropterotriton_dimidiatus";-1,84607226228819
"Chiropterotriton_orculus";-0,0800977817636978
"Chiropterotriton_lavae";1,23787348278039
"Cryptotriton_nasalis";1,38392545086143
"Cryptotriton_monzoni";-1,63725361745443
"Cryptotriton_sierraminensis";-0,100468889062871
"Thorius_aureus";1,10456544536956
"Thorius_boreas";0,432180052614274
"Thorius_narisovalis";-2,81227768025756
"Thorius_dubitus";0,244097125259299
"Thorius_troglodytes";0,373959321906492
"Thorius_insperatus";-0,43319117243626
"Thorius_minydemus";-3,78910042140572
"Thorius_spilogaster";3,74552110514403
"Thorius_pennatulus";-0,0726334999486757
"Thorius_smithi";-0,411774777424532
"Thorius_narismagnus";-0,606569144672406
"Thorius_magnipes";0,406120274512478
"Thorius_schmidti";-0,164787485992113
"Thorius_arboreus";-0,264161951470261
"Thorius_macdougalli";-0,159182585369934
"Thorius_lunaris";0,907195554736012
"Thorius_munificus";-0,72840571110164
"Ascaphus_montanus";0,270915829491091
"Ascaphus_truei";-0,271592938829935
"Leiopelma_hochstetteri";0,0301265570689079
"Leiopelma_archeyi";-0,357382101299343
"Leiopelma_pakeka";0,419642183636545
"Leiopelma_hamiltoni";-0,377612347624362
"Barbourula_kalimantanensis";-0,234118265049034
"Barbourula_busuangensis";0,346207635933866
"Bombina_orientalis";-0,17903882369871
"Bombina_bombina";0,0294739217519818
"Bombina_pachypus";-0,335700174901405
"Bombina_variegata";0,180561715880237
"Bombina_maxima";0,631212253562675
"Bombina_lichuanensis";-0,344519550860169
"Alytes_cisternasii";-0,010484237614262
"Alytes_obstetricans";0,322506232836993
"Alytes_muletensis";-1,26024365635827
"Alytes_dickhilleni";1,12708436842798
"Discoglossus_montalentii";-0,265842937900352
