"","Species","CHELSA_bio2_1981.2010_V.2.1_median","CHELSA_bio3_1981.2010_V.2.1_median","CHELSA_bio4_1981.2010_V.2.1_median","CHELSA_bio7_1981.2010_V.2.1_median","CHELSA_bio11_1981.2010_V.2.1_median","CHELSA_bio15_1981.2010_V.2.1_median","CHELSA_bio17_1981.2010_V.2.1_median"
"309","Ctenomys azarae","10.9998606529994","40.0001390756181","558.998468767309","26.9998606336159","8.00013909900057","46.0009736348549","63.0002796164645"
"310","Ctenomys bergi","10","43.9997215413864","472.00542938401","22.0001391270006","11.0006958008404","75.9994421479978","24.9995840987106"
"311","Ctenomys boliviensis","9","62.0004175416025","138.994918382272","14.000000094","23.000000094","71.0009050627056","58.9984671452942"
"312","Ctenomys bonettoi","9","44.0001391623931","398.997354648204","19.9999999806075","16.0002784946086","48.9990243836036","112.005436875807"
"313","Ctenomys brasiliensis","8.9998606323897","40.9999997627805","430.998323627725","20.9998603563897","11","10.0002787352206","266.001947249545"
"314","Ctenomys colburni","10","40.000000009689","525.493598543361","24.9999304898749","2.50000016106452","39.9994426126267","42.9985376113027"
"315","Ctenomys coludo","12.9998604609995","55.9993034988721","396.004170792493","22.9998604222245","5.99958316361077","109.002223313809","7.0002792392261"
"316","Ctenomys conoveri","9.99999999030291","54.0000694105913","325.494639841265","17.9999304088029","19.0002785260011","74.4986070816912","34.0026452172513"
"317","Ctenomys coyhaiquensis","7.50034817750139","37.0008352666289","429.508503083593","20.0005572920022","0.500278653688721","42.0003486102494","94.9976881167424"
"318","Ctenomys dorbignyi","9","42.5001392413051","437.49833039921","21","14.0001391310006","38.4993721577158","154.008571198837"
"319","Ctenomys dorsalis","9.99986063699944","56.0002783340011","300.994710831189","16.9998608329994","20.0002785300011","67.9977722295698","42.0057085736812"
"320","Ctenomys emilianus","12.000417497622","44.0002781706214","559.510861250899","28.0005568246226","2.00027890538079","71.9959575441495","53.9979105207885"
"321","Ctenomys famosus","11.9999302421924","52.9990253923936","412.010288507302","22.5000697581128","7.49986154761218","97.0004858355685","13.9988166414293"
"322","Ctenomys flamarioni","5.00013823481642","33.4992297605072","363.491777909161","15.4995810593057","14.0000002953953","16.999303987487","273.00214838586"
"323","Ctenomys fochi","10.9997910991929","44.9998606683875","497.487475235523","24.4993039788534","13.0002090088074","85.4995814233066","12.5006961986941"
"324","Ctenomys fodax","9.50013918531295","40.4999304778755","507.002301775512","24.0001393270006","2.50013917562505","43.4995816303741","31.0015999502488"
"325","Ctenomys frater","10","58.9997204964719","303.501609802774","19.5000696521094","12.0006967453068","93.4986071227805","15.5009059435415"
"326","Ctenomys fulvus","14.0005570278317","68.4995815393027","275.503831586233","21.5002785859997","2.99993027758542","116.50153236809","5.99999985352682"
"327","Ctenomys goodfellowi","8.50006967950028","61.0000695875006","169.994919043161","14.0000000899997","21.0002088645009","57.5018103008173","99.4942891679583"
"328","Ctenomys haigi","10.9999997987572","41.9998604096214","522.008493993072","26.0001391257577","1.00027814662311","61.997768622211","60.9976341716607"
"329","Ctenomys ibicuiensis","9","44.0004178856086","422.994707979551","20.9997215013919","14.999999744","19.9993033597833","334.012537607762"
"330","Ctenomys johannis","12","44.0002778140012","597.999307948407","27.0002781684623","9.00027865061641","59.9974960336616","17.9984682371463"
"331","Ctenomys juris","10","50.5005561936609","350.004811251758","19.5001393296097","12.0002094766716","101.498885563216","16.9994431682115"
"332","Ctenomys knighti","10.9999302168057","49.0002776901452","426.502235353307","21.5001394102245","10.9997917345806","95.498953449026","12.0009764660815"
"333","Ctenomys lami","5.99999915830129","36.4997875167048","359.992197605436","15.9997206243007","14.5000002780005","16.9993737998938","291.509663403057"
"334","Ctenomys latro","10","49.4998604566946","395.500562400373","20.4998609723894","13.0002788173906","95.4995115338035","13.9999301074152"
"335","Ctenomys leucodon","10.9991644847827","68.9997214626058","135.999722455322","15.9987468225672","6.00139264818484","94.9892778117137","38.0409393462241"
"336","Ctenomys lewisi","11.4998605493038","60.9995119171938","260.505789605956","19.5000695524132","10.0008358712189","99.9978410827088","11.0019501295748"
"337","Ctenomys magellanicus","7.49993004849973","37.9997221973716","419.498806991464","19.9997204643124","0.00027865600110651","22.0004166900629","65.4970752231688"
"338","Ctenomys maulinus","10.0004178573088","43.5003478261231","437.515953017467","23.0006964953115","1.00027850293298","72.0016699309369","196.477155947735"
"339","Ctenomys mendocinus","11.9997215693825","42.0002784540011","575.992622013875","27.9995819829983","9.00013934700056","60.0006952996181","42.9994442166124"
"340","Ctenomys minutus","8.99902426737107","48.0004176456064","346.989272064629","16.9991633789758","13.9999999806053","14.9998603136047","374.008072553573"
"341","Ctenomys occultus","10","49.9998602449995","389.001824273081","21.0000001652239","11.0004182643908","90.0025048075078","28.9958232712638"
"342","Ctenomys opimus","13.9998606413035","65.9997910008906","272.484261655977","21.9994429973902","3.00062676580683","119.499303698475","7.99895549105801"
"343","Ctenomys osvaldoreigi","10.0001390996148","43.9997215413864","507.002498511161","24.0001388328431","11.0006958008404","75.9994421479978","26.999862873613"
"344","Ctenomys pearsoni","8.9998606323897","40.9999997627805","430.998323627725","20.9998603563897","11","12.0006974762212","263.004308490764"
"345","Ctenomys perrensi","9","43.0000000193919","434.999166317648","20.9999999806081","14.0002785100011","30.9995813088225","196.009334789389"
"346","Ctenomys peruanus","12.9991646253891","69.9997214859988","142.99331885871","18.9987469283874","5.00041775517922","95.998329113003","32.0027873211398"
"347","Ctenomys pilarensis","9","43.5002784000009","398.997007128647","19.9998607389994","16.5001392590006","37.9985368346733","185.006415209613"
"348","Ctenomys pontifex","11.9998606609994","42.0001395743825","578.004036723973","26.0005568452373","0.99986170067283","51.0032020170129","50.9977717993735"
"349","Ctenomys porteousi","10","40.5000696891929","528.496449579949","24.9997215476915","7.50013910100057","43.5000684821156","87.5013944758517"
"350","Ctenomys pundti","10","41.0002784506148","502.996796871305","23.9997215493852","10.0002784506148","62.9998596656131","43.0009769250039"
"351","Ctenomys rionegrensis","9.99979107319429","42","475.498607597215","22.9998606346937","12.0000695594997","30.4999989859995","168.503069084492"
"352","Ctenomys roigi","9","43.0000695791965","417.497355638205","20.4999304324997","15.5001391370006","42.998675933495","154.008571198837"
"353","Ctenomys saltarius","10","52.000416738965","339.506617215134","19.9998608743886","10.0002792324771","104.999163863825","12.0007649118569"
"354","Ctenomys scagliai","10","51.0004159114496","379.00279270007","20.0002782164445","10.0006967156131","95.9997185844468","12.003066469072"
"355","Ctenomys sericeus","8.0000002833741","35.0002789487493","486.014902575611","22.0001398703746","-2.99930417699716","30.0008358089918","64.9977678238831"
"356","Ctenomys sociabilis","9.00013958237801","41.0000002787549","436.010869617857","21.0008357020033","1.00027862662309","66.0006963014907","216.98160091361"
"357","Ctenomys steinbachi","8","58.5002087821982","196.495823593727","13.0001393453026","21.0001391693032","51.5010439542025","169.489832658615"
"358","Ctenomys talarum","8.99937269357619","39.9980486478416","467.491497964039","22.4988850598467","9.00000014","24.4993020066901","150.999935498661"
"359","Ctenomys torquatus","9","43.0001393830006","433.997772377104","20.9999999806075","12.0002785100011","15.0001390996092","289.015878301709"
"360","Ctenomys tuconax","10.4999303284997","48.5001386628381","426.502235353307","21.499791403194","11.9999309009693","92.5003465605565","16.502367224353"
"361","Ctenomys tucumanus","10","47.0004175982223","425.998888142775","21.9995826411641","13.0000004547772","90.0025048075078","28.9958232712638"
"362","Ctenomys tulduco","12.9998607077677","47.999721357383","574.000277075538","26.9998609351519","0.00083666815575187","43.0041775838644","43.0008279887903"
"363","Ctenomys validus","11.9998606609994","43.0000000096915","598.993734366527","27.9995124428827","9.0002785580014","61.4992362650179","28.497982790951"
"364","Ctenomys viperinus","10","49.9998602449995","389.001824273081","21.0000001652239","11.0004182643908","92.0001378562212","14.0008355850576"
"365","Ctenomys yolandae","9.00013934761141","42","464.999720766551","21.9999999806103","13.0001391270006","50.0001381676103","98.0013976399082"
"366","Cuniculus paca","8","68.0001390202122","85.998188489584","11.9998606255897","24.0001392910006","59.9990251183953","128.005855007573"
"367","Cuniculus taczanowskii","7.99972147769681","77.9986770480875","52.5006272724102","9.99999997090427","18.501323243175","42.0018807324651","271.475342129475"
"368","Cuscomys ashaninka","7.00013931500056","71.0005570166092","63.9983291935656","10.0001392956075","22.0004176822155","60.0004182766433","198.980362028257"
"369","Cuscomys oblativa","7.99986070039251","71.0002783786081","69.0019512938978","10.0001391990006","16.0016708910415","71.9973536747408","104.009473375737"
"370","Cyclopes didactylus","7.00013923559524","72.9966574033984","60.9980505533897","9.99999998060025","24.9998607803992","53.9994431593947","196.995546435145"
"371","Dactylomys boliviensis","7.99986067439501","70.4997910271963","72.4988170647984","10.9998608143939","23.0002785126061","56.5001394817895","157.493665577165"
"372","Dactylomys dactylinus","7","73.0001391567054","55.499860680793","9.99986080039863","25","53.9998610945031","170.007931215878"
"373","Dactylomys peruanus","7.49993041819652","67.9997909121055","126.999026131661","11.4997911668928","13.0018100971297","56.4996520632858","265.986561288749"
"374","Dasyprocta azarae","9","58.0001387531931","254.995127329179","15.9997214493992","19.0002785500011","44.0009734616071","162.004744745913"
"375","Dasyprocta coibae","2.00097488740714","53.0037605074183","54.0022279562307","4.00097488740714","25.9997214613981","68.9977716951845","94.029244908462"
"376","Dasyprocta croconota","7.49993049761187","69.9995125269073","84.0016709477111","10.000348398679","25.9999302945008","65.9990250264047","147.002086439168"
"377","Dasyprocta fuliginosa","7","76.9995126509011","48.0004175864126","8.99986079439668","24.999860766701","35.9998609692137","378.008837724279"
"378","Dasyprocta guamara","4.99916410823098","73.9940090129705","59.9980495664608","6.99902474523042","25.0001393630006","43.0009749119467","202.993733445084"
"379","Dasyprocta iacki","7.99860612024547","71.996233894985","108.991218523962","9.99916292658078","24.0001394670006","58.0025086505936","65.0033489590158"
"380","Dasyprocta kalinowskii","7.00013926500057","69.4998606749994","108.996798136561","10.5000000699997","18.0013228592341","56.999999944","221.237394877038"
"381","Dasyprocta leporina","8","68.0005568725958","85.0004186388872","11.9998607604103","24.9998607969994","66.0000009451816","97.994294958769"
"382","Dasyprocta mexicana","7.99881581812264","51.9991640596451","206.494427513465","13.9987461201029","22.0002785625991","62.9977713801524","125.50417830796"
"383","Dasyprocta prymnolopha","9","68.0001391698876","113.503413215739","13.0000001463347","25","85.0006972790044","16.9992331248632"
"384","Dasyprocta punctata","6.99993038849832","69.4987464294937","62.4983288565663","9.99958215980423","23.9990249976808","52.5004178069919","163.999930160403"
"385","Dasyprocta ruatanica","1.0002785585997","35.0006962567985","93.9988859216013","4","25","60.9988856941998","150.003340605371"
"386","Dasyprocta variegata","7.99986079299944","69.9997910905902","69.0000008213419","10.9998608143939","23.0002785126061","59.9996518558964","109.001111775834"
"387","Dasypus hybridus","9","42.0002785060011","439.997494480771","21","13.0001391270006","31.9991639779966","163.998194855788"
"388","Dasypus kappleri","7","73.9997215659989","57.9999998570311","9.99986077670516","25","51.0002790434084","222.009537380655"
"389","Dasypus novemcinctus","8.9997214414003","64.9997212927883","115.001950134185","13.0002786345891","23.000000188","57.0011143714009","116.007518543836"
"390","Dasypus pilosus","7.99999998060749","74.9998607357845","56.0002792312161","10.9997215053914","14.0022278150464","51.9981900835253","253.000270770498"
"391","Dasypus sabanicola","7.00020892709441","67.4999303130961","103.000139888739","11.0002089327982","25.9997213774092","68.4977712326523","65.9999293810694"
"392","Dasypus septemcinctus","9","63.999999888","135.001534843212","14.000139429294","23","73.9994431013024","48.9990953921962"
"393","Dasypus yepesi","10","48.9998608683903","392.004038971809","20.000000196","14.0005572040022","92.999025326996","17.9999988821742"
"394","Delomys collinus","8.99972141740361","56.0001391435958","215.995404125671","15","18.0002783534064","69.0011124560046","96.001403926034"
"395","Delomys dorsalis","8.99986059299944","51.9999985323985","294.994708110367","16.0002785112061","14.999999748","22.0009756050039","336.994704788391"
"396","Delomys sublineatus","8.00000001940531","55.9997201596045","215.995404125671","14.9998606038067","18.0002783534064","67.0018096030074","96.001403926034"
"397","Deltamys kempi","8.9994424938698","41.5002088085008","426.997142101575","20.9997211110854","12.0001391113046","15.0000698491976","269.507793634518"
"398","Didelphis albiventris","9","59.0004175856022","212.995963196887","15.0001391672996","20.0001391766991","67.9986759271932","54.5151967412553"
"399","Didelphis aurita","9","58.0001390463961","215.996797587538","15","18.999999748","52.0025773116587","142.987190482269"
"400","Didelphis imperfecta","7.99944274575837","76.9998602386297","58.0065461990294","9.99972140540531","24.0001393710006","44.0001392406464","309.002920368199"
"401","Didelphis marsupialis","7.00013937959134","71.9999997165919","66.0001393838778","10.0001392750006","24.999860652407","55.9997218579989","170.009459283352"
"402","Didelphis pernigra","7.99986069699944","76.0005570926086","63.9983291935656","10.0002786426069","16.0018102306423","55.0004181890017","195.007108055953"
"403","Didelphis virginiana","10","34.9984672593822","724.003346579417","30.0001393555969","6.99999988858297","40.0000004965986","151.011837620834"
"404","Dinomys branickii","7.00013920930292","76.0001391750006","54.0016709686421","9.99972147769681","23.9989557509847","38.9995128364828","268.00556962975"
"405","Diplomys caniceps","7.99986072499943","82.0000000388039","29.0020893721845","9.99986070559745","17.0022285133911","37.0022283601952","344.988301285228"
"406","Diplomys labilis","4.00013938670041","78.4983984555888","26.9994429018997","5.9996518798961","25.0000696215003","28.999581942623","719.583022881211"
"407","Dipodomys merriami","13","42.9994430473986","667.015463440648","31.0002785420011","10.999721866603","64.996796991191","30.0018101325996"
"408","Dipodomys ordii","12.0001391672976","33.9997910805951","877.007453877605","36.0002787940011","-0.000279005400870608","56.0011153451883","38.9994431214853"
"409","Dipodomys phillipsii","11.9993036083936","65.0004177834183","182.021170948451","18.9990251937889","12.0022281436273","84.9988850317703","32.0169876119418"
"410","Dolichotis patagonum","10.9997215693825","40.9999997366164","544.010576571307","25.999721565383","8","46.0005550982333","48.9961018093079"
"411","Dolichotis salinicola","10","48.0004177003959","400.992068414969","20.9997214859989","17.0001391470006","76.9973540989892","26.0006955085751"
"412","Dromiciops gliroides","8.00048726881295","42.5001388613091","325.019777611746","19.5005570403129","6.99923363349695","65.0010434541932","205.525010974019"
"413","Drymoreomys albimaculatus","8.00006945520099","54.9997905454008","240.496449055587","15.0001392793001","17.0001391375989","47.5017384456217","186.485033566986"
"414","Dusicyon australis","3.49972175568869","30.9986090930643","257.990119979787","10.4995130251878","3.50020856650058","19.5013905398687","108.997220006437"
"415","Dusicyon avus","9.99999998062421","40.0002783992373","512.996798038373","23.9999999806147","8","33.0008348213853","60.9976341716607"
"416","Echimys chrysurus","7.99930349758628","71.0008352585953","76.995401775221","10.0002787637668","25.0000000194126","57.9997212019989","188.989824898093"
"417","Echimys saturnus","6.00013922760304","77.9995821509983","59.0005569021949","8.00013924700056","24","17.001670932228","622.001811226138"
"418","Echimys vieirai","6.00000028459245","74.9990250007751","63.0001397840327","8.99972152999887","25.0001392350006","55.0016715405998","211.998883635867"
"419","Eira barbara","8","67.0002783945989","86.0032020136855","11.999860822395","24.0000000194034","60.000766020196","121.501043515416"
"420","Eligmodontia moreni","10.9999303344986","45.9999993526142","505.487270591484","24.4994433318506","10.5000699125787","93.0001384722278","10.5006266228934"
"421","Eligmodontia morgani","9.00027837062589","40.0001390750006","522.008493993072","24.0002783980011","1.00013959837577","32.9994436054875","57.9983290208945"
"422","Eligmodontia puerulus","13.0004174102214","66.0002784086084","230.014421796128","20.0005570001377","4.00090556720017","113.498744340671","8.99999969369572"
"423","Eligmodontia typus","10.9998606489994","40.0001393276186","549.995828005969","26.0001393076225","6.00013985714629","34.0012525408576","48.0012513113473"
"424","Eremoryzomys polius","8","76.9998607283925","67.9961026543832","10.0001392756075","17.0004178730017","50.9970762449882","109.01838118319"
"425","Erethizon dorsatum","8.99986056099944","21.9997210671715","1096.00891494548","40.0001394006926","-13.0004181095858","50.9997214088162","65.0006968807317"
"426","Euneomys chinchilloides","4.99916493611564","34.9998613264803","292.008912789811","13.0005569852596","1.99972106936966","14.000416855114","197.970502483285"
"427","Euneomys fossor","10.9998606473051","56.0004858986344","339.506617215134","20.0000696444168","5.50048835436732","110.00020704261","11.0001392205555"
"428","Euneomys mordax","9.5005570352409","40.5003479604288","484.013443897464","23.5006965879307","-1.49937342833224","76.4967249031988","148.489477891656"
"429","Euneomys petersoni","9.99986082637466","40.0000001400031","524.50609619929","24.9997213670612","1.00048735805719","32.9993732466159","54.4984702455474"
"430","Euphractus sexcinctus","9","62.9999997760006","148.998260414813","14.9995819221185","22.0001394470006","69.5000685655603","60.0025094576305"
"431","Euryoryzomys emmonsae","8.99972139740642","68.0001393481933","79.0008366774119","12.9997214014059","25","72.0005571268207","35.0016698405981"
"432","Euryoryzomys lamia","9.99972141340418","63.9998608324042","118.999585254402","14.9998608324047","20.999999768","83.0004184695963","25.9990252664008"
"433","Euryoryzomys legatus","10","53.0004176616086","332.995826013734","18.9998608369994","16.0005572320022","86.9984680743869","26.0006955085751"
"434","Euryoryzomys macconnelli","7","74.9997213939989","56.9980504441864","9.99846771723316","25","46.999025174398","265.978820691211"
"435","Euryoryzomys nitidus","7.99986078899944","68.0001390496064","74.9983992333768","11.0000695918021","23.0004178096075","57.9997911371993","137.491573510726"
"436","Euryoryzomys russatus","9","55.999929377601","256.493523847777","15.9997214531002","17.9999301841954","40.7520187194581","191.491994772376"
"437","Euryzygomatomys spinosus","9","53.9999996444999","269.996170931979","15.999860726699","16.0004178199021","31.5022975144114","268.485111053447"
"438","Galea comes","12.9999992126103","59.9997202783373","308.005583531706","21.9993034489972","5.00139345061475","112.995820911897","7.00097582631531"
"439","Galea flavidens","9.00006969979734","63.5000001314056","97.4999309782029","14.4999304044997","23.5002086533912","84.9999995599989","12.9993039538106"
"440","Galea leucoblephara","10","44.0000695695003","486.995045344084","22.9998608693051","11.000348371196","62.5022976527379","47.0002088232811"
"441","Galea musteloides","11.9990949518899","67.4996517717122","154.497634612051","16.9988861324795","6.50069669936118","92.4971460810404","21.5140634014103"
"442","Galea spixii","9","69.0004175496878","109.999304112997","12.9999997714131","25.0001391915886","85.999164840236","19.0086464860641"
"443","Galenomys garleppi","13.4993039373012","69.4997214176951","169.995476089645","18.9994431806069","5.00034817337519","102.496796778959","21.0134340067856"
"444","Galictis cuja","9.00013941700056","54.9992317939659","287.493385819144","16.9998607209994","17.0001391470006","66.0010437917048","51.9978420726665"
"445","Galictis vittata","7.99972146969792","70.0004176484995","73.0002102497113","10.9998607889994","25","59.9995127905952","130.99251297183"
"446","Geocapromys brownii","1.50020896709442","38.5010446776195","91.5025773832918","4.00027859918715","25.4999303404997","50.499930351312","162.501810052705"
"447","Geocapromys ingrahami","1.00013934300057","24.9998606569994","171.000975655827","6","23","46.998885344584","126.005711963611"
"448","Geomys tropicalis","5.49958240729928","35.4979813630938","296.997290025311","13.4995129120997","20.4999302278981","82.4974922713901","69.0034123913176"
"449","Geoxus annectens","6.99930468125861","43.9980526360226","288.988047285311","15.9990268127651","7.00041720287098","54.0001380051313","199.012128352103"
"450","Geoxus valdivianus","7.00027840600112","40.0006961236248","367.004044366277","17.0008354306259","2.00041689858449","49.0036200509948","175.972710981859"
"451","Glaucomys volans","9.99958220923772","28.9998605929994","836.986065128192","32.9991647122506","2.00013913216983","19.999443031407","228.006128989331"
"452","Glironia venusta","7","72.9995820817878","55.9984683063908","10","25","54.000418486779","178.991502688966"
"453","Gracilinanus aceramarcae","7.99979117658958","68.0001389928197","124.500071153984","11.4996519426794","11.0016710286132","55.9993736015879","205.751323703338"
"454","Gracilinanus agilis","9","63.9998608364031","132.999027496014","14.0002787352005","22.9998606323981","73.9991640161925","49.9993030273982"
"455","Gracilinanus dryas","7.00013925959636","78.0001392635952","45.0068254754547","9.00041782560026","18.0020893309552","39.0012536929907","262.989341234327"
"456","Gracilinanus emiliae","7.00006968608883","70.0002090682065","78.9986073270503","10.0000000140011","26","56.5005577608856","181.506412359497"
"457","Gracilinanus marica","7.49986066870323","75.9997908808467","64.0016722883399","9.99972130808108","24.9999999917055","48.7495124518122","109.002855886593"
"458","Gracilinanus microtarsus","8.99999986029792","55.5001389121005","250.495196745082","15.9994423947945","17.0001391375989","44.5004839401189","196.484406571282"
"459","Graomys chacoensis","10","47.0004175982223","411.997214131029","20.9998606329994","15.0001395743908","71.9995814829984","34.0013944592679"
"460","Graomys domorum","10","54.0002784240014","315.996731043788","18.4999304088029","14.0008357226092","85.9963794924702","24.50125519554"
"461","Graomys edithae","10.9999303188063","45.0005564544529","513.485665627248","24.9994431713855","12.9997914305807","91.9990237814481","10.0011148766518"
"462","Graomys griseoflavus","10","44.000000224","472.00542938401","22.000278655225","11.0006958008404","59.0008348672329","45.9969372986046"
"463","Gyldenstolpia fronto","9","44.0001391623931","398.997354648204","19.9999999806075","16.0002784946086","48.9990243836036","115.005018168372"
"464","Habromys chinanteco","8.99972143860246","58.9980502447849","175.012672836213","15.0001391842077","16.0016711356283","78.0027852822724","119.997771353648"
"465","Habromys delicatulus","12.0002088800123","63.9998604988113","189.005991407414","19.5002090000123","12.5004178939085","97.4986770216158","35.9985379046716"
"466","Habromys ixtlani","8.99972143860246","58.9980502447849","175.012672836213","15.0001391842077","16.0016711356283","78.0027852822724","119.997771353648"
"467","Habromys lepturus","8.49965175770493","55.4986071047074","197.505500762656","15.4997909976103","19.0008355775127","81.9997913297252","116.001390590945"
"468","Habromys lophurus","9.99958213899831","67.9994426784076","82.0119784614458","13.9998607763975","19.0002785133992","88.9956812217784","38.011837401091"
"469","Habromys schmidlyi","12.0001391916053","62.0008355826081","180.002088931521","19.9999998492094","20.9986067893896","105.997353418617","20.0026471864532"
"470","Habromys simulatus","7.99860743958446","48.9941514129392","292.986494012511","14.9984682011864","19.0005569686047","64.0015323588136","155.992895589984"
"471","Handleyomys chapmani","8.99972143860246","58.9980502447849","182.021170948451","15.0001391842077","16.0016711356283","78.0027852822724","111.991922325464"
"472","Handleyomys fuscatus","6.99986074040253","83.9984678863969","25.9999998697991","8.0000000194031","21.9998605307985","32.0004181198034","439.983559679785"
"473","Handleyomys intectus","7.99986072499943","82.0000000388039","29.0020893721845","9.99986070559745","17.0022285133911","37.0022283601952","344.988301285228"
"474","Handleyomys melanotis","11.0005570129115","62.9999301664997","140.009472005435","17.0007659954132","20.9983985802852","108.498677217798","17.0080103090697"
"475","Handleyomys rhabdops","7.49993038710026","59.9993036069947","149.504666179147","12.500069669002","20.5005570889046","56.4990948138995","253.988369420996"
"476","Handleyomys rostratus","8.00111404242557","57.9993032569971","179.998329119396","14.9984682011864","23.000000068","72.0005558180325","94.0020884044096"
"477","Handleyomys saturatior","8.99944286219366","63.9988857061931","131.004596137627","13.0000000833987","22.0001392703997","80.9926177285588","54.0317599915607"
"478","Herpailurus yagouaroundi","8.00006966579707","66.0021586004945","97.0002787151082","12.0002786005939","24","61.0001392115936","97.9996521080419"
"479","Heterogeomys cherriei","7.49944283539917","63.4983282907943","98.5001396593023","11.9990946272984","22.5003482077998","54.0011143150986","194.499372201276"
"480","Heterogeomys dariensis","5.99930358839916","75.0016713127953","23.9997214339989","5.9995821509983","25.9998606621988","42.9993036596101","273.999581539016"
"481","Heterogeomys lanius","9.99930363080628","63.9960999764266","182.021170948451","15.9995821380135","12.0022281436273","72.0005558180325","74.0119813409037"
"482","Heteromys adspersus","4.99937325329811","71.000696407005","50.4942200209784","6.9990250688969","25.5000696455","65.4982591356926","79.5148316705647"
"483","Heteromys anomalus","6.99951257111932","71.4970050498013","60.4988165097987","9.9988159321221","25.0002089627951","52.000835637926","106.006545543941"
"484","Heteromys australis","6.99972157279502","81.0001393030006","28.0000000474014","8.00000010739806","21.9998605307985","32.0004181198034","439.983559679785"
"485","Heteromys catopterius","4.49930349411129","64.993313531113","76.9991642157012","6.99930350840695","24.0002089527962","51.5017412127549","86.9950548017992"
"486","Heteromys desmarestianus","7.99986068699859","63.9963083263885","122.003830930721","12.998816144495","23.0000696969006","58.5011144884078","160.50389768363"
"487","Heteromys gaumeri","8.99993044249975","60.4977021229153","179.495614298327","14.9995823217993","23.9997910932002","57.0004181365944","108.003132970224"
"488","Heteromys irroratus","11.9999999418141","58.999999856","274.001116972376","20.0002786733953","15.99986063021","92.9965183139651","30.9999992559999"
"489","Heteromys nelsoni","9.99951257859517","65.9983982448916","125.0130229973","14.0001393130011","18.5009749842069","81.4938025055338","80.5408734994362"
"490","Heteromys oasicus","2.49993036509215","48.4984678175862","79.9989552243847","4.99986071759187","25.9999303462035","68.998119382898","51.0039005783864"
"491","Heteromys oresterus","4.50013922250452","66.000696207812","52.0022978280286","7.00020883490684","22.5001393360969","56.9944988146601","295.31214791201"
"492","Heteromys pictus","12.0000696055","59.9996516024999","213.991782613134","18.0009051230182","19.9996519160182","104.998955499193","21.5040380425152"
"493","Heteromys salvini","8.99979110489808","66.4987464394924","87.0078694351527","13.0001392906999","23.998885826683","86.49442868446","24.5381626577183"
"494","Heteromys spectabilis","12.0001393270006","62.999303555178","163.013092918181","20.0002786540011","17.9997214779989","104.000696871609","19.9997210819988"
"495","Heteromys teleus","5.49986082839639","78.4993735342579","60.4954043494731","7.00034819840788","22.9991642901842","90.9894150622386","98.5548094028984"
"496","Hippocamelus antisensis","11.499582294393","71.4998606986954","113.499651622191","15.9987468088706","4.0015320379648","92.997702916606","33.0016018530268"
"497","Hippocamelus bisulcus","5.00013917099945","35.9995824877421","299.999237109967","14.0000004210573","0.000417819625882965","15.0012538743758","478.537367946886"
"498","Hodomys alleni","12.0000696055","62.9999301664997","169.010236078114","18.5001392133057","20.9983285067821","107.999303973782","19.0014630155927"
"499","Holochilus brasiliensis","9","51.0001388790006","309.997493715422","16.9997214927928","16.999999756","40.9995814383919","141.991506997357"
"500","Holochilus chacarius","9.99986063299944","47.0004176770017","403.996240571592","20.0005569332251","17.0001391470006","59.9987455785538","60.0052976284512"
"501","Holochilus sciureus","7.99986079270433","70.0002784488909","74.9993042772271","11.0000001105944","25","61.9997212368917","120.501529369897"
"502","Hoplomys gymnurus","5.99930359639805","67.4987465927932","57.4958216343817","7.99895538829975","24.4995124611985","49.000209007896","239.015635357479"
"503","Hydrochoerus hydrochaeris","8","67","95.0005576988185","12.0001393436003","24","59.9994431559978","113.007797729043"
"504","Hydrochoerus isthmius","6.99881601241607","77.9971447451097","30.5034122456075","8.99902501001988","25.4997214605019","46.5025765669322","225.479665120723"
"505","Hyladelphys kalinowskii","7","74.9998607186993","47.9993037792987","9.00013937100056","25","48.0001397735936","248.508561744963"
"506","Hylaeamys acritus","8.00006968919904","64.5003481632007","97.9965887879897","13","23.999930328199","68.0000698685982","69.4970761005828"
"507","Hylaeamys laticeps","7.99993028620237","58.9980474256955","180.995469632482","13.9997212497032","20.0002788940011","67.4990905229412","80.506628854273"
"508","Hylaeamys megacephalus","8","68.0001391875947","82.0015315655964","11.9999999805936","24.9998607489994","63.0016711640068","116.995825557765"
"509","Hylaeamys oniscus","7.9988149256208","68.4986737803709","112.491774840298","10.4989539954961","23.5002092025","59.0009759032957","76.5020287299386"
"510","Hylaeamys perenensis","6.99999998059858","76.0004178239009","45.000348122698","8.99986077299944","24.9999303941979","32.9997913707047","353.97806649612"
"511","Hylaeamys tatei","7.99972148139473","79.0006961700235","61.9955447018576","9.99972148139474","9.00208931482076","18.0029235723031","412.053841293368"
"512","Hylaeamys yunganus","7.00013934189369","72.9999998469029","58.0009051690154","10","25","53.9980497356357","207.994775426674"
"513","Ichthyomys hydrobates","7.00013925959636","82.0004179524036","32.0033435047702","9.00000005940309","18.0004175166132","37.0005569493844","307.577986796245"
"514","Ichthyomys pittieri","4.9988855416324","67.9899698746916","77.999024866996","7.99874625063183","24.0001392910006","45.0043186984698","94.9915013491281"
"515","Ichthyomys stolzmanni","7.99999999030402","76.4998607623906","63.4956135855912","10.999721501392","10.5016715883082","55.4963791488241","117.534188608027"
