"","Species","CHELSA_bio2_1981.2010_V.2.1_median","CHELSA_bio3_1981.2010_V.2.1_median","CHELSA_bio4_1981.2010_V.2.1_median","CHELSA_bio7_1981.2010_V.2.1_median","CHELSA_bio11_1981.2010_V.2.1_median","CHELSA_bio15_1981.2010_V.2.1_median","CHELSA_bio17_1981.2010_V.2.1_median"
"26","Akodon aerosus","7.9996518381957","72.5000695591965","70.9970753209349","10.0001392819115","18.5002788158816","50.9961707069904","233.495400322018"
"27","Akodon affinis","7.00027853400113","82.0000000388039","25.9999998697991","9.00027853400113","18.0002786722037","32.0004181198034","439.983559679785"
"28","Akodon albiventer","13.0008356078325","66.9994428587794","221.981201263586","19.9993038908196","4.0008360386114","112.995820911897","10.000973947434"
"29","Akodon azarae","9.99902462268116","41.9999999806136","474.998188523434","22.9997215213891","11.0001391150006","35.9994418990576","133.005018034464"
"30","Akodon boliviensis","11.9994429763009","68.4995821805137","147.506684274745","17.0001393705212","6.00111414261145","92.4967283659679","25.5116930294265"
"31","Akodon budini","10","50.0006957288276","372.992627282722","19.500000194","14.5002790210887","90.9995819259104","20.9991643348273"
"32","Akodon caenosus","10","52.0012515189316","332.995826013734","19.000000192","13.0002786940011","89.0001385248248","21.001667979634"
"33","Akodon cursor","8.99972125911491","60.4982565707921","177.995468898489","14","19.9999997440033","64.0001385061219","80.506628854273"
"34","Akodon dayi","7.9999304084986","62.5002087921993","155.499653288569","12","21.0001392613026","57.499442947274","157.999651253088"
"35","Akodon dolores","10.9999999903085","42.000556770926","558.998259779575","26.99972153","8.00041779930989","50.0011829544308","47.0002088232811"
"36","Akodon fumeus","8.49965192528582","65.4985377328591","152.508634735542","11.9999304181965","13.0015317451266","64.4966577930259","154.003550580623"
"37","Akodon iniscatus","10.9998609443775","40.0001395983758","559.510861250899","27.0000000193775","5.00027841000112","32.9998600388504","49.9995820050911"
"38","Akodon juninensis","9.49965185989056","74.0000696731974","72.5022268246623","11.9999302734126","6.50264605944277","65.9958220319813","62.5286893952896"
"39","Akodon kofordi","7.99958216578666","68.0004175656081","113.995266224523","11.9994430335722","12.0019492490371","57.9998604096059","180.986496372328"
"40","Akodon lindberghi","9","62.0004177107908","169.998609026591","15","18.9999997594037","82.0006966538101","44.9972148741995"
"41","Akodon lutescens","10","67.0001391014283","145.002089106211","15.9987468225672","7.00000075053751","83.9937347088469","38.0410743151561"
"42","Akodon mimus","7.99986083639305","67.999164258603","140.002786038798","11.9998606723936","11.0015314810063","56.9991646481774","175.018097488659"
"43","Akodon molinae","10.9999999903085","40.000208863428","574.494916313493","27.0002784026203","8","36.4999297731164","58.0000004324509"
"44","Akodon mollis","7.99999997091012","76.9999999603029","59.9982597229425","10.0001392719115","15.5001391297831","60.4960309028403","117.534188608027"
"45","Akodon montensis","9","54.0000694745966","279.998817552221","15.9998608526979","17.0001392832999","31.5012181148035","241.492276666787"
"46","Akodon mystax","8.49972114110797","57.4996509201224","191.99637827145","13.9997211528106","19.5005573288934","77.9973495543179","62.0085098355847"
"47","Akodon orophilus","7.99999996121275","75.0008354318225","62.9961005253143","10","19.0013926004333","42.997354649527","200.023396429658"
"48","Akodon paranaensis","8.99986075439499","49.0004873708046","328.496657228776","17.4997907768939","14.0003485041067","18.499791391685","364.497768032774"
